Id	LotteryType	PropertyType	DiamondBoxInterval	CostItem	FreeTimes	MaxTimes	DiamondBoxContain	TenTimesMustGetItem	PerCount	MergePool	ActivityId	HeroLimit
5423	21	0	0	6000115#50	0	0	50001#100	null	5	0	51004	false
5431	21	0	0	16#200	0	80001	50002#100	null	1	0	51004	false
5432	21	0	0	6000115#10	0	0	50002#100	null	1	0	51004	false
5433	21	0	0	6000115#50	0	0	50002#100	null	5	0	51004	false
5441	21	0	0	16#200	0	80001	50003#100	null	1	0	51004	false
5442	21	0	0	6000115#10	0	0	50003#100	null	1	0	51004	false
5443	21	0	0	6000115#50	0	0	50003#100	null	5	0	51004	false
5511	21	0	0	16#200	0	80001	50010#100	null	1	0	51104	false
5512	21	0	0	6000115#10	0	0	50010#100	null	1	0	51104	false
5513	21	0	0	6000115#50	0	0	50010#100	null	5	0	51104	false
5521	21	0	0	16#200	0	80001	50011#100	null	1	0	51104	false
5522	21	0	0	6000115#10	0	0	50011#100	null	1	0	51104	false
5523	21	0	0	6000115#50	0	0	50011#100	null	5	0	51104	false
5531	21	0	0	16#200	0	80001	50012#100	null	1	0	51104	false
5532	21	0	0	6000115#10	0	0	50012#100	null	1	0	51104	false
5533	21	0	0	6000115#50	0	0	50012#100	null	5	0	51104	false
5541	21	0	0	16#200	0	80001	50013#100	null	1	0	51104	false
5542	21	0	0	6000115#10	0	0	50013#100	null	1	0	51104	false
5543	21	0	0	6000115#50	0	0	50013#100	null	5	0	51104	false
5611	21	0	0	16#200	0	80001	50020#100	null	1	0	51204	false
5612	21	0	0	6000115#10	0	0	50020#100	null	1	0	51204	false
5613	21	0	0	6000115#50	0	0	50020#100	null	5	0	51204	false
5621	21	0	0	16#200	0	80001	50021#100	null	1	0	51204	false
5622	21	0	0	6000115#10	0	0	50021#100	null	1	0	51204	false
5623	21	0	0	6000115#50	0	0	50021#100	null	5	0	51204	false
5631	21	0	0	16#200	0	80001	50022#100	null	1	0	51204	false
5632	21	0	0	6000115#10	0	0	50022#100	null	1	0	51204	false
5633	21	0	0	6000115#50	0	0	50022#100	null	5	0	51204	false
5641	21	0	0	16#200	0	80001	50023#100	null	1	0	51204	false
5642	21	0	0	6000115#10	0	0	50023#100	null	1	0	51204	false
5643	21	0	0	6000115#50	0	0	50023#100	null	5	0	51204	false
5711	21	0	0	16#200	0	80001	50010#100	null	1	0	51304	false
5712	21	0	0	6000115#10	0	0	50010#100	null	1	0	51304	false
5713	21	0	0	6000115#50	0	0	50010#100	null	5	0	51304	false
5721	21	0	0	16#200	0	80001	50011#100	null	1	0	51304	false
5722	21	0	0	6000115#10	0	0	50011#100	null	1	0	51304	false
5723	21	0	0	6000115#50	0	0	50011#100	null	5	0	51304	false
5731	21	0	0	16#200	0	80001	50012#100	null	1	0	51304	false
5732	21	0	0	6000115#10	0	0	50012#100	null	1	0	51304	false
5733	21	0	0	6000115#50	0	0	50012#100	null	5	0	51304	false
5741	21	0	0	16#200	0	80001	50013#100	null	1	0	51304	false
5742	21	0	0	6000115#10	0	0	50013#100	null	1	0	51304	false
5743	21	0	0	6000115#50	0	0	50013#100	null	5	0	51304	false
9000	51	0	0	50004#100	0	0	9000#100	null	1	0	9000	false
9001	51	0	0	50006#10	0	0	9001#100	null	1	0	9001	false
90021	51	0	0	50006#10	0	0	90021#100	null	1	0	9002	false
90022	51	0	0	50006#10	0	0	90022#100	null	1	0	9002	false
90023	51	0	0	50006#10	0	0	90023#100	null	1	0	9002	false
90024	51	0	0	50006#10	0	0	90024#100	null	1	0	9002	false
7050	52	0	0	50005#1	0	0	7050#100	null	1	0	70501	false
7051	52	0	0	50005#10	0	0	7050#100	null	10	0	70501	false
7000	52	0	0	50005#1	0	0	7000#100	null	1	0	70001	false
7001	52	0	0	50005#10	0	0	7000#100	null	10	0	70001	false
7010	52	0	0	50005#1	0	0	7010#100	null	1	0	70101	false
7011	52	0	0	50005#10	0	0	7010#100	null	10	0	70101	false
7020	52	0	0	50005#1	0	0	7020#100	null	1	0	70201	false
7021	52	0	0	50005#10	0	0	7020#100	null	10	0	70201	false
7030	52	0	0	50005#1	0	0	7030#100	null	1	0	70301	false
7031	52	0	0	50005#10	0	0	7030#100	null	10	0	70301	false
7040	52	0	0	50005#1	0	0	7040#100	null	1	0	70401	false
7041	52	0	0	50005#10	0	0	7040#100	null	10	0	70401	false
