Id	Type
50716	2
50717	2
50718	2
50731	2
50732	2
50733	2
50734	2
50735	2
50736	2
50737	2
50738	2
50811	2
50812	2
50813	2
50831	2
50832	2
50833	2
50911	2
50931	2
51011	2
51031	2
51111	2
51211	2
51311	2
51411	2
51412	2
51413	2
51414	2
51415	2
51416	2
51417	2
51418	2
51431	2
51432	2
51433	2
51434	2
51435	2
51436	2
51437	2
51438	2
51511	2
51512	2
51513	2
51514	2
51515	2
51516	2
51517	2
51518	2
51531	2
51532	2
51533	2
51534	2
51535	2
51536	2
51537	2
51538	2
10101	1
10201	1
10301	1
10401	1
10501	1
10601	1
10701	1
10801	1
10901	1
11001	1
11101	1
11201	1
11301	1
11401	1
11501	1
11801	1
12101	1
12301	1
12401	1
20101	1
20201	1
20301	1
20401	1
20501	1
20601	1
20701	1
20801	1
20901	1
21001	1
21101	1
21201	1
21301	1
21401	1
21901	1
22101	1
22201	1
22301	1
30101	1
30201	1
30301	1
30401	1
30501	1
30601	1
30701	1
30801	1
30901	1
31001	1
31101	1
31201	1
31301	1
31401	1
31701	1
32001	1
32201	1
40101	1
40201	1
40301	1
40401	1
40501	1
40601	1
40701	1
40801	1
40901	1
41001	1
41101	1
41201	1
41301	1
41401	1
41501	1
50101	1
50201	1
50301	1
50401	1
50501	1
50601	1
50701	1
50801	1
50901	1
51001	1
51101	1
51201	1
51301	1
51401	1
51501	1
80001	2
80002	2
80003	2
80004	2
80005	2
80006	2
80007	2
80008	2
80009	2
80010	2
80011	2
80012	2
80101	2
80102	2
80103	2
80104	2
80105	2
80106	2
80107	2
80108	2
80109	2
80110	2
80111	2
80112	2
80301	2
80302	2
80303	2
80304	2
80305	2
80306	2
80307	2
80308	2
80309	2
80310	2
80311	2
80312	2
80201	2
80202	2
80203	2
80204	2
80205	2
80206	2
80207	2
80208	2
80209	2
80210	2
80211	2
80212	2
80401	2
80402	2
80403	2
80404	2
80405	2
80406	2
80407	2
80408	2
80409	2
80410	2
80411	2
80412	2
700001	2
700002	2
700003	2
700004	2
700005	2
700006	2
700007	2
700008	2
700009	2
700010	2
700011	2
700012	2
700101	2
700102	2
700103	2
700104	2
700105	2
700106	2
700107	2
700108	2
700109	2
700110	2
700111	2
700112	2
710001	1
710103	2
710303	2
810151	2
810152	2
810153	2
810251	2
810252	2
810253	2
810351	2
810352	2
810353	2
810451	2
810452	2
810453	2
810551	2
810552	2
810553	2
810651	2
810652	2
810653	2
910111	2
910112	2
910113	2
910114	2
910115	2
910211	2
910212	2
910213	2
910214	2
910215	2
910311	2
910312	2
910313	2
910314	2
910315	2
910411	2
910412	2
910413	2
910414	2
910415	2
910511	2
910512	2
910513	2
910514	2
910515	2
910611	2
910612	2
910613	2
910614	2
910615	2
910711	2
910712	2
910713	2
910714	2
910715	2
910811	2
910812	2
910813	2
910814	2
910815	2
910911	2
910912	2
910913	2
910914	2
910915	2
911011	2
911012	2
911013	2
911014	2
911015	2
911016	2
911111	2
911112	2
911113	2
911114	2
911115	2
911116	2
911211	2
911212	2
911213	2
911214	2
911215	2
911216	2
911311	2
911312	2
911313	2
911314	2
911315	2
911316	2
911411	2
911412	2
911413	2
911414	2
911415	2
911416	2
911511	2
911512	2
911513	2
911514	2
911515	2
911516	2
911611	2
911612	2
911613	2
911614	2
911615	2
911616	2
8000831	2
8000131	2
8010131	2
8040711	2
8040731	2
8051512	2
8051532	2
8051411	2
8051431	2
8011531	2
700201	2
700202	2
700203	2
700204	2
700205	2
700206	2
700207	2
700208	2
700209	2
700210	2
700211	2
700301	0
700302	0
700303	0
700304	0
700305	0
700306	0
700307	0
700308	0
700309	0
700310	0
700311	0
