Id	Target	Effect	EffectValue	CD	SkillDisplay	Repeat	release	Group	Level	NextLv	Slot
10816	210000.0	1#211#234	1.93#2|0.692#1#14#3#0.35#2|4#0.4#8#2	1.0	1081	1	1	1081	6	10817	1
10817	210000.0	1#211#234	2.0#2|0.706#1#14#3#0.35#2|4#0.4#8#2	1.0	1081	1	1	1081	7	10818	1
10818	210000.0	1#211#234	2.07#2|0.72#1#14#3#0.35#2|4#0.4#8#2	1.0	1081	1	1	1081	8	0	1
10831	200003.0	1#258	1.08#2|0.28#2	3.0	1083	1	2	1083	1	10832	3
10832	200003.0	1#258	1.3#2|0.33#2	3.0	1083	1	2	1083	2	10833	3
10833	200003.0	1#258	1.56#2|0.37#2	3.0	1083	1	2	1083	3	10834	3
10834	200003.0	1#258	1.63#2|0.385#2	3.0	1083	1	2	1083	4	10835	3
10835	200003.0	1#258	1.69#2|0.4#2	3.0	1083	1	2	1083	5	10836	3
10836	200003.0	1#258	1.75#2|0.415#2	3.0	1083	1	2	1083	6	10837	3
10837	200003.0	1#258	1.81#2|0.43#2	3.0	1083	1	2	1083	7	10838	3
10838	200003.0	1#258	1.89#2|0.445#2	3.0	1083	1	2	1083	8	0	3
10911	240000.0	1#254	0.91#2|0.4#1#1#4#0.1#2	1.0	1091	1	1	1091	1	10912	1
10912	240000.0	1#254	1.09#2|0.5#1#1#4#0.15#2	1.0	1091	1	1	1091	2	10913	1
10913	240000.0	1#259	1.31#2|0.6#1#1#4#0.15#22#3#0.15#2	1.0	1091	1	1	1091	3	10914	1
10914	240000.0	1#259	1.37#2|0.6#1#1#4#0.15#22#3#0.156#2	1.0	1091	1	1	1091	4	10915	1
10915	240000.0	1#259	1.42#2|0.6#1#1#4#0.15#22#3#0.162#2	1.0	1091	1	1	1091	5	10916	1
10916	240000.0	1#259	1.47#2|0.6#1#1#4#0.15#22#3#0.168#2	1.0	1091	1	1	1091	6	10917	1
10917	240000.0	1#259	1.52#2|0.6#1#1#4#0.15#22#3#0.174#2	1.0	1091	1	1	1091	7	10918	1
10918	240000.0	1#259	1.58#2|0.6#1#1#4#0.15#22#3#0.158#2	1.0	1091	1	1	1091	8	0	1
10931	200004.0	1#3	0.91#2|0.28#8#2	3.0	1093	1	2	1093	1	10932	3
10932	200004.0	1#206	1.1#2|0.33#8#2#0.2	3.0	1093	1	2	1093	2	10933	3
10933	200004.0	1#206	1.21#2|0.4#8#2#0.2	3.0	1093	1	2	1093	3	10934	3
10934	200004.0	1#206	1.26#2|0.41#8#2#0.2	3.0	1093	1	2	1093	4	10935	3
10935	200004.0	1#206	1.31#2|0.42#8#2#0.2	3.0	1093	1	2	1093	5	10936	3
10936	200004.0	1#206	1.36#2|0.43#8#2#0.2	3.0	1093	1	2	1093	6	10937	3
10937	200004.0	1#206	1.41#2|0.44#8#2#0.2	3.0	1093	1	2	1093	7	10938	3
10938	200004.0	1#206	1.46#2|0.45#8#2#0.2	3.0	1093	1	2	1093	8	0	3
11011	100322.0	208#211	1.0#1#1#6|1.0#1#22#1#0.15#2	3.0	1101	1	1	1101	1	11012	1
11012	100322.0	208#211	1.0#1#2#6|1.0#1#22#1#0.2#2	3.0	1101	1	1	1101	2	11013	1
11013	100323.0	208#211	1.0#1#0#6|1.0#1#22#1#0.25#2	3.0	1101	1	1	1101	3	11014	1
11014	100323.0	208#211	1.0#1#0#6|1.0#1#22#1#0.26#2	3.0	1101	1	1	1101	4	11015	1
11015	100323.0	208#211	1.0#1#0#6|1.0#1#22#1#0.27#2	3.0	1101	1	1	1101	5	11016	1
11016	100323.0	208#211	1.0#1#0#6|1.0#1#22#1#0.28#2	3.0	1101	1	1	1101	6	11017	1
11017	100323.0	208#211	1.0#1#0#6|1.0#1#22#1#0.29#2	3.0	1101	1	1	1101	7	11018	1
11018	100323.0	208#211	1.0#1#0#6|1.0#1#22#1#0.3#2	3.0	1101	1	1	1101	8	0	1
11031	700211.0	221	1#1.72#1#2.47	3.0	1103	1	2	1103	1	11032	3
11032	700211.0	221	1#2.06#1#2.96	3.0	1103	1	2	1103	2	11033	3
11033	700211.0	221	1#2.47#1#3.56	3.0	1103	1	2	1103	3	11034	3
11034	700211.0	221	1#2.57#1#3.71	3.0	1103	1	2	1103	4	11035	3
11035	700211.0	221	1#2.67#1#3.85	3.0	1103	1	2	1103	5	11036	3
11036	700211.0	221	1#2.77#1#3.99	3.0	1103	1	2	1103	6	11037	3
11037	700211.0	221	1#2.87#1#4.13	3.0	1103	1	2	1103	7	11038	3
11038	700211.0	221	1#2.97#1#4.28	3.0	1103	1	2	1103	8	0	3
11111	400000.0	1#254	1.7#2|0.3#1#1#4#0.3#2	1.0	1111	1	1	1111	1	0	1
11131	100212.0	24	1#2.47	3.0	1113	1	2	1113	1	0	3
11211	200000.0	1#254	1.08#2|0.2#1#1#4#0.2#2	3.0	1121	1	1	1121	1	0	1
11311	200004.0	1#3	0.8#2|0.1#8#2	1.0	1131	1	1	1131	1	0	1
11331	200000.0	241#1	8|1.2#2	3.0	1133	1	2	1133	1	0	3
11411	200003.0	1	1.2#2	1.0	1141	1	1	1141	1	0	1
11431	100000.0	24#211	1#0.9|1.0#1#22#1#0.1#2	3.0	1143	1	2	1143	1	0	3
11511	400000.0	10	1.4#1#1.0	1.0	1151	1	1	1151	1	0	1
11531	180321|300000	220|211	0.4#2#3|1.0#1#23#1#0.3#2	3.0	1153	1	2	1153	1	0	3
11811	400000.0	1	2.18#1	3.0	1181	1	1	1181	1	0	1
12111	400000.0	1#254	2.0#1|0.2#1#2#3#0.2#2	3.0	1211	1	1	1211	1	0	1
12311	400000.0	1#254	1.87#2|0.1#1#1#3#0.15#2	3.0	1231	1	1	1231	1	0	1
12411	200921.0	1#246	1.82#2|4#0.1#2	3.0	1241	1	1	1241	1	12412	1
12412	200921.0	1#246	2.19#2|4#0.15#2	3.0	1241	1	1	1241	2	12413	1
12413	200921.0	1#246	2.61#2|4#0.20#2	3.0	1241	1	1	1241	3	12414	1
12414	200921.0	1#246	2.72#2|4#0.21#2	3.0	1241	1	1	1241	4	12415	1
12416	200921.0	1#246	2.93#2|4#0.23#2	3.0	1241	1	1	1241	6	12417	1
12417	200921.0	1#246	3.03#2|4#0.24#2	3.0	1241	1	1	1241	7	12418	1
12418	200921.0	1#246	3.13#2|4#0.25#2	3.0	1241	1	1	1241	8	0	1
12415	200921.0	1#246	2.82#2|4#0.22#2	3.0	1241	1	1	1241	5	12416	1
12431	240000.0	235#1#254	3#5#1#0.1|1.44#2|0.6#1#4#3#0.2#2#9	3.0	1243	1	2	1243	1	12432	3
12432	240000.0	235#1#254	3#5#1#0.15|1.73#2|0.75#1#4#3#0.2#2#9	3.0	1243	1	2	1243	2	12433	3
12433	240000.0	235#1#254	3#5#1#0.2|2.07#2|0.9#1#4#3#0.2#2#9	3.0	1243	1	2	1243	3	12434	3
12434	240000.0	235#1#254	3#5#1#0.2|2.16#2|0.92#1#4#3#0.2#2#9	3.0	1243	1	2	1243	4	12435	3
12435	240000.0	235#1#254	3#5#1#0.2|2.24#2|0.94#1#4#3#0.2#2#9	3.0	1243	1	2	1243	5	12436	3
12436	240000.0	235#1#254	3#5#1#0.2|2.32#2|0.96#1#4#3#0.2#2#9	3.0	1243	1	2	1243	6	12437	3
12437	240000.0	235#1#254	3#5#1#0.2|2.41#2|0.98#1#4#3#0.2#2#9	3.0	1243	1	2	1243	7	12438	3
12438	240000.0	235#1#254	3#5#1#0.2|2.49#2|1.0#1#4#3#0.2#2#9	3.0	1243	1	2	1243	8	0	3
20111	200321.0	1#248	1.81#1|1#0.1#3#1#2	1.0	2011	1	1	2011	1	20112	1
20112	200321.0	1#248	2.17#1|1#0.15#3#1#2	1.0	2011	1	1	2011	2	20113	1
20113	200321.0	1#248	2.6#1|1#0.2#3#1#2	1.0	2011	1	1	2011	3	20114	1
20114	200321.0	1#248	2.71#1|1#0.208#3#1#2	1.0	2011	1	1	2011	4	20115	1
20115	200321.0	1#248	2.81#1|1#0.216#3#1#2	1.0	2011	1	1	2011	5	20116	1
20116	200321.0	1#248	2.92#1|1#0.224#3#1#2	1.0	2011	1	1	2011	6	20117	1
20117	200321.0	1#248	3.02#1|1#0.232#3#1#2	1.0	2011	1	1	2011	7	20118	1
20118	200321.0	1#248	3.12#1|1#0.24#3#1#2	1.0	2011	1	1	2011	8	0	1
20131	270000.0	1#261	1.44#1|0.6#4#1#0.2#2	3.0	2013	1	2	2013	1	20132	3
20132	270000.0	1#261#3	1.73#1|0.75#4#1#0.2#2|0.2#9#2	3.0	2013	1	2	2013	2	20133	3
20133	270000.0	1#261#3	2.07#1|0.9#4#1#0.2#2|0.25#9#2	3.0	2013	1	2	2013	3	20134	3
20134	270000.0	1#261#3	2.16#1|0.92#4#1#0.2#2|0.26#9#2	3.0	2013	1	2	2013	4	20135	3
20135	270000.0	1#261#3	2.24#1|0.94#4#1#0.2#2|0.27#9#2	3.0	2013	1	2	2013	5	20136	3
20136	270000.0	1#261#3	2.32#1|0.96#4#1#0.2#2|0.28#9#2	3.0	2013	1	2	2013	6	20137	3
20137	270000.0	1#261#3	2.41#1|0.98#4#1#0.2#2|0.29#9#2	3.0	2013	1	2	2013	7	20138	3
20138	270000.0	1#261#3	2.49#1|1.0#4#1#0.2#2|0.3#9#2	3.0	2013	1	2	2013	8	0	3
20211	240000.0	237#1#261	1#12#0.07#2|0.89#1|0.5#4#1#0.15#3	1.0	2021	1	1	2021	1	20212	1
20212	240000.0	237#1#261	1#12#0.1#2|1.06#1|0.75#4#1#0.15#3	1.0	2021	1	1	2021	2	20213	1
20213	240000.0	237#1#261	1#12#0.1#2|1.29#1|0.9#4#1#0.15#3	1.0	2021	1	1	2021	3	20214	1
20214	240000.0	237#1#261	1#12#0.104#2|1.35#1|0.92#4#1#0.15#3	1.0	2021	1	1	2021	4	20215	1
20215	240000.0	237#1#261	1#12#0.108#2|1.4#1|0.94#4#1#0.15#3	1.0	2021	1	1	2021	5	20216	1
20216	240000.0	237#1#261	1#12#0.112#2|1.45#1|0.96#4#1#0.15#3	1.0	2021	1	1	2021	6	20217	1
20217	240000.0	237#1#261	1#12#0.116#2|1.5#1|0.98#4#1#0.15#3	1.0	2021	1	1	2021	7	20218	1
20218	240000.0	237#1#261	1#12#0.12#2|1.55#1|1.0#4#1#0.15#3	1.0	2021	1	1	2021	8	0	1
20231	200211.0	262#1	4#5|2.48#1	3.0	2023	1	2	2023	1	20232	3
20232	200211.0	262#260#1	4#5|1.0#2#10#1#0.2|2.97#1	3.0	2023	1	2	2023	2	20233	3
20233	200211.0	262#260#10	4#5|1.0#2#10#1#0.2|3.75#1#0.5	3.0	2023	1	2	2023	3	20234	3
20234	200211.0	262#260#10	4#5|1.0#2#10#1#0.2|3.9#1#0.5	3.0	2023	1	2	2023	4	20235	3
20235	200211.0	262#260#10	4#5|1.0#2#10#1#0.2|4.05#1#0.5	3.0	2023	1	2	2023	5	20236	3
20236	200211.0	262#260#10	4#5|1.0#2#10#1#0.2|4.2#1#0.5	3.0	2023	1	2	2023	6	20237	3
20237	200211.0	262#260#10	4#5|1.0#2#10#1#0.2|4.35#1#0.5	3.0	2023	1	2	2023	7	20238	3
20238	200211.0	262#260#10	4#5|1.0#2#10#1#0.2|4.5#1#0.5	3.0	2023	1	2	2023	8	0	3
20311	240000.0	211#1	0.5#1#6#3#0.2#2|0.87#2	1.0	2031	1	1	2031	1	20312	1
20312	240000.0	211#1	0.65#1#6#3#0.3#2|1.04#2	1.0	2031	1	1	2031	2	20313	1
20313	240000.0	211#1#208	0.8#1#6#3#0.3#2|1.24#2|0.5#1#1#3	1.0	2031	1	1	2031	3	20314	1
20314	240000.0	211#1#208	0.8#1#6#3#0.312#2|1.29#2|0.5#1#1#3	1.0	2031	1	1	2031	4	20315	1
20315	240000.0	211#1#208	0.8#1#6#3#0.324#2|1.34#2|0.5#1#1#3	1.0	2031	1	1	2031	5	20316	1
20316	240000.0	211#1#208	0.8#1#6#3#0.336#2|1.39#2|0.5#1#1#3	1.0	2031	1	1	2031	6	20317	1
20317	240000.0	211#1#208	0.8#1#6#3#0.348#2|1.44#2|0.5#1#1#3	1.0	2031	1	1	2031	7	20318	1
20318	240000.0	211#1#208	0.8#1#6#3#0.36#2|1.49#2|0.5#1#1#3	1.0	2031	1	1	2031	8	0	1
20331	100000.0	263	0.1#2#1	3.0	2033	1	2	2033	1	20332	3
20332	100000.0	263	0.15#2#1	3.0	2033	1	2	2033	2	20333	3
20333	100000.0	263	0.2#3#1	3.0	2033	1	2	2033	3	20334	3
20334	100000.0	263	0.208#3#1	3.0	2033	1	2	2033	4	20335	3
20335	100000.0	263	0.216#3#1	3.0	2033	1	2	2033	5	20336	3
20336	100000.0	263	0.224#3#1	3.0	2033	1	2	2033	6	20337	3
20337	100000.0	263	0.232#3#1	3.0	2033	1	2	2033	7	20338	3
20338	100000.0	263	0.24#3#1	3.0	2033	1	2	2033	8	0	3
20411	400000.0	228#1#261	4#0.3|1.54#1|0.6#4#1#0.15#2	1.0	2041	1	1	2041	1	20412	1
20412	400000.0	228#1#261	4#0.3|1.85#1|0.8#4#1#0.15#2	1.0	2041	1	1	2041	2	20413	1
20413	400000.0	228#1#261	4#0.3|2.21#1|1.0#4#1#0.15#2	1.0	2041	1	1	2041	3	0	1
20431	400000|300000	264#1|211	4#2#9#1#0.3|2.3#1|1.0#1#8#1#0.1#2	3.0	2043	1	2	2043	1	20432	3
20432	400000|300000	264#1|211	4#2#9#1#0.3|2.76#1|1.0#1#8#1#0.1#2	3.0	2043	1	2	2043	2	20433	3
20433	400000|300000	264#1|211	4#2#9#1#0.3|3.31#1|1.0#1#8#1#0.1#2	3.0	2043	1	2	2043	3	0	3
20511	200004.0	1#261	0.7#2|0.4#4#1#0.2#2	1.0	2051	1	1	2051	1	20512	1
20512	200004.0	1#261	0.84#2|0.5#4#1#0.2#2	1.0	2051	1	1	2051	2	20513	1
20513	200004.0	1#261	1.0#2|0.6#4#1#0.2#2	1.0	2051	1	1	2051	3	20514	1
20514	200004.0	1#261	1.04#2|0.624#4#1#0.2#2	1.0	2051	1	1	2051	4	20515	1
20515	200004.0	1#261	1.08#2|0.648#4#1#0.2#2	1.0	2051	1	1	2051	5	20516	1
20516	200004.0	1#261	1.12#2|0.672#4#1#0.2#2	1.0	2051	1	1	2051	6	20517	1
20517	200004.0	1#261	1.16#2|0.696#4#1#0.2#2	1.0	2051	1	1	2051	7	20518	1
20518	200004.0	1#261	1.2#2|0.72#4#1#0.2#2	1.0	2051	1	1	2051	8	0	1
20531	200002.0	1#265	1.6#2|4#5#0.2#1#1#2	3.0	2053	1	2	2053	1	20532	3
20532	200002.0	1#265	1.92#2|4#5#0.3#1#1#2	3.0	2053	1	2	2053	2	20533	3
20533	200002.0	1#265	2.3#2|4#5#0.4#1#1#2	3.0	2053	1	2	2053	3	20534	3
20534	200002.0	1#265	2.4#2|4#5#0.416#1#1#2	3.0	2053	1	2	2053	4	20535	3
20535	200002.0	1#265	2.49#2|4#5#0.432#1#1#2	3.0	2053	1	2	2053	5	20536	3
20536	200002.0	1#265	2.58#2|4#5#0.448#1#1#2	3.0	2053	1	2	2053	6	20537	3
20537	200002.0	1#265	2.67#2|4#5#0.464#1#1#2	3.0	2053	1	2	2053	7	20538	3
20538	200002.0	1#265	2.76#2|4#5#0.48#1#1#2	3.0	2053	1	2	2053	8	0	3
20611	230000.0	219	1.09#1#0.4#4#2#0.73#1#0.6#1#0.15	0.0	2061	1	1	2061	1	20612	1
20612	230000.0	219	1.3#1#0.6#4#2#0.87#1#0.8#1#0.15	0.0	2061	1	1	2061	2	20613	1
20613	230000.0	219	1.56#1#0.9#4#2#1.04#1#1.0#1#0.15	0.0	2061	1	1	2061	3	20614	1
20614	230000.0	219	1.63#1#0.9#4#2#1.09#1#1.0#1#0.15	0.0	2061	1	1	2061	4	20615	1
