Id	RechargeId	Name	Type	ShowType	Price	FirstMultiple	BaseReward	RewardShow	ContiueDays	PlayerLevel	ExtraReward	OpenPrivilege	Limit	LimitShow	FirstInvest	IsDiscount	DiscountType	Order	AccumulativeRecharge	Time	StartTime	Endtime	DailyUpdate	PassiveSkill	RechargeId2	RechargeId3	Otype	IsMail	Mail	OnSaleRule	PriceWeight
534		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
535		34010001	5	23	6	null	16#60	16#60	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
536		34010001	5	23	30	null	16#300	16#300	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
537		34010001	5	23	68	null	16#680	16#680	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
538		34010001	5	23	128	null	16#1280	16#1280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
539		34010001	5	23	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
540		34010001	5	23	328	null	16#3280	16#3280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
541		34010001	5	23	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
546		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
547		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
548		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
555		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
556		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
557		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
558		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
559		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
560		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
561		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
569		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
570		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
571		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
572		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
573		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
574		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
575		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
576		34010001	5	23	6	null	16#60	16#60	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
577		34010001	5	23	30	null	16#300	16#300	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
578		34010001	5	23	68	null	16#680	16#680	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
579		34010001	5	23	128	null	16#1280	16#1280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
580		34010001	5	23	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
581		34010001	5	23	328	null	16#3280	16#3280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
582		34010001	5	23	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
583		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
584		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
585		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
586		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
587		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
588		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
589		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
596		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
597		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
598		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
599		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
600		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
601		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
602		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
603		34010001	5	23	6	null	16#120	16#120	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
604		34010001	5	23	30	null	16#300	16#300	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
605		34010001	5	23	68	null	16#680	16#680	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
606		34010001	5	23	128	null	16#1280	16#1280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
608		34010001	5	23	328	null	16#3280	16#3280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
609		34010001	5	23	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
614		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
615		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
616		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
617		34010001	5	23	6	null	16#120	16#120	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
618		34010001	5	23	30	null	16#360	16#360	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
619		34010001	5	23	68	null	16#680	16#680	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
620		34010001	5	23	128	null	16#1280	16#1280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
621		34010001	5	23	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
622		34010001	5	23	328	null	16#3280	16#3280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
623		34010001	5	23	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
624		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
625		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
626		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
627		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
628		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
629		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
630		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
631		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
632		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
633		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
634		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
635		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
636		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
637		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
638		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
639		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
640		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
641		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
642		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
643		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
644		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
645		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
646		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
647		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
648		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
649		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
650		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
651		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
652		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
653		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
654		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
655		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
656		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
657		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
658		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
659		34010001	5	23	6	null	16#60	16#60	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
660		34010001	5	23	30	null	16#300	16#300	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
661		34010001	5	23	68	null	16#680	16#680	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
662		34010001	5	23	128	null	16#1280	16#1280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
663		34010001	5	23	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
664		34010001	5	23	328	null	16#3280	16#3280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
665		34010001	5	23	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
666		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
667		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
668		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
669		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
670		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
671		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
672		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
673		34010001	5	23	6	null	16#60	16#60	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
674		34010001	5	23	30	null	16#360	16#360	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
675		34010001	5	23	68	null	16#680	16#680	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
676		34010001	5	23	128	null	16#1280	16#1280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
677		34010001	5	23	328	null	16#3280	16#3280	0	null	null	1006	9	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
678		34010001	5	23	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
679		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
680		34010001	5	22	198	null	16#1980	16#1980	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
681		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
682		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
683		34010001	5	22	128	null	16#1280	16#1280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
684		34010001	5	22	328	null	16#3280	16#3280	0	null	null	1006	6	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
685		34010001	5	22	648	null	16#6480	16#6480	0	null	null	1006	1	1	1	0	null	0	1	3	0	0	7	null			2	0	null	1#999#999|4#0#0	100
33		34010001	5	12	128	null	16#1888|20#1|87#18|61#1	16#1888|20#1|87#18|61#1	0	null	null	1006	1	1	1	4	null	0	1	3	0	431999	0	null			2	0	null	1#999#999|4#0#0	100#100#100#100
34		34010001	5	13	6	null	16#18|87#1|61#1	16#18|87#1|61#1	0	null	null	1006	1	1	1	1	null	0	1	3	0	431999	1	null			2	0	null	1#999#999|4#0#0	100#100#100
35		34010001	5	13	6	null	16#88|87#2|61#1	16#88|87#2|61#1	0	null	null	1006	1	1	1	1	null	0	1	3	0	431999	1	null			2	0	null	1#999#999|4#0#0	100#100#100
36		34010001	5	13	30	null	16#488|87#5|61#1	16#488|87#5|61#1	0	null	null	1006	1	1	1	1	null	0	1	3	0	431999	1	null			2	0	null	1#999#999|4#0#0	100#100#100
37		34010001	5	11	198	null	16#1980|20#2|87#22|14#500000	16#1980|20#2|87#22|14#500000	0	null	null	1006	1	1	1	0	null	0	1	2	0	431999	0	null			2	0	null	1#999#999|4#0#0	100#100#100#100
38		34010001	5	11	128	null	16#1280|81001#2|87#12|14#300000	16#1280|81001#2|87#12|14#300000	0	null	null	1006	6	1	1	0	null	0	1	3	0	431999	0	null			2	0	null	1#999#999|4#0#0	100#100#100#100
39		34010001	5	11	328	null	16#3280|21#3|87#25|3#50000	16#3280|21#3|87#25|3#50000	0	null	null	1006	6	1	1	0	null	0	1	3	0	431999	0	null			2	0	null	1#999#999|4#0#0	100#100#100#100
40		34010001	5	11	648	null	16#6480|4#1000|87#36|11012#25	16#6480|4#1000|87#36|11012#25	0	null	null	1006	2	1	1	0	null	0	1	3	0	431999	0	null			2	0	null	1#999#999|4#0#0	100#100#100#100
46		34010001	5	12	128	null	16#1888|20#1|87#18|61#1	16#1888|20#1|87#18|61#1	0	null	null	1006	1	1	1	4	null	0	1	3	604800	1036799	0	null			2	0	null	1#999#999|4#0#0	100#100#100#100
