Id	TalismanaId	Level	RankupBasicMaterial	RankupConsumeMaterial	Property	Resolve	OpenSkillRules	SpecialProperty	SpecialSkill
941	90013	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
942	90013	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
943	90013	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
944	90013	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
945	90013	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		113209		
946	90013	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
947	90013	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
948	90013	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
949	90013	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
950	90013	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		113210		
951	90013	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
952	90013	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
953	90013	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
954	90013	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
955	90013	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		113211		
956	90013	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
957	90013	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
958	90013	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
959	90013	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
960	90013	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		113212		
961	90013	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
962	90013	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
963	90013	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
964	90013	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
965	90013	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		113213		
966	90013	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
967	90013	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
968	90013	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
969	90013	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
970	90013	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		113214		
971	90013	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
972	90013	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
973	90013	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
974	90013	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
975	90013	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		113215		
976	90014	1	14#6000		2#450|1#3000|3#150|4#150				
977	90014	2	14#8000		2#495|1#3300|3#165|4#165				
978	90014	3	14#10000		2#540|1#3600|3#180|4#180				
979	90014	4	14#12000		2#585|1#3900|3#195|4#195				
980	90014	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		114201		
981	90014	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
982	90014	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
983	90014	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
984	90014	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
985	90014	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		114202		
986	90014	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
987	90014	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
988	90014	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
989	90014	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
990	90014	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		114203		
991	90014	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
992	90014	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
993	90014	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
994	90014	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
995	90014	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		114204		
996	90014	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
997	90014	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
998	90014	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
999	90014	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
1000	90014	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		114205		
1001	90014	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
1002	90014	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
1003	90014	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
1004	90014	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
1005	90014	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		114206		
1006	90014	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
1007	90014	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
1008	90014	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
1009	90014	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
1010	90014	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		114207		
1011	90014	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
1012	90014	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
1013	90014	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
1014	90014	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
1015	90014	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		114208		
1016	90014	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
1017	90014	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
1018	90014	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
1019	90014	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
1020	90014	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		114209		
1021	90014	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
1022	90014	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
1023	90014	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
1024	90014	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
1025	90014	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		114210		
1026	90014	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
1027	90014	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
1028	90014	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
1029	90014	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
1030	90014	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		114211		
1031	90014	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
1032	90014	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
1033	90014	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
1034	90014	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
1035	90014	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		114212		
1036	90014	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
1037	90014	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
1038	90014	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
1039	90014	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
1040	90014	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		114213		
1041	90014	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
1042	90014	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
1043	90014	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
1044	90014	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
1045	90014	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		114214		
1046	90014	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
1047	90014	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
1048	90014	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
1049	90014	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
1050	90014	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		114215		
1051	90015	1	14#6000		2#450|1#3000|3#150|4#150				
1052	90015	2	14#8000		2#495|1#3300|3#165|4#165				
1053	90015	3	14#10000		2#540|1#3600|3#180|4#180				
1054	90015	4	14#12000		2#585|1#3900|3#195|4#195				
1055	90015	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		115201		
1056	90015	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
1057	90015	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
1058	90015	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
1059	90015	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
1060	90015	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		115202		
1061	90015	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
1062	90015	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
1063	90015	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
1064	90015	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
1065	90015	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		115203		
1066	90015	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
1067	90015	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
1068	90015	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
1069	90015	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
1070	90015	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		115204		
1071	90015	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
1072	90015	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
1073	90015	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
1074	90015	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
1075	90015	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		115205		
1076	90015	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
1077	90015	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
1078	90015	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
1079	90015	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
1080	90015	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		115206		
1081	90015	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
1082	90015	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
1083	90015	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
1084	90015	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
1085	90015	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		115207		
1086	90015	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
1087	90015	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
1088	90015	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
1089	90015	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
1090	90015	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		115208		
1091	90015	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
1092	90015	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
1093	90015	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
1094	90015	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
1095	90015	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		115209		
1096	90015	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
1097	90015	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
1098	90015	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
1099	90015	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
1100	90015	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		115210		
1101	90015	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
1102	90015	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
1103	90015	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
1104	90015	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
1105	90015	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		115211		
1106	90015	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
1107	90015	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
1108	90015	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
1109	90015	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
1110	90015	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		115212		
1111	90015	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
1112	90015	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
1113	90015	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
1114	90015	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
1115	90015	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		115213		
1116	90015	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
1117	90015	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
1118	90015	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
1119	90015	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
1120	90015	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		115214		
1121	90015	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
1122	90015	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
1123	90015	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
1124	90015	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
1125	90015	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		115215		
1126	90016	1	14#6000		2#450|1#3000|3#150|4#150				
1127	90016	2	14#8000		2#495|1#3300|3#165|4#165				
1128	90016	3	14#10000		2#540|1#3600|3#180|4#180				
1129	90016	4	14#12000		2#585|1#3900|3#195|4#195				
1130	90016	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		116201		
1131	90016	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
1132	90016	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
1133	90016	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
1134	90016	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
1135	90016	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		116202		
1136	90016	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
1137	90016	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
1138	90016	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
1139	90016	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
1140	90016	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		116203		
1141	90016	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
1142	90016	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
1143	90016	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
1144	90016	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
1145	90016	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		116204		
1146	90016	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
1147	90016	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
1148	90016	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
1149	90016	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
1150	90016	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		116205		
1151	90016	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
1152	90016	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
1153	90016	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
1154	90016	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
1155	90016	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		116206		
1156	90016	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
1157	90016	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
1158	90016	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
1159	90016	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
1160	90016	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		116207		
1161	90016	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
1162	90016	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
1163	90016	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
1164	90016	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
1165	90016	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		116208		
1166	90016	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
1167	90016	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
1168	90016	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
1169	90016	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
1170	90016	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		116209		
1171	90016	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
1172	90016	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
1173	90016	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
1174	90016	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
1175	90016	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		116210		
1176	90016	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
1177	90016	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
1178	90016	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
1179	90016	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
1180	90016	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		116211		
1181	90016	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
1182	90016	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
1183	90016	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
1184	90016	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
1185	90016	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		116212		
1186	90016	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
1187	90016	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
1188	90016	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
1189	90016	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
1190	90016	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		116213		
1191	90016	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
1192	90016	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
1193	90016	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
1194	90016	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
1195	90016	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		116214		
1196	90016	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
1197	90016	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
1198	90016	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
1199	90016	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
1200	90016	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		116215		
1201	90017	1	14#6000		2#450|1#3000|3#150|4#150				
1202	90017	2	14#8000		2#495|1#3300|3#165|4#165				
1203	90017	3	14#10000		2#540|1#3600|3#180|4#180				
1204	90017	4	14#12000		2#585|1#3900|3#195|4#195				
1205	90017	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		117201		
1206	90017	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
1207	90017	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
1208	90017	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
1209	90017	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
1210	90017	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		117202		
1211	90017	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
1212	90017	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
1213	90017	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
1214	90017	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
1215	90017	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		117203		
1216	90017	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
1217	90017	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
1218	90017	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
1219	90017	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
1220	90017	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		117204		
1221	90017	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
1222	90017	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
1223	90017	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
1224	90017	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
1225	90017	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		117205		
1226	90017	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
1227	90017	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
1228	90017	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
1229	90017	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
1230	90017	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		117206		
1231	90017	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
1232	90017	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
1233	90017	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
1234	90017	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
1235	90017	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		117207		
1236	90017	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
1237	90017	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
1238	90017	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
1239	90017	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
1240	90017	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		117208		
1241	90017	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
1242	90017	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
1243	90017	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
1244	90017	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
1245	90017	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		117209		
1246	90017	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
1247	90017	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
1248	90017	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
1249	90017	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
1250	90017	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		117210		
1251	90017	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
1252	90017	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
1253	90017	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
1254	90017	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
1255	90017	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		117211		
1256	90017	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
1257	90017	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
1258	90017	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
1259	90017	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
1260	90017	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		117212		
1261	90017	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
1262	90017	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
1263	90017	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
1264	90017	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
1265	90017	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		117213		
1266	90017	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
1267	90017	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
1268	90017	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
1269	90017	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
1270	90017	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		117214		
1271	90017	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
1272	90017	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
1273	90017	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
1274	90017	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
1275	90017	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		117215		
1276	90018	1	14#6000		2#450|1#3000|3#150|4#150				
1277	90018	2	14#8000		2#495|1#3300|3#165|4#165				
