Id	SuiteID	Quality	ProfessionLimit	Position	Star	Property	PropertyMin	PropertyMax	PassiveSkill	Pool	SecondNumMin	SecondNumMax	limit	Formula	Resource	Range	SkillPoolId	InitialLevel	IfClear	Score	IfAdjust	Adjustlimit
5000013	0	5	0	5	0	null	null	null	1000013	null	0	0	0	null	14#20000	10008#10045#10033#10043	null	0	0	24000	0	0
5000014	0	5	0	5	0	null	null	null	1000014	null	0	0	0	null	14#20000	10018#10007#10004#10024	null	0	0	24000	0	0
5000015	0	5	0	5	0	60#2000	60#2000	60#2000	null	null	0	0	0	null	14#20000	0	null	0	0	24000	0	0
5000016	0	5	0	5	0	null	null	null	1000016	null	0	0	0	null	14#20000	0	null	0	0	24000	0	0
5000017	0	5	0	5	0	2#900	2#900	2#900	1000017	null	0	0	0	null	14#20000	0	null	0	0	24000	0	0
5000018	0	5	0	5	0	null	null	null	1000018	null	0	0	0	null	14#20000	10010#10019	null	0	0	24000	0	0
5000019	0	5	0	5	0	1#6000	1#6000	1#6000	1000019	null	0	0	0	null	14#20000	0	null	0	0	24000	0	0
5000020	0	5	0	5	0	null	null	null	1000020	null	0	0	0	null	14#20000	10020#10022#10029#10030#10021#10036#10088#10037	null	0	0	24000	0	0
5000021	0	5	0	5	0	null	null	null	1000021	null	0	0	0	null	14#20000	10009#10013	null	0	0	24000	0	0
5000022	0	5	0	5	0	null	null	null	1000022	null	0	0	0	null	14#20000	10018#10007#10004#10024	null	0	0	24000	0	0
5000023	0	5	0	5	0	3#300	3#300	3#300	1000023#1000061#1000063	null	0	0	0	null	14#20000	0	null	0	0	24000	0	0
5000024	0	5	0	5	0	56#1200	56#1200	56#1200	null	null	0	0	0	null	14#20000	0	null	0	0	24000	0	0
5000025	0	5	0	5	0	null	null	null	1000025	null	0	0	0	null	14#20000	10014#10087#10046	null	0	0	24000	0	0
5000026	0	5	0	5	0	null	null	null	1000026	null	0	0	0	null	14#20000	10041#10038	null	0	0	24000	0	0
5000027	0	5	0	5	0	null	null	null	1000027	null	0	0	0	null	14#20000	0	null	0	0	24000	0	0
5000028	0	5	0	5	0	52#1200	52#1200	52#1200	null	null	0	0	0	null	14#20000	0	null	0	0	24000	0	0
5000029	0	5	0	5	0	null	null	null	1000029	null	0	0	0	null	14#20000	10041#10038	null	0	0	24000	0	0
5000030	0	5	0	5	0	null	null	null	1000030	null	0	0	0	null	14#20000	10030#10036#10043#10027#10042#10037	null	0	0	24000	0	0
5000031	0	5	0	5	0	null	null	null	1000031	null	0	0	0	null	14#20000	10041#10038	null	0	0	24000	0	0
5000032	0	5	0	5	0	55#2000	55#2000	55#2000	null	null	0	0	0	null	14#20000	0	null	0	0	24000	0	0
5000033	0	6	0	5	0	null	null	null	1000033	null	0	0	0	null	14#20000	10041#10038	null	0	0	72000	0	0
5000034	0	6	0	5	0	null	null	null	1000034	null	0	0	0	null	14#20000	10041#10038	null	0	0	72000	0	0
5000035	0	6	0	5	0	null	null	null	1000035	null	0	0	0	null	14#20000	10015#10017#10035	null	0	0	72000	0	0
5000036	0	6	0	5	0	null	null	null	1000036	null	0	0	0	null	14#20000	10029#10025#10020	null	0	0	72000	0	0
5000037	0	6	0	5	0	null	null	null	1000037	null	0	0	0	null	14#20000	0	null	0	0	72000	0	0
5000038	0	6	0	5	0	null	null	null	1000038	null	0	0	0	null	14#20000	0	null	0	0	72000	0	0
5000039	0	6	0	5	0	null	null	null	1000039	null	0	0	0	null	14#20000	10014#10087#10046	null	0	0	72000	0	0
5000040	0	6	0	5	0	null	null	null	1000040	null	0	0	0	null	14#20000	10014#10087#10046	null	0	0	72000	0	0
5000041	0	6	0	5	0	null	null	null	1000041	null	0	0	0	null	14#20000	10015#10017#10035	null	0	0	72000	0	0
5000042	0	6	0	5	0	null	null	null	1000042	null	0	0	0	null	14#20000	10011#10008#10002#10006#10003#10005#10020#10044#10031#10028#10045#10085#10023#10022#10010#10089#10033#10015#10012#10034#10039#10029#10030#10086#10001#10014#10016#10009#10021#10017#10087#10046#10032#10035#10036#10040#10088#10026#10019#10042#10043#10013#10041#10025#10037#10027#10038#10090	null	0	0	72000	0	0
5000043	0	6	0	5	0	null	null	null	1000043	null	0	0	0	null	14#20000	10014#10087#10046	null	0	0	72000	0	0
5000044	0	6	0	5	0	null	null	null	1000044	null	0	0	0	null	14#20000	0	null	0	0	72000	0	0
5000045	0	6	0	5	0	null	null	null	1000045	null	0	0	0	null	14#20000	10018#10007#10004#10024	null	0	0	72000	0	0
5000046	0	6	0	5	0	null	null	null	1000046	null	0	0	0	null	14#20000	10011#10008#10002#10006#10003#10005#10020#10044#10031#10028#10045#10085#10023#10022#10010#10089#10033#10015#10012#10034#10039#10029#10030#10086#10001#10014#10016#10009#10021#10017#10087#10046#10032#10035#10036#10040#10088#10026#10019#10042#10043#10013#10041#10025#10037#10027#10038#10090	null	0	0	72000	0	0
5000047	0	6	0	5	0	null	null	null	1000047	null	0	0	0	null	14#20000	0	null	0	0	72000	0	0
5000048	0	7	0	5	0	null	null	null	1000048	null	0	0	0	6#3	14#10000000	10002#10044#10031#10085#10023#10012#10034#10039#10086#10001#10032#10040#10041#10038#10090	null	0	0	216000	0	0
5000049	0	7	0	5	0	null	null	null	1000049	null	0	0	0	6#3	14#10000000	10011#10002#10044#10031#10028#10085#10023#10015#10012#10034#10039#10086#10001#10017#10032#10035#10040#10026#10041#10038#10025#10090	null	0	0	216000	0	0
5000050	0	7	0	5	0	51#1800	51#1800	51#1800	null	null	0	0	0	6#3	14#10000000	0	null	0	0	216000	0	0
5000051	0	7	0	5	0	null	null	null	1000051	null	0	0	0	6#3	14#10000000	0	null	0	0	216000	0	0
5000052	0	7	0	5	0	null	null	null	1000052	null	0	0	0	6#3	14#10000000	0	null	0	0	216000	0	0
5000053	0	7	0	5	0	null	null	null	1000053	null	0	0	1	6#3	14#10000000	10003#10010#10016#10019	null	0	0	216000	0	0
5000054	0	7	0	5	0	null	null	null	1000054	null	0	0	1	6#3	14#10000000	10003#10010#10016#10019	null	0	0	216000	0	0
5000055	0	7	0	5	0	52#1800	52#1800	52#1800	null	null	0	0	0	6#3	14#10000000	0	null	0	0	216000	0	0
5000056	0	7	0	5	0	null	null	null	1000056	null	0	0	0	6#3	14#10000000	10040	null	0	0	216000	0	0
5000057	0	7	0	5	0	null	null	null	1000057	null	0	0	0	6#3	14#10000000	10040	null	0	0	216000	0	0
5000058	0	7	0	5	0	null	null	null	1000058	null	0	0	0	6#3	14#10000000	10090	null	0	0	216000	0	0
5000059	0	7	0	5	0	null	null	null	1000059	null	0	0	0	6#3	14#10000000	10090	null	0	0	216000	0	0
