Id	MapId	GameType	GameCount	MonsterPoint	BossMapPointId	NormalEnergy	RandomStore	BoxReward	BoxPosition	GameType1	GameType2	GameType3
10	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2010001#100|2010002#100|2010003#100|2010004#100|2010005#100|2010006#100|2010007#100|2010008#100	2010000	25	1#700|2#290|3#10	72001#2,6000110#20,16#20,14#34500	2#10|1#7|5#5|4#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
11	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2011001#100|2011002#100|2011003#100|2011004#100|2011005#100|2011006#100|2011007#100|2011008#100	2011000	25	1#700|2#290|3#10	6000110#25,14#35000,72001#2,16#30	3#11|5#7|2#6|5#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
12	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2012001#100|2012002#100|2012003#100|2012004#100|2012005#100|2012006#100|2012007#100|2012008#100	2012000	25	1#700|2#290|3#10	16#30,72001#2,14#35500,6000110#25	5#9|1#7|4#6|4#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
13	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2013001#100|2013002#100|2013003#100|2013004#100|2013005#100|2013006#100|2013007#100|2013008#100	2013000	25	1#700|2#290|3#10	14#36000,72001#2,16#30,6000110#25	3#11|1#7|2#6|2#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
14	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2014001#100|2014002#100|2014003#100|2014004#100|2014005#100|2014006#100|2014007#100|2014008#100	2014000	25	1#700|2#290|3#10	72001#2,6000110#25,14#36500,16#30	4#10|5#7|5#5|4#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
15	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2015001#100|2015002#100|2015003#100|2015004#100|2015005#100|2015006#100|2015007#100|2015008#100	2015000	25	1#700|2#290|3#10	6000110#25,16#30,72001#2,14#37000	5#9|2#8|2#6|2#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
16	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2016001#100|2016002#100|2016003#100|2016004#100|2016005#100|2016006#100|2016007#100|2016008#100	2016000	25	1#700|2#290|3#10	16#30,14#37500,6000110#25,72001#2	3#11|4#8|5#5|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
17	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2017001#100|2017002#100|2017003#100|2017004#100|2017005#100|2017006#100|2017007#100|2017008#100	2017000	25	1#700|2#290|3#10	14#38000,6000110#25,16#30,72001#2	4#10|1#7|4#6|5#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
18	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2018001#100|2018002#100|2018003#100|2018004#100|2018005#100|2018006#100|2018007#100|2018008#100	2018000	25	1#700|2#290|3#10	72001#2,16#30,6000110#25,14#38500	1#9|5#7|2#6|4#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
19	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2019001#100|2019002#100|2019003#100|2019004#100|2019005#100|2019006#100|2019007#100|2019008#100	2019000	25	1#700|2#290|3#10	6000110#25,14#39000,72001#2,16#30	4#10|4#8|4#6|5#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
20	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2020001#100|2020002#100|2020003#100|2020004#100|2020005#100|2020006#100|2020007#100|2020008#100	2020000	25	1#700|2#290|3#10	16#30,72001#2,14#39500,6000110#25	5#9|2#8|5#5|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
21	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2021001#100|2021002#100|2021003#100|2021004#100|2021005#100|2021006#100|2021007#100|2021008#100	2021000	25	1#700|2#290|3#10	14#40000,16#40,72001#3,6000110#30	5#9|2#8|4#6|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
22	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2022001#100|2022002#100|2022003#100|2022004#100|2022005#100|2022006#100|2022007#100|2022008#100	2022000	25	1#700|2#290|3#10	72001#3,6000110#30,14#40500,16#40	2#10|1#7|4#6|1#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
23	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2023001#100|2023002#100|2023003#100|2023004#100|2023005#100|2023006#100|2023007#100|2023008#100	2023000	25	1#700|2#290|3#10	6000110#30,14#41000,16#40,72001#3	3#11|4#8|5#5|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
24	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2024001#100|2024002#100|2024003#100|2024004#100|2024005#100|2024006#100|2024007#100|2024008#100	2024000	25	1#700|2#290|3#10	16#40,72001#3,6000110#30,14#41500	4#10|2#8|4#6|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
25	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2025001#100|2025002#100|2025003#100|2025004#100|2025005#100|2025006#100|2025007#100|2025008#100	2025000	25	1#700|2#290|3#10	14#42000,72001#3,6000110#30,16#40	3#11|4#8|5#5|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
26	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2026001#100|2026002#100|2026003#100|2026004#100|2026005#100|2026006#100|2026007#100|2026008#100	2026000	25	1#700|2#290|3#10	72001#3,6000110#30,14#42500,16#40	5#9|1#7|1#5|4#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
27	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2027001#100|2027002#100|2027003#100|2027004#100|2027005#100|2027006#100|2027007#100|2027008#100	2027000	25	1#700|2#290|3#10	6000110#30,16#40,72001#3,14#43000	2#10|4#8|1#5|4#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
28	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2028001#100|2028002#100|2028003#100|2028004#100|2028005#100|2028006#100|2028007#100|2028008#100	2028000	25	1#700|2#290|3#10	16#40,14#43500,6000110#30,72001#3	2#10|2#8|1#5|2#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
29	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2029001#100|2029002#100|2029003#100|2029004#100|2029005#100|2029006#100|2029007#100|2029008#100	2029000	25	1#700|2#290|3#10	14#44000,6000110#30,72001#3,16#40	4#10|5#7|4#6|2#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
30	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2030001#100|2030002#100|2030003#100|2030004#100|2030005#100|2030006#100|2030007#100|2030008#100	2030000	25	1#700|2#290|3#10	72001#3,16#40,6000110#30,14#44500	1#9|5#7|5#5|1#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
31	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2031001#100|2031002#100|2031003#100|2031004#100|2031005#100|2031006#100|2031007#100|2031008#100	2031000	25	1#700|2#290|3#10	6000110#35,14#45000,16#50,72001#3	4#10|2#8|4#6|1#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
32	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2032001#100|2032002#100|2032003#100|2032004#100|2032005#100|2032006#100|2032007#100|2032008#100	2032000	25	1#700|2#290|3#10	16#50,72001#3,14#45500,6000110#35	1#9|4#8|5#5|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
33	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2033001#100|2033002#100|2033003#100|2033004#100|2033005#100|2033006#100|2033007#100|2033008#100	2033000	25	1#700|2#290|3#10	14#46000,16#50,6000110#35,72001#3	5#9|1#7|2#6|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
34	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2034001#100|2034002#100|2034003#100|2034004#100|2034005#100|2034006#100|2034007#100|2034008#100	2034000	25	1#700|2#290|3#10	72001#3,6000110#35,16#50,14#46500	2#10|2#8|4#6|2#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
35	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2035001#100|2035002#100|2035003#100|2035004#100|2035005#100|2035006#100|2035007#100|2035008#100	2035000	25	1#700|2#290|3#10	6000110#35,14#47000,72001#3,16#50	2#10|4#8|4#6|1#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
36	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2036001#100|2036002#100|2036003#100|2036004#100|2036005#100|2036006#100|2036007#100|2036008#100	2036000	25	1#700|2#290|3#10	16#50,72001#3,14#47500,6000110#35	3#11|5#7|2#6|4#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
37	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2037001#100|2037002#100|2037003#100|2037004#100|2037005#100|2037006#100|2037007#100|2037008#100	2037000	25	1#700|2#290|3#10	14#48000,72001#3,16#50,6000110#35	3#11|4#8|4#6|5#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
38	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2038001#100|2038002#100|2038003#100|2038004#100|2038005#100|2038006#100|2038007#100|2038008#100	2038000	25	1#700|2#290|3#10	72001#3,6000110#35,14#48500,16#50	5#9|4#8|4#6|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
39	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2039001#100|2039002#100|2039003#100|2039004#100|2039005#100|2039006#100|2039007#100|2039008#100	2039000	25	1#700|2#290|3#10	6000110#35,16#50,72001#3,14#49000	2#10|1#7|2#6|5#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
40	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2040001#100|2040002#100|2040003#100|2040004#100|2040005#100|2040006#100|2040007#100|2040008#100	2040000	25	1#700|2#290|3#10	16#50,14#49500,6000110#35,72001#3	2#10|5#7|4#6|5#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
41	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2041001#100|2041002#100|2041003#100|2041004#100|2041005#100|2041006#100|2041007#100|2041008#100	2041000	25	1#700|2#290|3#10	14#50000,6000110#40,16#50,72001#4	3#11|4#8|5#5|2#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
42	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2042001#100|2042002#100|2042003#100|2042004#100|2042005#100|2042006#100|2042007#100|2042008#100	2042000	25	1#700|2#290|3#10	72001#4,16#50,6000110#40,14#50500	3#11|1#7|5#5|1#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
43	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2043001#100|2043002#100|2043003#100|2043004#100|2043005#100|2043006#100|2043007#100|2043008#100	2043000	25	1#700|2#290|3#10	6000110#40,14#51000,72001#4,16#50	2#10|5#7|1#5|1#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
44	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2044001#100|2044002#100|2044003#100|2044004#100|2044005#100|2044006#100|2044007#100|2044008#100	2044000	25	1#700|2#290|3#10	16#50,72001#4,14#51500,6000110#40	5#9|4#8|5#5|2#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
45	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2045001#100|2045002#100|2045003#100|2045004#100|2045005#100|2045006#100|2045007#100|2045008#100	2045000	25	1#700|2#290|3#10	14#52000,16#50,72001#4,6000110#40	4#10|5#7|1#5|5#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
46	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2046001#100|2046002#100|2046003#100|2046004#100|2046005#100|2046006#100|2046007#100|2046008#100	2046000	25	1#700|2#290|3#10	72001#4,6000110#40,14#52500,16#50	3#11|1#7|1#5|2#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
47	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2047001#100|2047002#100|2047003#100|2047004#100|2047005#100|2047006#100|2047007#100|2047008#100	2047000	25	1#700|2#290|3#10	6000110#40,14#53000,16#50,72001#4	3#11|4#8|2#6|5#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
48	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2048001#100|2048002#100|2048003#100|2048004#100|2048005#100|2048006#100|2048007#100|2048008#100	2048000	25	1#700|2#290|3#10	16#50,72001#4,6000110#40,14#53500	5#9|4#8|4#6|2#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
49	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2049001#100|2049002#100|2049003#100|2049004#100|2049005#100|2049006#100|2049007#100|2049008#100	2049000	25	1#700|2#290|3#10	14#54000,72001#4,6000110#40,16#50	5#9|5#7|5#5|2#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
50	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2050001#100|2050002#100|2050003#100|2050004#100|2050005#100|2050006#100|2050007#100|2050008#100	2050000	25	1#700|2#290|3#10	72001#4,6000110#40,14#54500,16#50	1#9|4#8|2#6|2#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
51	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2051001#100|2051002#100|2051003#100|2051004#100|2051005#100|2051006#100|2051007#100|2051008#100	2051000	25	1#700|2#290|3#10	6000110#45,16#50,72001#4,14#55000	2#10|2#8|1#5|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
52	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2052001#100|2052002#100|2052003#100|2052004#100|2052005#100|2052006#100|2052007#100|2052008#100	2052000	25	1#700|2#290|3#10	16#50,14#55500,6000110#45,72001#4	1#9|5#7|4#6|1#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
53	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2053001#100|2053002#100|2053003#100|2053004#100|2053005#100|2053006#100|2053007#100|2053008#100	2053000	25	1#700|2#290|3#10	14#56000,6000110#45,72001#4,16#50	2#10|1#7|4#6|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
54	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2054001#100|2054002#100|2054003#100|2054004#100|2054005#100|2054006#100|2054007#100|2054008#100	2054000	25	1#700|2#290|3#10	72001#4,16#50,6000110#45,14#56500	1#9|1#7|2#6|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
55	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2055001#100|2055002#100|2055003#100|2055004#100|2055005#100|2055006#100|2055007#100|2055008#100	2055000	25	1#700|2#290|3#10	6000110#45,14#57000,16#50,72001#4	4#10|5#7|1#5|1#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
56	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2056001#100|2056002#100|2056003#100|2056004#100|2056005#100|2056006#100|2056007#100|2056008#100	2056000	25	1#700|2#290|3#10	16#50,72001#4,14#57500,6000110#45	2#10|1#7|2#6|4#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
57	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2057001#100|2057002#100|2057003#100|2057004#100|2057005#100|2057006#100|2057007#100|2057008#100	2057000	25	1#700|2#290|3#10	14#58000,16#50,6000110#45,72001#4	4#10|2#8|1#5|2#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
58	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2058001#100|2058002#100|2058003#100|2058004#100|2058005#100|2058006#100|2058007#100|2058008#100	2058000	25	1#700|2#290|3#10	72001#4,6000110#45,16#50,14#58500	3#11|5#7|1#5|5#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
59	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2059001#100|2059002#100|2059003#100|2059004#100|2059005#100|2059006#100|2059007#100|2059008#100	2059000	25	1#700|2#290|3#10	6000110#45,14#59000,72001#4,16#50	4#10|2#8|4#6|1#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
60	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2060001#100|2060002#100|2060003#100|2060004#100|2060005#100|2060006#100|2060007#100|2060008#100	2060000	25	1#700|2#290|3#10	16#50,72001#4,14#59500,6000110#45	1#9|4#8|2#6|2#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
61	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2061001#100|2061002#100|2061003#100|2061004#100|2061005#100|2061006#100|2061007#100|2061008#100	2061000	25	1#700|2#290|3#10	14#60000,72001#5,16#50,6000110#50	3#11|5#7|5#5|2#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
62	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2062001#100|2062002#100|2062003#100|2062004#100|2062005#100|2062006#100|2062007#100|2062008#100	2062000	25	1#700|2#290|3#10	72001#5,6000110#50,14#60500,16#50	3#11|2#8|4#6|2#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
63	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2063001#100|2063002#100|2063003#100|2063004#100|2063005#100|2063006#100|2063007#100|2063008#100	2063000	25	1#700|2#290|3#10	6000110#50,16#50,72001#5,14#61000	1#9|2#8|1#5|4#2	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
64	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2064001#100|2064002#100|2064003#100|2064004#100|2064005#100|2064006#100|2064007#100|2064008#100	2064000	25	1#700|2#290|3#10	16#50,14#61500,6000110#50,72001#5	4#10|4#8|1#5|2#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
65	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2065001#100|2065002#100|2065003#100|2065004#100|2065005#100|2065006#100|2065007#100|2065008#100	2065000	25	1#700|2#290|3#10	14#62000,6000110#50,16#50,72001#5	5#9|5#7|4#6|4#4	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
66	2001	1#2000005#2000006|2#2000008|3#2000007	2#2#1	2066001#100|2066002#100|2066003#100|2066004#100|2066005#100|2066006#100|2066007#100|2066008#100	2066000	25	1#700|2#290|3#10	72001#5,16#50,6000110#50,14#62500	5#9|1#7|2#6|1#3	2000005#2000006#2000016#2000017#2000018#2000019#2000020#2000021#2000022#2000023#2000024#2000025#2000026#2000027#2000028	2000008#2000008	2000007
