Id	Style	Refresh	TriggerRules	InitialEventId	RandomProbability	IsShowFightAbility
3012010	0	0	0	0	null	null
3012011	0	0	0	0	null	null
3012012	0	0	0	0	null	null
3013001	0	0	0	0	null	null
3013002	0	0	0	0	null	null
3013003	0	0	0	0	null	null
3013004	0	0	0	0	null	null
3013005	0	0	0	0	null	null
3013006	0	0	0	0	null	null
3013007	0	0	0	0	null	null
3013008	0	0	0	0	null	null
3013009	0	0	0	0	null	null
3013010	0	0	0	0	null	null
3013011	0	0	0	0	null	null
3013012	0	0	0	0	null	null
3014001	0	0	0	0	null	null
3014002	0	0	0	0	null	null
3014003	0	0	0	0	null	null
3014004	0	0	0	0	null	null
3014005	0	0	0	0	null	null
3014006	0	0	0	0	null	null
3014007	0	0	0	0	null	null
3014008	0	0	0	0	null	null
3014009	0	0	0	0	null	null
3014010	0	0	0	0	null	null
3014011	0	0	0	0	null	null
3014012	0	0	0	0	null	null
3021001	0	0	0	0	null	null
3021002	0	0	0	0	null	null
3021003	0	0	0	0	null	null
3021004	0	0	0	0	null	null
3021005	0	0	0	0	null	null
3021006	0	0	0	0	null	null
3021007	0	0	0	0	null	null
3021008	0	0	0	0	null	null
3021009	0	0	0	0	null	null
3021010	0	0	0	0	null	null
3021011	0	0	0	0	null	null
3021012	0	0	0	0	null	null
3021013	0	0	0	0	null	null
3021014	0	0	0	0	null	null
3021015	0	0	0	0	null	null
3021016	0	0	0	0	null	null
3021017	0	0	0	0	null	null
3021018	0	0	0	0	null	null
3021019	0	0	0	0	null	null
3021020	0	0	0	0	null	null
3022001	0	0	0	0	null	null
3022002	0	0	0	0	null	null
3022003	0	0	0	0	null	null
3022004	0	0	0	0	null	null
3022005	0	0	0	0	null	null
3022006	0	0	0	0	null	null
3022007	0	0	0	0	null	null
3022008	0	0	0	0	null	null
3022009	0	0	0	0	null	null
3022010	0	0	0	0	null	null
3022011	0	0	0	0	null	null
3022012	0	0	0	0	null	null
3022013	0	0	0	0	null	null
3022014	0	0	0	0	null	null
3022015	0	0	0	0	null	null
3022016	0	0	0	0	null	null
3022017	0	0	0	0	null	null
3022018	0	0	0	0	null	null
3022019	0	0	0	0	null	null
3022020	0	0	0	0	null	null
3023001	0	0	0	0	null	null
3023002	0	0	0	0	null	null
3023003	0	0	0	0	null	null
3023004	0	0	0	0	null	null
3023005	0	0	0	0	null	null
3023006	0	0	0	0	null	null
3023007	0	0	0	0	null	null
3023008	0	0	0	0	null	null
3023009	0	0	0	0	null	null
3023010	0	0	0	0	null	null
3023011	0	0	0	0	null	null
3023012	0	0	0	0	null	null
3023013	0	0	0	0	null	null
3023014	0	0	0	0	null	null
3023015	0	0	0	0	null	null
3023016	0	0	0	0	null	null
3023017	0	0	0	0	null	null
3023018	0	0	0	0	null	null
3023019	0	0	0	0	null	null
3023020	0	0	0	0	null	null
3024001	0	0	0	0	null	null
3024002	0	0	0	0	null	null
3024003	0	0	0	0	null	null
3024004	0	0	0	0	null	null
3024005	0	0	0	0	null	null
3024006	0	0	0	0	null	null
3024007	0	0	0	0	null	null
3024008	0	0	0	0	null	null
3024009	0	0	0	0	null	null
3024010	0	0	0	0	null	null
3024011	0	0	0	0	null	null
3024012	0	0	0	0	null	null
3024013	0	0	0	0	null	null
3024014	0	0	0	0	null	null
3024015	0	0	0	0	null	null
3024016	0	0	0	0	null	null
3024017	0	0	0	0	null	null
3024018	0	0	0	0	null	null
3024019	0	0	0	0	null	null
3024020	0	0	0	0	null	null
3031001	0	0	0	0	null	null
3031002	0	0	0	0	null	null
3031003	0	0	0	0	null	null
3031004	0	0	0	0	null	null
3031005	0	0	0	0	null	null
3031006	0	0	0	0	null	null
3031007	0	0	0	0	null	null
3031009	0	0	0	0	null	null
3031010	0	0	0	0	null	null
3031011	0	0	0	0	null	null
3031012	0	0	0	0	null	null
3032001	0	0	0	0	null	null
3032002	0	0	0	0	null	null
3032003	0	0	0	0	null	null
3032004	0	0	0	0	null	null
3032005	0	0	0	0	null	null
3032006	0	0	0	0	null	null
3032007	0	0	0	0	null	null
3032009	0	0	0	0	null	null
3032010	0	0	0	0	null	null
3032011	0	0	0	0	null	null
3032012	0	0	0	0	null	null
3033001	0	0	0	0	null	null
3033002	0	0	0	0	null	null
3033003	0	0	0	0	null	null
3033004	0	0	0	0	null	null
3033005	0	0	0	0	null	null
3033006	0	0	0	0	null	null
3033007	0	0	0	0	null	null
3033009	0	0	0	0	null	null
3033010	0	0	0	0	null	null
3033011	0	0	0	0	null	null
3033012	0	0	0	0	null	null
3034001	0	0	0	0	null	null
3034002	0	0	0	0	null	null
3034003	0	0	0	0	null	null
3034004	0	0	0	0	null	null
3034005	0	0	0	0	null	null
3034006	0	0	0	0	null	null
3034007	0	0	0	0	null	null
3034009	0	0	0	0	null	null
3034010	0	0	0	0	null	null
3034011	0	0	0	0	null	null
3034012	0	0	0	0	null	null
4001001	5	3	2	4001001	null	40111
4001002	5	3	2	4001005	null	40110
4001003	5	3	2	4001140	null	40133
4001004	10	3	1	4001009	null	40112
4001005	5	3	2	4001011	null	40113
4001006	5	3	2	4001013	null	null
4001007	5	3	2	4001015	null	null
4001008	7	3	2	4001112	null	null
4001009	7	3	2	4001116	null	null
4001010	5	3	2	4001021	null	null
4001011	5	3	2	4001102	null	null
4001012	10	3	1	4001023	null	null
4001013	10	3	1	4001104	null	null
4001014	10	3	1	4001106	null	null
4001015	10	3	1	4001108	null	null
4001016	5	3	2	4001025	null	null
4001017	5	3	2	4001039	null	null
4001018	5	3	2	4001047	null	40115
4001019	5	3	2	4001053	null	40134
4001020	5	3	2	4001057	null	40102#40116#40117#40118
4001021	5	3	2	4001066	null	null
4001022	5	3	2	4001082	null	40122#40123
4001023	1	3	1	4001110	null	40101
4001024	1	3	1	4001111	null	40124
4001025	7	3	2	4001017	null	null
4001026	7	3	2	4001019	null	null
4001027	8	0	0	0	null	null
4001028	5	3	2	4001031	null	null
4001029	5	3	2	4001044	null	40114
4001030	10	3	1	4001122	null	40129
4001031	10	3	1	4001124	null	40130
4001032	10	3	1	4001126	null	40131
4001033	10	3	1	4001128	null	40132
4001034	1	3	1	4001132	null	40102
4001035	1	3	1	4001133	null	40103
4001036	1	3	1	4001134	null	40104
4001037	1	3	1	4001135	null	40105
4001038	1	3	1	4001136	null	40125
4001039	1	3	1	4001137	null	40126
4001040	1	3	1	4001138	null	40127
4001041	1	3	1	4001139	null	40128
4002001	5	3	2	4002001	null	50111
4002002	5	3	2	4002006	null	50110
4002003	5	3	2	4002160	null	50123
4002004	5	3	2	4002011	null	50113
4002005	5	3	2	4002013	null	null
4002006	5	3	2	4002015	null	null
4002007	7	3	2	4002017	null	null
4002008	7	3	2	4002019	null	null
4002009	5	3	2	4002021	null	null
4002010	5	3	2	4002023	null	null
4002011	10	3	1	4002025	null	50112
4002012	10	3	1	4002027	null	50125
4002013	10	3	1	4002029	null	50126
4002014	10	3	1	4002031	null	50127
4002015	10	3	1	4002033	null	50128
4002016	7	3	2	4002035	null	null
4002017	7	3	2	4002039	null	null
4002018	5	3	2	4002043	null	null
4002019	5	3	2	4002046	null	50102#50116#50117#50118
4002020	5	3	2	4002053	null	50102#50116#50117#50118
4002021	10	3	1	4002060	null	null
4002022	10	3	1	4002062	null	null
4002023	10	3	1	4002064	null	null
4002024	10	3	1	4002066	null	null
4002025	10	3	1	4002068	null	null
4002026	5	3	2	4002070	null	null
4002027	5	3	2	4002077	null	50114
4002028	5	3	2	4002088	null	50115
4002029	5	3	2	4002106	null	null
4002030	5	3	2	4002114	null	null
4002031	5	3	2	4002122	null	null
4002032	5	3	2	4002133	null	50119#50120
4002033	1	3	1	4002144	null	50101
4002034	1	3	1	4002145	null	50104
4002035	8	0	0	0	null	null
4002036	5	3	2	4002146	null	null
4002037	5	3	2	4002149	null	null
4002038	5	3	2	4002152	null	null
4002039	1	3	1	4002155	null	50102
4002040	1	3	1	4002156	null	50103
4002041	1	3	1	4002157	null	50105
4002042	1	3	1	4002158	null	50121
4002043	1	3	1	4002159	null	50122
4002044	5	3	2	4002165	null	50124
6001001	8	0	0	0	null	null
2000000	7	3	2	0	null	null
2000001	5	3	2	2000001	null	null
2000002	5	3	2	2000002	null	null
2000003	5	3	2	2000003	null	null
2000004	5	3	2	2000004	null	null
2000005	9	3	2	2000005	null	null
2000006	9	3	2	2000006	null	null
2000007	5	3	2	2000007	null	null
2000008	13	3	2	0	null	null
2000009	14	3	2	0	null	null
2000010	15	3	2	0	null	null
2000011	16	3	2	0	null	null
2000012	17	3	2	0	null	null
2000013	18	3	2	0	null	null
2000014	19	3	2	0	null	null
2001000	2	2	1	2001000	null	null
2001001	1	2	1	2001001	null	null
2001002	1	2	1	2001002	null	null
2001003	1	2	1	2001003	null	null
2001004	1	2	1	2001004	null	null
2001005	1	2	1	2001005	null	null
2001006	1	2	1	2001006	null	null
2001007	1	2	1	2001007	null	null
2001008	1	2	1	2001008	null	null
2002000	2	2	1	2002000	null	null
2002001	1	2	1	2002001	null	null
2002002	1	2	1	2002002	null	null
2002003	1	2	1	2002003	null	null
2002004	1	2	1	2002004	null	null
2002005	1	2	1	2002005	null	null
2002006	1	2	1	2002006	null	null
2002007	1	2	1	2002007	null	null
2002008	1	2	1	2002008	null	null
2003000	2	2	1	2003000	null	null
2003001	1	2	1	2003001	null	null
2003002	1	2	1	2003002	null	null
2003003	1	2	1	2003003	null	null
2003004	1	2	1	2003004	null	null
2003005	1	2	1	2003005	null	null
2003006	1	2	1	2003006	null	null
2003007	1	2	1	2003007	null	null
2003008	1	2	1	2003008	null	null
2004000	2	2	1	2004000	null	null
2004001	1	2	1	2004001	null	null
2004002	1	2	1	2004002	null	null
2004003	1	2	1	2004003	null	null
2004004	1	2	1	2004004	null	null
2004005	1	2	1	2004005	null	null
2004006	1	2	1	2004006	null	null
2004007	1	2	1	2004007	null	null
2004008	1	2	1	2004008	null	null
2005000	2	2	1	2005000	null	null
2005001	1	2	1	2005001	null	null
2005002	1	2	1	2005002	null	null
2005003	1	2	1	2005003	null	null
2005004	1	2	1	2005004	null	null
2005005	1	2	1	2005005	null	null
2005006	1	2	1	2005006	null	null
2005007	1	2	1	2005007	null	null
2005008	1	2	1	2005008	null	null
2006000	2	2	1	2006000	null	null
2006001	1	2	1	2006001	null	null
2006002	1	2	1	2006002	null	null
2006003	1	2	1	2006003	null	null
2006004	1	2	1	2006004	null	null
2006005	1	2	1	2006005	null	null
2006006	1	2	1	2006006	null	null
2006007	1	2	1	2006007	null	null
2006008	1	2	1	2006008	null	null
2007000	2	2	1	2007000	null	null
2007001	1	2	1	2007001	null	null
2007002	1	2	1	2007002	null	null
2007003	1	2	1	2007003	null	null
2007004	1	2	1	2007004	null	null
2007005	1	2	1	2007005	null	null
2007006	1	2	1	2007006	null	null
2007007	1	2	1	2007007	null	null
2007008	1	2	1	2007008	null	null
2008000	2	2	1	2008000	null	null
2008001	1	2	1	2008001	null	null
2008002	1	2	1	2008002	null	null
2008003	1	2	1	2008003	null	null
2008004	1	2	1	2008004	null	null
2008005	1	2	1	2008005	null	null
2008006	1	2	1	2008006	null	null
2008007	1	2	1	2008007	null	null
2008008	1	2	1	2008008	null	null
2009000	2	2	1	2009000	null	null
2009001	1	2	1	2009001	null	null
2009002	1	2	1	2009002	null	null
2009003	1	2	1	2009003	null	null
2009004	1	2	1	2009004	null	null
2009005	1	2	1	2009005	null	null
2009006	1	2	1	2009006	null	null
2009007	1	2	1	2009007	null	null
2009008	1	2	1	2009008	null	null
2010000	2	2	1	2010000	null	null
2010001	1	2	1	2010001	null	null
2010002	1	2	1	2010002	null	null
2010003	1	2	1	2010003	null	null
2010004	1	2	1	2010004	null	null
2010005	1	2	1	2010005	null	null
2010006	1	2	1	2010006	null	null
2010007	1	2	1	2010007	null	null
2010008	1	2	1	2010008	null	null
2011000	2	2	1	2011000	null	null
2011001	1	2	1	2011001	null	null
2011002	1	2	1	2011002	null	null
2011003	1	2	1	2011003	null	null
2011004	1	2	1	2011004	null	null
2011005	1	2	1	2011005	null	null
2011006	1	2	1	2011006	null	null
2011007	1	2	1	2011007	null	null
2011008	1	2	1	2011008	null	null
2012000	2	2	1	2012000	null	null
2012001	1	2	1	2012001	null	null
2012002	1	2	1	2012002	null	null
2012003	1	2	1	2012003	null	null
2012004	1	2	1	2012004	null	null
2012005	1	2	1	2012005	null	null
2012006	1	2	1	2012006	null	null
2012007	1	2	1	2012007	null	null
2012008	1	2	1	2012008	null	null
2013000	2	2	1	2013000	null	null
2013001	1	2	1	2013001	null	null
2013002	1	2	1	2013002	null	null
2013003	1	2	1	2013003	null	null
