Id	ItemId	Num	PurchaseType	LimitNum	CostItem	Price	Discount	VisibleStar	BuyStar
87	17014	5	1	10	16	1600	0.25	1275	1305
88	17014	10	1	10	16	1600	0.25	1305	1335
89	17014	5	1	10	16	1600	0.25	1305	1335
90	17014	10	1	10	16	1600	0.25	1335	1365
91	17014	5	1	10	16	1600	0.25	1335	1365
92	17014	10	1	10	16	1600	0.25	1365	1395
93	17014	5	1	10	16	1600	0.25	1365	1395
94	17014	10	1	10	16	1600	0.25	1395	1425
95	17014	5	1	10	16	1600	0.25	1395	1425
96	17014	10	1	10	16	1600	0.25	1425	1455
97	17014	5	1	10	16	1600	0.25	1425	1455
98	17014	10	1	10	16	1600	0.25	1455	1485
99	17014	5	1	10	16	1600	0.25	1455	1485
100	17014	10	1	10	16	1600	0.25	1485	0
101	17013	100	2	100	14	20000000	0.1	0	15
102	17013	100	2	100	14	20000000	0.1	15	30
103	17013	100	2	100	14	20000000	0.1	30	45
104	17013	100	2	100	14	20000000	0.1	45	60
105	17013	100	2	100	14	20000000	0.1	60	75
106	17013	100	2	100	14	20000000	0.1	75	90
107	17013	100	2	100	14	20000000	0.1	90	105
108	17013	100	2	100	14	20000000	0.1	105	120
109	17013	100	2	100	14	20000000	0.1	120	135
110	17013	100	2	100	14	20000000	0.1	135	150
111	17013	100	2	100	14	20000000	0.1	150	165
112	17013	100	2	100	14	20000000	0.1	165	180
113	17013	100	2	100	14	20000000	0.1	180	195
114	17013	100	2	100	14	20000000	0.1	195	210
115	17013	100	2	100	14	20000000	0.1	210	225
116	17013	100	2	100	14	20000000	0.1	225	240
117	17013	100	2	100	14	20000000	0.1	240	255
118	17013	100	2	100	14	20000000	0.1	255	270
119	17013	100	2	100	14	20000000	0.1	270	285
120	17013	100	2	100	14	20000000	0.1	285	300
121	17013	100	2	100	14	20000000	0.1	300	315
122	17013	100	2	100	14	20000000	0.1	315	330
123	17013	100	2	100	14	20000000	0.1	330	345
124	17013	100	2	100	14	20000000	0.1	345	360
125	17013	100	2	100	14	20000000	0.1	360	375
126	17013	100	2	100	14	20000000	0.1	375	390
127	17013	100	2	100	14	20000000	0.1	390	405
128	17013	100	2	100	14	20000000	0.1	405	420
129	17013	100	2	100	14	20000000	0.1	420	435
130	17013	100	2	100	14	20000000	0.1	435	450
131	17013	100	2	100	14	20000000	0.1	450	465
132	17013	100	2	100	14	20000000	0.1	465	480
133	17013	100	2	100	14	20000000	0.1	480	495
134	17013	100	2	100	14	20000000	0.1	495	510
135	17013	100	2	100	14	20000000	0.1	510	525
136	17013	100	2	100	14	20000000	0.1	525	540
137	17013	100	2	100	14	20000000	0.1	540	555
138	17013	100	2	100	14	20000000	0.1	555	570
139	17013	100	2	100	14	20000000	0.1	570	585
140	17013	100	2	100	14	20000000	0.1	585	600
141	17013	100	2	100	14	20000000	0.1	600	615
142	17013	100	2	100	14	20000000	0.1	615	630
143	17013	100	2	100	14	20000000	0.1	630	645
144	17013	100	2	100	14	20000000	0.1	645	660
145	17013	100	2	100	14	20000000	0.1	660	675
146	17013	100	2	100	14	20000000	0.1	675	690
147	17013	100	2	100	14	20000000	0.1	690	705
148	17013	100	2	100	14	20000000	0.1	705	720
149	17013	100	2	100	14	20000000	0.1	720	735
150	17013	100	2	100	14	20000000	0.1	735	750
151	17013	100	2	100	14	20000000	0.1	750	765
152	17013	100	2	100	14	20000000	0.1	765	780
153	17013	100	2	100	14	20000000	0.1	780	795
154	17013	100	2	100	14	20000000	0.1	795	810
155	17013	100	2	100	14	20000000	0.1	810	825
156	17013	100	2	100	14	20000000	0.1	825	840
157	17013	100	2	100	14	20000000	0.1	840	855
158	17013	100	2	100	14	20000000	0.1	855	870
159	17013	100	2	100	14	20000000	0.1	870	885
160	17013	100	2	100	14	20000000	0.1	885	900
161	17013	100	2	100	14	20000000	0.1	900	915
162	17013	100	2	100	14	20000000	0.1	915	930
163	17013	100	2	100	14	20000000	0.1	930	945
164	17013	100	2	100	14	20000000	0.1	945	960
165	17013	100	2	100	14	20000000	0.1	960	975
166	17013	100	2	100	14	20000000	0.1	975	990
167	17013	100	2	100	14	20000000	0.1	990	1005
168	17013	100	2	100	14	20000000	0.1	1005	1020
169	17013	100	2	100	14	20000000	0.1	1020	1035
170	17013	100	2	100	14	20000000	0.1	1035	1050
171	17013	100	2	100	14	20000000	0.1	1050	1065
172	17013	100	2	100	14	20000000	0.1	1065	1080
173	17013	100	2	100	14	20000000	0.1	1080	1095
174	17013	100	2	100	14	20000000	0.1	1095	1110
175	17013	100	2	100	14	20000000	0.1	1110	1125
176	17013	100	2	100	14	20000000	0.1	1125	1140
177	17013	100	2	100	14	20000000	0.1	1140	1155
178	17013	100	2	100	14	20000000	0.1	1155	1170
179	17013	100	2	100	14	20000000	0.1	1170	1185
180	17013	100	2	100	14	20000000	0.1	1185	1200
181	17013	100	2	100	14	20000000	0.1	1200	1215
182	17013	100	2	100	14	20000000	0.1	1215	1230
183	17013	100	2	100	14	20000000	0.1	1230	1245
184	17013	100	2	100	14	20000000	0.1	1245	1260
185	17013	100	2	100	14	20000000	0.1	1260	1275
186	17013	100	2	100	14	20000000	0.1	1275	1290
187	17013	100	2	100	14	20000000	0.1	1290	1305
188	17013	100	2	100	14	20000000	0.1	1305	1320
189	17013	100	2	100	14	20000000	0.1	1320	1335
190	17013	100	2	100	14	20000000	0.1	1335	1350
191	17013	100	2	100	14	20000000	0.1	1350	1365
192	17013	100	2	100	14	20000000	0.1	1365	1380
193	17013	100	2	100	14	20000000	0.1	1380	1395
194	17013	100	2	100	14	20000000	0.1	1395	1410
195	17013	100	2	100	14	20000000	0.1	1410	1425
196	17013	100	2	100	14	20000000	0.1	1425	1440
197	17013	100	2	100	14	20000000	0.1	1440	1455
198	17013	100	2	100	14	20000000	0.1	1455	1470
199	17013	100	2	100	14	20000000	0.1	1470	1485
200	17013	100	2	100	14	20000000	0.1	1485	1500
