Id	RobotName	RobotLevel	RobotScore	Formation	RoleId	RoleLv	DifferDemonsId	DifferDemonsLv	PoolId
106	5010001	45	1233	1	10007#10038#10008#10004#10025	98	null	0	5
107	5010001	42	1188	2	10022#10065#10081#10008#10073	89	null	0	5
108	5010001	45	1181	3	10009#10037#10044#10008#10046	85	null	0	5
109	5010001	43	1230	4	10007#10026#10074#10059#10014	99	null	0	5
110	5010001	42	1246	5	10087#10062#10085#10082#10021	93	null	0	5
111	5010001	44	1238	6	10038#10013#10036#10008#10059	86	null	0	5
112	5010001	42	1250	1	10062#10038#10006#10014#10001	90	null	0	5
113	5010001	41	1211	2	10062#10013#10044#10057#10041	87	null	0	5
114	5010001	42	1221	3	10026#10007#10038#10027#10046	87	null	0	5
115	5010001	44	1193	4	10081#10007#10059#10082#10021	98	null	0	5
116	5010001	44	1206	5	10089#10049#10082#10001#10046	92	null	0	5
117	5010001	44	1217	6	10026#10081#10002#10049#10025	91	null	0	5
118	5010001	43	1230	1	10007#10043#10065#10027#10047	90	null	0	5
119	5010001	41	1206	2	10043#10081#10059#10030#10020	89	null	0	5
120	5010001	42	1186	3	10006#10014#10085#10008#10030	92	null	0	5
121	5010001	43	1245	4	10007#10081#10060#10031#10073	87	null	0	5
122	5010001	41	1242	5	10026#10043#10044#10067#10073	95	null	0	5
123	5010001	41	1235	6	10007#10043#10027#10014#10075	87	null	0	5
124	5010001	45	1237	1	10043#10062#10082#10006#10004	90	null	0	5
125	5010001	42	1240	2	10067#10022#10008#10057#10025	85	null	0	5
126	5010001	43	1209	3	10030#10062#10081#10020#10001	93	null	0	5
127	5010001	45	1208	4	10062#10026#10041#10002#10030	90	null	0	5
128	5010001	43	1250	5	10081#10062#10073#10082#10014	95	null	0	5
129	5010001	41	1237	6	10026#10043#10037#10082#10060	86	null	0	5
130	5010001	42	1232	1	10026#10062#10044#10057#10046	92	null	0	5
131	5010001	45	1201	2	10013#10081#10059#10021#10074	89	null	0	5
132	5010001	41	1235	3	10065#10023#10045#10006#10060	95	null	0	5
133	5010001	45	1222	4	10081#10043#10067#10060#10027	99	null	0	5
134	5010001	44	1197	5	10006#10044#10020#10075#10001	98	null	0	5
135	5010001	43	1242	6	10043#10030#10006#10049#10075	88	null	0	5
136	5010001	61	1253	1	10038#10062#10002#10075#10021	118	null	0	6
137	5010001	69	1276	2	10006#10045#10014#10027#10046	102	null	0	6
138	5010001	65	1346	3	10036#10089#10085#10002#10025	109	null	0	6
139	5010001	65	1284	4	10081#10013#10014#10059#10027	101	null	0	6
140	5010001	67	1320	5	10062#10007#10085#10067#10073	118	null	0	6
141	5010001	68	1288	6	10038#10043#10009#10008#10025	112	null	0	6
142	5010001	70	1259	1	10081#10038#10045#10082#10075	112	null	0	6
143	5010001	64	1340	2	10062#10007#10081#10074#10004	103	null	0	6
144	5010001	68	1264	3	10087#10038#10062#10044#10025	114	null	0	6
145	5010001	61	1286	4	10043#10062#10075#10081#10046	118	null	0	6
146	5010001	67	1260	5	10029#10045#10044#10041#10021	115	null	0	6
147	5010001	64	1273	6	10043#10026#10074#10006#10025	105	null	0	6
148	5010001	70	1304	1	10026#10062#10074#10002#10001	110	null	0	6
149	5010001	61	1307	2	10062#10013#10069#10047#10074	114	null	0	6
150	5010001	65	1266	3	10044#10036#10009#10082#10060	111	null	0	6
151	5010001	64	1337	4	10081#10043#10046#10044#10025	111	null	0	6
152	5010001	62	1265	5	10049#10038#10044#10025#10059	111	null	0	6
153	5010001	60	1302	6	10051#10081#10001#10074#10004	109	null	0	6
154	5010001	70	1324	1	10043#10062#10027#10075#10004	103	null	0	6
155	5010001	68	1256	2	10013#10081#10060#10046#10020	101	null	0	6
156	5010001	62	1280	3	10045#10006#10085#10008#10075	110	null	0	6
157	5010001	70	1307	4	10026#10043#10059#10074#10060	112	null	0	6
158	5010001	65	1295	5	10051#10062#10085#10057#10025	101	null	0	6
159	5010001	61	1332	6	10007#10062#10021#10006#10025	115	null	0	6
160	5010001	61	1271	1	10026#10062#10008#10021#10059	105	null	0	6
161	5010001	66	1317	2	10038#10043#10089#10045#10020	105	null	0	6
162	5010001	65	1343	3	10007#10026#10081#10074#10059	117	null	0	6
163	5010001	60	1301	4	10038#10007#10014#10059#10027	116	null	0	6
164	5010001	69	1311	5	10045#10049#10008#10059#10060	107	null	0	6
165	5010001	70	1334	6	10081#10007#10060#10031#10047	115	null	0	6
166	5010001	100	1411	1	10062#10007#10031#10041#10069	135	null	0	7
167	5010001	91	1369	2	10037#10085#10020#10027#10025	140	null	0	7
168	5010001	100	1354	3	10085#10049#10038#10020#10073	128	null	0	7
169	5010001	90	1372	4	10062#10087#10031#10004#10020	123	null	0	7
170	5010001	87	1417	5	10038#10062#10045#10067#10004	127	null	0	7
171	5010001	105	1435	6	10081#10038#10065#10074#10001	129	null	0	7
172	5010001	98	1415	1	10043#10062#10089#10067#10047	136	null	0	7
173	5010001	105	1355	2	10062#10007#10027#10002#10025	127	null	0	7
174	5010001	99	1449	3	10007#10081#10062#10002#10030	132	null	0	7
175	5010001	87	1408	4	10007#10038#10060#10020#10025	125	null	0	7
176	5010001	91	1354	5	10065#10044#10008#10073#10021	122	null	0	7
177	5010001	87	1442	6	10062#10038#10002#10085#10021	122	null	0	7
178	5010001	85	1383	1	10062#10026#10014#10021#10046	120	null	0	7
179	5010001	93	1421	2	10043#10007#10014#10082#10060	139	null	0	7
180	5010001	93	1412	3	10043#10081#10007#10008#10041	136	null	0	7
181	5010001	90	1416	4	10043#10062#10031#10001#10002	140	null	0	7
182	5010001	97	1436	5	10062#10007#10037#10002#10025	140	null	0	7
183	5010001	90	1385	6	10007#10081#10049#10014#10060	127	null	0	7
184	5010001	100	1381	1	10026#10007#10027#10001#10059	142	null	0	7
185	5010001	103	1448	2	10062#10038#10006#10002#10046	122	null	0	7
186	5010001	102	1402	3	10085#10014#10036#10002#10073	144	null	0	7
187	5010001	95	1404	4	10062#10026#10057#10046#10027	135	null	0	7
188	5010001	85	1383	5	10085#10065#10020#10060#10001	120	null	0	7
189	5010001	105	1441	6	10038#10062#10021#10008#10060	131	null	0	7
190	5010001	101	1399	1	10062#10026#10014#10027#10029	142	null	0	7
191	5010001	105	1384	2	10038#10026#10073#10075#10082	141	null	0	7
192	5010001	87	1399	3	10081#10013#10043#10006#10046	135	null	0	7
193	5010001	89	1413	4	10007#10038#10059#10074#10047	141	null	0	7
194	5010001	93	1400	5	10014#10067#10027#10025#10047	126	null	0	7
195	5010001	90	1353	6	10081#10038#10002#10036#10060	127	null	0	7
196	5010001	118	1473	1	10030#10062#10006#10001#10025	178	null	0	8
197	5010001	110	1463	2	10089#10029#10014#10027#10060	169	null	0	8
198	5010001	110	1477	3	10089#10014#10045#10008#10059	177	null	0	8
199	5010001	120	1451	4	10088#10007#10002#10046#10027	162	null	0	8
200	5010001	115	1490	5	10038#10062#10022#10008#10004	167	null	0	8
201	5010001	113	1550	6	10043#10062#10036#10008#10060	180	null	0	8
202	5010001	116	1483	1	10062#10088#10011#10067#10073	163	null	0	8
203	5010001	116	1548	2	10062#10081#10031#10067#10073	166	null	0	8
204	5010001	111	1559	3	10062#10007#10043#10020#10059	173	null	0	8
205	5010001	115	1540	4	10038#10007#10059#10082#10001	164	null	0	8
206	5010001	119	1538	5	10065#10006#10002#10047#10004	168	null	0	8
207	5010001	119	1471	6	10081#10007#10020#10014#10001	180	null	0	8
208	5010001	118	1457	1	10062#10081#10002#10008#10021	171	null	0	8
209	5010001	113	1519	2	10007#10026#10025#10041#10027	172	null	0	8
210	5010001	110	1570	3	10067#10029#10006#10002#10075	167	null	0	8
211	5010001	115	1562	4	10007#10043#10027#10021#10074	160	null	0	8
212	5010001	115	1542	5	10062#10081#10060#10008#10002	167	null	0	8
213	5010001	116	1467	6	10030#10007#10023#10027#10073	179	null	0	8
214	5010001	113	1467	1	10038#10013#10085#10067#10030	160	null	0	8
215	5010001	110	1544	2	10026#10007#10014#10027#10041	169	null	0	8
216	5010001	115	1549	3	10065#10067#10023#10027#10059	160	null	0	8
217	5010001	120	1488	4	10038#10026#10060#10081#10075	168	null	0	8
218	5010001	117	1489	5	10085#10067#10057#10041#10059	175	null	0	8
219	5010001	111	1455	6	10013#10081#10089#10057#10001	168	null	0	8
220	5010001	115	1522	1	10007#10051#10036#10067#10069	180	null	0	8
221	5010001	112	1512	2	10062#10081#10060#10059#10002	168	null	0	8
222	5010001	113	1487	3	10045#10023#10009#10082#10075	174	null	0	8
223	5010001	116	1597	4	10030#10038#10006#10059#10020	165	null	0	8
224	5010001	116	1452	5	10062#10043#10045#10031#10075	172	null	0	8
225	5010001	117	1594	6	10038#10013#10037#10067#10004	180	null	0	8
226	5010001	128	1630	1	10013#10026#10027#10060#10004	206	null	0	9
227	5010001	120	1614	2	10045#10037#10057#10031#10073	207	null	0	9
228	5010001	120	1703	3	10085#10023#10006#10082#10059	215	null	0	9
229	5010001	130	1612	4	10088#10081#10020#10001#10031	205	null	0	9
230	5010001	125	1675	5	10026#10038#10065#10031#10073	213	null	0	9
231	5010001	123	1730	6	10087#10051#10036#10074#10060	205	null	0	9
232	5010001	126	1619	1	10062#10026#10065#10020#10060	205	null	0	9
233	5010001	126	1649	2	10007#10026#10020#10008#10021	201	null	0	9
234	5010001	121	1657	3	10007#10026#10038#10081#10025	208	null	0	9
235	5010001	125	1643	4	10038#10062#10004#10057#10001	215	null	0	9
236	5010001	129	1682	5	10023#10006#10082#10075#10021	215	null	0	9
237	5010001	129	1750	6	10062#10081#10074#10065#10069	208	null	0	9
238	5010001	128	1709	1	10043#10062#10020#10075#10047	213	null	0	9
239	5010001	123	1682	2	10062#10088#10038#10011#10027	203	null	0	9
240	5010001	120	1617	3	10038#10062#10043#10082#10004	200	null	0	9
241	5010001	125	1673	4	10038#10062#10060#10081#10069	217	null	0	9
242	5010001	125	1736	5	10009#10038#10074#10060#10030	203	null	0	9
243	5010001	126	1694	6	10081#10062#10009#10031#10025	203	null	0	9
244	5010001	123	1746	1	10062#10038#10027#10031#10001	216	null	0	9
245	5010001	120	1644	2	10049#10067#10031#10027#10060	220	null	0	9
246	5010001	125	1650	3	10006#10022#10037#10074#10041	206	null	0	9
247	5010001	130	1630	4	10026#10038#10059#10081#10060	215	null	0	9
248	5010001	127	1647	5	10009#10044#10027#10046#10060	202	null	0	9
249	5010001	121	1608	6	10013#10030#10038#10069#10006	216	null	0	9
250	5010001	125	1689	1	10043#10062#10036#10057#10060	219	null	0	9
251	5010001	122	1626	2	10022#10085#10081#10002#10004	205	null	0	9
252	5010001	123	1736	3	10062#10026#10088#10074#10001	219	null	0	9
253	5010001	126	1734	4	10081#10038#10025#10027#10059	205	null	0	9
254	5010001	126	1616	5	10026#10043#10044#10082#10030	206	null	0	9
255	5010001	127	1610	6	10038#10062#10085#10006#10059	211	null	0	9
256	5010001	144	1959	1	10013#10081#10057#10059#10075	232	null	0	10
257	5010001	139	1900	2	10044#10006#10074#10008#10021	244	null	0	10
258	5010001	138	1814	3	10023#10037#10022#10074#10059	251	null	0	10
259	5010001	140	1899	4	10062#10043#10020#10041#10057	252	null	0	10
260	5010001	138	1998	5	10081#10062#10009#10014#10030	240	null	0	10
261	5010001	141	1822	6	10026#10007#10045#10002#10069	255	null	0	10
262	5010001	143	1800	1	10081#10026#10065#10014#10073	240	null	0	10
263	5010001	135	1973	2	10081#10043#10082#10031#10060	249	null	0	10
264	5010001	138	1882	3	10038#10013#10062#10074#10075	230	null	0	10
265	5010001	150	1896	4	10043#10062#10041#10074#10004	250	null	0	10
266	5010001	149	1795	5	10045#10044#10074#10075#10059	253	null	0	10
267	5010001	142	1774	6	10043#10062#10074#10045#10025	233	null	0	10
268	5010001	140	1865	1	10030#10038#10027#10001#10046	232	null	0	10
269	5010001	140	1994	2	10036#10065#10031#10057#10001	252	null	0	10
270	5010001	136	1928	3	10081#10051#10007#10020#10075	233	null	0	10
271	5010001	138	1971	4	10062#10043#10030#10057#10021	251	null	0	10
272	5010001	138	1997	5	10009#10006#10008#10046#10075	240	null	0	10
273	5010001	137	1892	6	10081#10007#10059#10057#10069	232	null	0	10
274	5010001	138	1876	1	10062#10026#10057#10041#10060	240	null	0	10
275	5010001	137	1878	2	10043#10062#10008#10074#10025	238	null	0	10
276	5010001	135	1781	3	10085#10045#10037#10006#10060	249	null	0	10
277	5010001	135	1792	4	10043#10062#10030#10044#10025	234	null	0	10
278	5010001	140	1784	5	10051#10038#10045#10008#10047	235	null	0	10
279	5010001	136	1984	6	10088#10062#10004#10002#10001	244	null	0	10
280	5010001	140	1897	1	10081#10038#10023#10027#10069	250	null	0	10
281	5010001	137	1762	2	10081#10051#10027#10082#10004	233	null	0	10
282	5010001	138	1843	3	10089#10065#10037#10074#10075	239	null	0	10
283	5010001	141	1876	4	10013#10062#10044#10075#10031	234	null	0	10
284	5010001	141	1920	5	10062#10038#10001#10020#10057	254	null	0	10
285	5010001	142	1951	6	10043#10013#10004#10027#10041	251	null	0	10
286	5010001	10	800	1	10087#10014	10	null	0	11
287	5010001	10	800	2	10014#10067	10	null	0	11
288	5010001	10	800	3	10067#10089	10	null	0	11
289	5010001	10	800	4	10031#10029	10	null	0	11
290	5010001	10	800	5	10013#10029	10	null	0	11
291	5010001	10	800	6	10011#10031	10	null	0	11
292	5010001	100	1	1	10013#10081#10057#10059#10075	145	null	0	101
293	5010001	100	2	2	10044#10006#10074#10008#10021	145	null	0	101
294	5010001	100	3	3	10023#10037#10022#10074#10059	145	null	0	101
295	5010001	100	4	4	10062#10043#10020#10041#10057	145	null	0	101
296	5010001	100	5	5	10081#10062#10009#10014#10030	145	null	0	101
297	5010001	100	6	6	10026#10007#10045#10002#10069	145	null	0	101
298	5010001	100	7	1	10081#10026#10065#10014#10073	145	null	0	101
299	5010001	100	8	2	10081#10043#10082#10031#10060	145	null	0	101
300	5010001	100	9	3	10038#10013#10062#10074#10075	145	null	0	101
301	5010001	100	10	4	10043#10062#10041#10074#10004	145	null	0	101
302	5010001	100	11	1	10013#10081#10057#10059#10075	145	null	0	101
303	5010001	100	12	2	10044#10006#10074#10008#10021	145	null	0	101
304	5010001	100	13	3	10023#10037#10022#10074#10059	145	null	0	101
305	5010001	100	14	4	10062#10043#10020#10041#10057	145	null	0	101
306	5010001	100	15	5	10081#10062#10009#10014#10030	145	null	0	101
307	5010001	100	16	6	10026#10007#10045#10002#10069	145	null	0	101
308	5010001	100	17	1	10081#10026#10065#10014#10073	145	null	0	101
309	5010001	100	18	2	10081#10043#10082#10031#10060	145	null	0	101
310	5010001	100	19	3	10038#10013#10062#10074#10075	145	null	0	101
311	5010001	100	20	4	10043#10062#10041#10074#10004	145	null	0	101
312	5010001	100	21	1	10013#10081#10057#10059#10075	145	null	0	101
313	5010001	100	22	2	10044#10006#10074#10008#10021	145	null	0	101
314	5010001	100	23	3	10023#10037#10022#10074#10059	145	null	0	101
315	5010001	100	24	4	10062#10043#10020#10041#10057	145	null	0	101
316	5010001	100	25	5	10081#10062#10009#10014#10030	145	null	0	101
317	5010001	100	26	6	10026#10007#10045#10002#10069	145	null	0	101
318	5010001	100	27	1	10081#10026#10065#10014#10073	145	null	0	101
319	5010001	100	28	2	10081#10043#10082#10031#10060	145	null	0	101
320	5010001	100	29	3	10038#10013#10062#10074#10075	145	null	0	101
321	5010001	100	30	4	10043#10062#10041#10074#10004	145	null	0	101
322	5010001	100	31	1	10013#10081#10057#10059#10075	145	null	0	101
323	5010001	100	32	2	10044#10006#10074#10008#10021	145	null	0	101
324	5010001	100	33	3	10023#10037#10022#10074#10059	145	null	0	101
325	5010001	100	34	4	10062#10043#10020#10041#10057	145	null	0	101
326	5010001	100	35	5	10081#10062#10009#10014#10030	145	null	0	101
327	5010001	100	36	6	10026#10007#10045#10002#10069	145	null	0	101
328	5010001	100	37	1	10081#10026#10065#10014#10073	145	null	0	101
329	5010001	100	38	2	10081#10043#10082#10031#10060	145	null	0	101
330	5010001	100	39	3	10038#10013#10062#10074#10075	145	null	0	101
331	5010001	100	40	4	10043#10062#10041#10074#10004	145	null	0	101
332	5010001	100	41	1	10013#10081#10057#10059#10075	145	null	0	101
333	5010001	100	42	2	10044#10006#10074#10008#10021	140	null	0	101
334	5010001	100	43	3	10023#10037#10022#10074#10059	140	null	0	101
335	5010001	100	44	4	10062#10043#10020#10041#10057	140	null	0	101
336	5010001	100	45	5	10081#10062#10009#10014#10030	140	null	0	101
337	5010001	100	46	6	10026#10007#10045#10002#10069	140	null	0	101
338	5010001	100	47	1	10081#10026#10065#10014#10073	140	null	0	101
339	5010001	100	48	2	10081#10043#10082#10031#10060	140	null	0	101
340	5010001	100	49	3	10038#10013#10062#10074#10075	140	null	0	101
341	5010001	100	50	4	10043#10062#10041#10074#10004	140	null	0	101
342	5010001	98	51	1	10013#10081#10057#10059#10075	140	null	0	101
343	5010001	98	52	2	10044#10006#10074#10008#10021	140	null	0	101
344	5010001	98	53	3	10023#10037#10022#10074#10059	140	null	0	101
345	5010001	98	54	4	10062#10043#10020#10041#10057	140	null	0	101
346	5010001	98	55	5	10081#10062#10009#10014#10030	140	null	0	101
347	5010001	98	56	6	10026#10007#10045#10002#10069	140	null	0	101
348	5010001	98	57	1	10081#10026#10065#10014#10073	140	null	0	101
349	5010001	98	58	2	10081#10043#10082#10031#10060	140	null	0	101
350	5010001	98	59	3	10038#10013#10062#10074#10075	140	null	0	101
351	5010001	98	60	4	10043#10062#10041#10074#10004	140	null	0	101
352	5010001	98	61	1	10013#10081#10057#10059#10075	140	null	0	101
353	5010001	98	62	2	10044#10006#10074#10008#10021	140	null	0	101
354	5010001	98	63	3	10023#10037#10022#10074#10059	140	null	0	101
355	5010001	98	64	4	10062#10043#10020#10041#10057	140	null	0	101
356	5010001	98	65	5	10081#10062#10009#10014#10030	140	null	0	101
357	5010001	98	66	6	10026#10007#10045#10002#10069	140	null	0	101
358	5010001	98	67	1	10081#10026#10065#10014#10073	140	null	0	101
359	5010001	98	68	2	10081#10043#10082#10031#10060	140	null	0	101
360	5010001	98	69	3	10038#10013#10062#10074#10075	140	null	0	101
361	5010001	98	70	4	10043#10062#10041#10074#10004	140	null	0	101
362	5010001	98	71	1	10013#10081#10057#10059#10075	140	null	0	101
363	5010001	98	72	2	10044#10006#10074#10008#10021	140	null	0	101
364	5010001	98	73	3	10023#10037#10022#10074#10059	140	null	0	101
365	5010001	98	74	4	10062#10043#10020#10041#10057	140	null	0	101
366	5010001	98	75	5	10081#10062#10009#10014#10030	140	null	0	101
367	5010001	98	76	6	10026#10007#10045#10002#10069	140	null	0	101
368	5010001	98	77	1	10081#10026#10065#10014#10073	140	null	0	101
369	5010001	98	78	2	10081#10043#10082#10031#10060	140	null	0	101
370	5010001	98	79	3	10038#10013#10062#10074#10075	140	null	0	101
371	5010001	98	80	4	10043#10062#10041#10074#10004	140	null	0	101
372	5010001	98	81	1	10013#10081#10057#10059#10075	140	null	0	101
373	5010001	98	82	2	10044#10006#10074#10008#10021	140	null	0	101
374	5010001	98	83	3	10023#10037#10022#10074#10059	135	null	0	101
375	5010001	98	84	4	10062#10043#10020#10041#10057	135	null	0	101
376	5010001	98	85	5	10081#10062#10009#10014#10030	135	null	0	101
377	5010001	98	86	6	10026#10007#10045#10002#10069	135	null	0	101
378	5010001	98	87	1	10081#10026#10065#10014#10073	135	null	0	101
379	5010001	98	88	2	10081#10043#10082#10031#10060	135	null	0	101
380	5010001	98	89	3	10038#10013#10062#10074#10075	135	null	0	101
381	5010001	98	90	4	10043#10062#10041#10074#10004	135	null	0	101
382	5010001	98	91	1	10013#10081#10057#10059#10075	135	null	0	101
383	5010001	98	92	2	10044#10006#10074#10008#10021	135	null	0	101
384	5010001	98	93	3	10023#10037#10022#10074#10059	135	null	0	101
385	5010001	98	94	4	10062#10043#10020#10041#10057	135	null	0	101
386	5010001	98	95	5	10081#10062#10009#10014#10030	135	null	0	101
387	5010001	98	96	6	10026#10007#10045#10002#10069	135	null	0	101
388	5010001	98	97	1	10081#10026#10065#10014#10073	135	null	0	101
389	5010001	98	98	2	10081#10043#10082#10031#10060	135	null	0	101
