Id	GoodsName	StoreId	Sort	Weight	OpenLv	Goods	PremiumType	Cost	RelatedtoVIP	Limit	IsDiscount	DiscountDegree	ExtraAdd	OpenPrivilege	BuyRule	LogGoodsName
10025	 	7	24	100	1#999	90#0	1	16|0#0#0#100	1	105	0	0	null	115	null	废弃
10028	 	7	25	100	1#999	0#0	2	16|300#500#800#1000	0	0	0	0	null	null	null	
10029	 	7	26	100	1#999	31#1	1	16|0#0#0#100	0	0	0	0	null	null	null	医疗药剂*1
10030	 	7	27	100	1#999	71#0	2	16|50#100#200#200#200#200#200#200	1	116	0	0	null	118	null	腐化之战次数
10031	 	7	28	100	1#999	72#0	2	16|20#30#40#60	1	3012	0	0	null	3013	null	公会BOSS挑战次数
10032	 	7	29	100	1#999	99#1	1	16|0#0#0#100	0	2	0	0	null	null	null	迷雾之战挑战次数*1
10033	 	7	30	100	1#999	102#1	2	16|20#20#30#30#40#40#50#50#60#60#70#70#80#80#90#90#100#100#110#110	1	30001	0	0	null	null	null	名称待定*1
90001	 	7	31	100	1#999	10421#1	1	14|0#0#0#1800000	0	12	0	0	null	null	null	初级蓝图*1
90111	 	7	32	100	1#999	6000126#1	1	16|0#0#0#5	0	0	0	0	null	null	null	跨服通讯
10005	 	57	1	100	1#999	14#12000	2	16|0#0#0#0	1	12	0	0	2#21|3#200	null	null	金钱*12000
10026	 	57	2	100	1#999	14#24000	1	16|0#0#0#20	1	51	0	0	2#21|3#400	null	null	金钱*24000
10027	 	57	3	100	1#999	14#60000	1	16|0#0#0#50	1	52	0	0	2#21|3#1000	null	null	金钱*60000
501	 	8	1	1	1#999	3#50000	1	14|0#0#0#250000	0	1	1	5	null	null	null	英雄经验*50000
502	 	8	2	1	1#999	3#100000	1	14|0#0#0#500000	0	1	1	5	null	null	null	英雄经验*100000
503	 	8	3	1	1#999	3#200000	1	14|0#0#0#1000000	0	1	1	5	null	null	null	英雄经验*200000
504	 	8	4	1	1#999	3#500000	1	14|0#0#0#2500000	0	1	1	5	null	null	null	英雄经验*500000
505	 	8	5	1	1#999	23#3	1	14|0#0#0#40000	0	1	1	5	null	null	null	参赛券*3
506	 	8	6	1	1#999	23#5	1	14|0#0#0#60000	0	1	1	5	null	null	null	参赛券*5
507	 	8	7	1	1#999	23#10	1	14|0#0#0#120000	0	1	1	5	null	null	null	参赛券*10
508	 	8	8	1	1#999	23#3	1	16|0#0#0#60	0	1	1	6	null	null	null	参赛券*3
509	 	8	9	1	1#999	23#5	1	16|0#0#0#100	0	1	1	6	null	null	null	参赛券*5
510	 	8	10	1	1#999	23#10	1	16|0#0#0#200	0	1	1	6	null	null	null	参赛券*10
511	 	8	11	1	1#999	4#500	1	14|0#0#0#2500000	0	1	1	5	null	null	null	进化药剂*500
512	 	8	12	1	1#999	4#1000	1	14|0#0#0#5000000	0	1	1	5	null	null	null	进化药剂*1000
513	 	8	13	1	1#999	4#500	1	16|0#0#0#500	0	1	1	5	null	null	null	进化药剂*500
514	 	8	14	1	1#999	4#1000	1	16|0#0#0#1000	0	1	1	5	null	null	null	进化药剂*1000
515	 	8	15	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
516	 	8	16	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
517	 	8	17	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
518	 	8	18	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
519	 	8	19	1	1#999	20#1	1	16|0#0#0#1500	0	1	1	4	null	null	null	会员招募卡*1
520	 	8	20	1	1#999	6001021#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星机械碎片*50
521	 	8	21	1	1#999	6001022#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星体术碎片*50
522	 	8	22	1	1#999	6001023#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星魔法碎片*50
523	 	8	23	1	1#999	6001020#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星英雄碎片*50
524	 	8	24	1	1#999	3#50000	1	14|0#0#0#250000	0	1	1	5	null	null	null	英雄经验*50000
525	 	8	25	1	1#999	3#100000	1	14|0#0#0#500000	0	1	1	5	null	null	null	英雄经验*100000
526	 	8	26	1	1#999	3#200000	1	14|0#0#0#1000000	0	1	1	5	null	null	null	英雄经验*200000
527	 	8	27	1	1#999	3#500000	1	14|0#0#0#2500000	0	1	1	5	null	null	null	英雄经验*500000
528	 	8	28	1	1#999	23#3	1	14|0#0#0#40000	0	1	1	5	null	null	null	参赛券*3
529	 	8	29	1	1#999	23#5	1	14|0#0#0#60000	0	1	1	5	null	null	null	参赛券*5
530	 	8	30	1	1#999	23#10	1	14|0#0#0#120000	0	1	1	5	null	null	null	参赛券*10
531	 	8	31	1	1#999	23#3	1	16|0#0#0#60	0	1	1	6	null	null	null	参赛券*3
532	 	8	32	1	1#999	23#5	1	16|0#0#0#100	0	1	1	6	null	null	null	参赛券*5
533	 	8	33	1	1#999	23#10	1	16|0#0#0#200	0	1	1	6	null	null	null	参赛券*10
534	 	8	34	1	1#999	4#500	1	14|0#0#0#2500000	0	1	1	5	null	null	null	进化药剂*500
535	 	8	35	1	1#999	4#1000	1	14|0#0#0#5000000	0	1	1	5	null	null	null	进化药剂*1000
536	 	8	36	1	1#999	4#500	1	16|0#0#0#500	0	1	1	5	null	null	null	进化药剂*500
537	 	8	37	1	1#999	4#1000	1	16|0#0#0#1000	0	1	1	5	null	null	null	进化药剂*1000
538	 	8	38	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
539	 	8	39	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
540	 	8	40	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
541	 	8	41	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
542	 	8	42	1	1#999	20#1	1	16|0#0#0#1500	0	1	1	4	null	null	null	会员招募卡*1
543	 	8	43	1	1#999	6001021#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星机械碎片*50
544	 	8	44	1	1#999	6001022#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星体术碎片*50
545	 	8	45	1	1#999	6001023#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星魔法碎片*50
546	 	8	46	1	1#999	6001020#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星英雄碎片*50
547	 	8	47	1	1#999	3#50000	1	14|0#0#0#250000	0	1	1	5	null	null	null	英雄经验*50000
548	 	8	48	1	1#999	3#100000	1	14|0#0#0#500000	0	1	1	5	null	null	null	英雄经验*100000
549	 	8	49	1	1#999	3#200000	1	14|0#0#0#1000000	0	1	1	5	null	null	null	英雄经验*200000
550	 	8	50	1	1#999	3#500000	1	14|0#0#0#2500000	0	1	1	5	null	null	null	英雄经验*500000
551	 	8	51	1	1#999	23#3	1	14|0#0#0#40000	0	1	1	5	null	null	null	参赛券*3
552	 	8	52	1	1#999	23#5	1	14|0#0#0#60000	0	1	1	5	null	null	null	参赛券*5
553	 	8	53	1	1#999	23#10	1	14|0#0#0#120000	0	1	1	5	null	null	null	参赛券*10
554	 	8	54	1	1#999	23#3	1	16|0#0#0#60	0	1	1	6	null	null	null	参赛券*3
555	 	8	55	1	1#999	23#5	1	16|0#0#0#100	0	1	1	6	null	null	null	参赛券*5
556	 	8	56	1	1#999	23#10	1	16|0#0#0#200	0	1	1	6	null	null	null	参赛券*10
557	 	8	57	1	1#999	4#500	1	14|0#0#0#2500000	0	1	1	5	null	null	null	进化药剂*500
558	 	8	58	1	1#999	4#1000	1	14|0#0#0#5000000	0	1	1	5	null	null	null	进化药剂*1000
559	 	8	59	1	1#999	4#500	1	16|0#0#0#500	0	1	1	5	null	null	null	进化药剂*500
560	 	8	60	1	1#999	4#1000	1	16|0#0#0#1000	0	1	1	5	null	null	null	进化药剂*1000
561	 	8	61	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
562	 	8	62	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
563	 	8	63	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
564	 	8	64	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
565	 	8	65	1	1#999	20#1	1	16|0#0#0#1500	0	1	1	4	null	null	null	会员招募卡*1
566	 	8	66	1	1#999	6001021#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星机械碎片*50
567	 	8	67	1	1#999	6001022#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星体术碎片*50
568	 	8	68	1	1#999	6001023#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星魔法碎片*50
569	 	8	69	1	1#999	6001020#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星英雄碎片*50
570	 	8	70	1	1#999	3#50000	1	14|0#0#0#250000	0	1	1	5	null	null	null	英雄经验*50000
571	 	8	71	1	1#999	3#100000	1	14|0#0#0#500000	0	1	1	5	null	null	null	英雄经验*100000
572	 	8	72	1	1#999	3#200000	1	14|0#0#0#1000000	0	1	1	5	null	null	null	英雄经验*200000
573	 	8	73	1	1#999	3#500000	1	14|0#0#0#2500000	0	1	1	5	null	null	null	英雄经验*500000
574	 	8	74	1	1#999	23#3	1	14|0#0#0#40000	0	1	1	5	null	null	null	参赛券*3
575	 	8	75	1	1#999	23#5	1	14|0#0#0#60000	0	1	1	5	null	null	null	参赛券*5
576	 	8	76	1	1#999	23#10	1	14|0#0#0#120000	0	1	1	5	null	null	null	参赛券*10
577	 	8	77	1	1#999	23#3	1	16|0#0#0#60	0	1	1	6	null	null	null	参赛券*3
578	 	8	78	1	1#999	23#5	1	16|0#0#0#100	0	1	1	6	null	null	null	参赛券*5
579	 	8	79	1	1#999	23#10	1	16|0#0#0#200	0	1	1	6	null	null	null	参赛券*10
580	 	8	80	1	1#999	4#500	1	14|0#0#0#2500000	0	1	1	5	null	null	null	进化药剂*500
581	 	8	81	1	1#999	4#1000	1	14|0#0#0#5000000	0	1	1	5	null	null	null	进化药剂*1000
582	 	8	82	1	1#999	4#500	1	16|0#0#0#500	0	1	1	5	null	null	null	进化药剂*500
583	 	8	83	1	1#999	4#1000	1	16|0#0#0#1000	0	1	1	5	null	null	null	进化药剂*1000
584	 	8	84	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
585	 	8	85	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
586	 	8	86	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
587	 	8	87	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
588	 	8	88	1	1#999	20#1	1	16|0#0#0#1500	0	1	1	4	null	null	null	会员招募卡*1
589	 	8	89	1	1#999	6001021#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星机械碎片*50
590	 	8	90	1	1#999	6001022#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星体术碎片*50
591	 	8	91	1	1#999	6001023#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星魔法碎片*50
592	 	8	92	1	1#999	6001020#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星英雄碎片*50
593	 	8	93	1	1#999	3#50000	1	14|0#0#0#250000	0	1	1	5	null	null	null	英雄经验*50000
594	 	8	94	1	1#999	3#100000	1	14|0#0#0#500000	0	1	1	5	null	null	null	英雄经验*100000
595	 	8	95	1	1#999	3#200000	1	14|0#0#0#1000000	0	1	1	5	null	null	null	英雄经验*200000
596	 	8	96	1	1#999	3#500000	1	14|0#0#0#2500000	0	1	1	5	null	null	null	英雄经验*500000
597	 	8	97	1	1#999	23#3	1	14|0#0#0#40000	0	1	1	5	null	null	null	参赛券*3
598	 	8	98	1	1#999	23#5	1	14|0#0#0#60000	0	1	1	5	null	null	null	参赛券*5
599	 	8	99	1	1#999	23#10	1	14|0#0#0#120000	0	1	1	5	null	null	null	参赛券*10
600	 	8	100	1	1#999	23#3	1	16|0#0#0#60	0	1	1	6	null	null	null	参赛券*3
601	 	8	101	1	1#999	23#5	1	16|0#0#0#100	0	1	1	6	null	null	null	参赛券*5
602	 	8	102	1	1#999	23#10	1	16|0#0#0#200	0	1	1	6	null	null	null	参赛券*10
603	 	8	103	1	1#999	4#500	1	14|0#0#0#2500000	0	1	1	5	null	null	null	进化药剂*500
604	 	8	104	1	1#999	4#1000	1	14|0#0#0#5000000	0	1	1	5	null	null	null	进化药剂*1000
605	 	8	105	1	1#999	4#500	1	16|0#0#0#500	0	1	1	5	null	null	null	进化药剂*500
606	 	8	106	1	1#999	4#1000	1	16|0#0#0#1000	0	1	1	5	null	null	null	进化药剂*1000
607	 	8	107	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
608	 	8	108	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
609	 	8	109	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
610	 	8	110	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
611	 	8	111	1	1#999	20#1	1	16|0#0#0#1500	0	1	1	4	null	null	null	会员招募卡*1
612	 	8	112	1	1#999	6001021#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星机械碎片*50
613	 	8	113	1	1#999	6001022#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星体术碎片*50
614	 	8	114	1	1#999	6001023#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星魔法碎片*50
615	 	8	115	1	1#999	6001020#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星英雄碎片*50
616	 	8	116	1	1#999	3#50000	1	14|0#0#0#250000	0	1	1	5	null	null	null	英雄经验*50000
617	 	8	117	1	1#999	3#100000	1	14|0#0#0#500000	0	1	1	5	null	null	null	英雄经验*100000
618	 	8	118	1	1#999	3#200000	1	14|0#0#0#1000000	0	1	1	5	null	null	null	英雄经验*200000
619	 	8	119	1	1#999	3#500000	1	14|0#0#0#2500000	0	1	1	5	null	null	null	英雄经验*500000
620	 	8	120	1	1#999	23#3	1	14|0#0#0#40000	0	1	1	5	null	null	null	参赛券*3
621	 	8	121	1	1#999	23#5	1	14|0#0#0#60000	0	1	1	5	null	null	null	参赛券*5
622	 	8	122	1	1#999	23#10	1	14|0#0#0#120000	0	1	1	5	null	null	null	参赛券*10
623	 	8	123	1	1#999	23#3	1	16|0#0#0#60	0	1	1	6	null	null	null	参赛券*3
624	 	8	124	1	1#999	23#5	1	16|0#0#0#100	0	1	1	6	null	null	null	参赛券*5
625	 	8	125	1	1#999	23#10	1	16|0#0#0#200	0	1	1	6	null	null	null	参赛券*10
626	 	8	126	1	1#999	4#500	1	14|0#0#0#2500000	0	1	1	5	null	null	null	进化药剂*500
627	 	8	127	1	1#999	4#1000	1	14|0#0#0#5000000	0	1	1	5	null	null	null	进化药剂*1000
628	 	8	128	1	1#999	4#500	1	16|0#0#0#500	0	1	1	5	null	null	null	进化药剂*500
629	 	8	129	1	1#999	4#1000	1	16|0#0#0#1000	0	1	1	5	null	null	null	进化药剂*1000
630	 	8	130	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
631	 	8	131	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
632	 	8	132	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
633	 	8	133	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
634	 	8	134	1	1#999	20#1	1	16|0#0#0#1500	0	1	1	4	null	null	null	会员招募卡*1
635	 	8	135	1	1#999	6001021#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星机械碎片*50
636	 	8	136	1	1#999	6001022#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星体术碎片*50
637	 	8	137	1	1#999	6001023#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星魔法碎片*50
638	 	8	138	1	1#999	6001020#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星英雄碎片*50
639	 	8	139	1	1#999	3#50000	1	14|0#0#0#250000	0	1	1	5	null	null	null	英雄经验*50000
640	 	8	140	1	1#999	3#100000	1	14|0#0#0#500000	0	1	1	5	null	null	null	英雄经验*100000
641	 	8	141	1	1#999	3#200000	1	14|0#0#0#1000000	0	1	1	5	null	null	null	英雄经验*200000
642	 	8	142	1	1#999	3#500000	1	14|0#0#0#2500000	0	1	1	5	null	null	null	英雄经验*500000
643	 	8	143	1	1#999	4#500	1	14|0#0#0#2500000	0	1	1	5	null	null	null	进化药剂*500
644	 	8	144	1	1#999	4#1000	1	14|0#0#0#5000000	0	1	1	5	null	null	null	进化药剂*1000
645	 	8	145	1	1#999	4#500	1	16|0#0#0#500	0	1	1	5	null	null	null	进化药剂*500
646	 	8	146	1	1#999	4#1000	1	16|0#0#0#1000	0	1	1	5	null	null	null	进化药剂*1000
647	 	8	147	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
648	 	8	148	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
649	 	8	149	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
650	 	8	150	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
651	 	8	151	1	1#999	3#50000	1	14|0#0#0#250000	0	1	1	5	null	null	null	英雄经验*50000
652	 	8	152	1	1#999	3#100000	1	14|0#0#0#500000	0	1	1	5	null	null	null	英雄经验*100000
653	 	8	153	1	1#999	3#200000	1	14|0#0#0#1000000	0	1	1	5	null	null	null	英雄经验*200000
654	 	8	154	1	1#999	3#500000	1	14|0#0#0#2500000	0	1	1	5	null	null	null	英雄经验*500000
655	 	8	155	1	1#999	4#500	1	14|0#0#0#2500000	0	1	1	5	null	null	null	进化药剂*500
656	 	8	156	1	1#999	4#1000	1	14|0#0#0#5000000	0	1	1	5	null	null	null	进化药剂*1000
657	 	8	157	1	1#999	4#500	1	16|0#0#0#500	0	1	1	5	null	null	null	进化药剂*500
658	 	8	158	1	1#999	4#1000	1	16|0#0#0#1000	0	1	1	5	null	null	null	进化药剂*1000
659	 	8	159	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
660	 	8	160	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
661	 	8	161	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
662	 	8	162	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
663	 	8	163	1	1#999	3#50000	1	14|0#0#0#250000	0	1	1	5	null	null	null	英雄经验*50000
664	 	8	164	1	1#999	3#100000	1	14|0#0#0#500000	0	1	1	5	null	null	null	英雄经验*100000
665	 	8	165	1	1#999	3#200000	1	14|0#0#0#1000000	0	1	1	5	null	null	null	英雄经验*200000
666	 	8	166	1	1#999	3#500000	1	14|0#0#0#2500000	0	1	1	5	null	null	null	英雄经验*500000
667	 	8	167	1	1#999	4#500	1	14|0#0#0#2500000	0	1	1	5	null	null	null	进化药剂*500
668	 	8	168	1	1#999	4#1000	1	14|0#0#0#5000000	0	1	1	5	null	null	null	进化药剂*1000
669	 	8	169	1	1#999	4#500	1	16|0#0#0#500	0	1	1	5	null	null	null	进化药剂*500
670	 	8	170	1	1#999	4#1000	1	16|0#0#0#1000	0	1	1	5	null	null	null	进化药剂*1000
671	 	8	171	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
672	 	8	172	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
673	 	8	173	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
674	 	8	174	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
675	 	8	175	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
676	 	8	176	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
677	 	8	177	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
678	 	8	178	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
679	 	8	179	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
680	 	8	180	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
681	 	8	181	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
682	 	8	182	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
683	 	8	183	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
684	 	8	184	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
685	 	8	185	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
686	 	8	186	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
687	 	8	187	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
688	 	8	188	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
689	 	8	189	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
690	 	8	190	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
691	 	8	191	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
692	 	8	192	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
693	 	8	193	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
694	 	8	194	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
695	 	8	195	1	1#999	19#1	1	16|0#0#0#250	0	1	1	6	null	null	null	紫晶卡*1
696	 	8	196	1	1#999	19#3	1	16|0#0#0#750	0	1	1	6	null	null	null	紫晶卡*3
697	 	8	197	1	1#999	19#5	1	16|0#0#0#1250	0	1	1	6	null	null	null	紫晶卡*5
698	 	8	198	1	1#999	19#10	1	16|0#0#0#2500	0	1	1	6	null	null	null	紫晶卡*10
699	 	8	199	1	1#999	6001020#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星英雄碎片*50
700	 	8	200	1	1#999	6001020#50	1	16|0#0#0#2500	0	1	1	6	null	null	null	5星英雄碎片*50
20062	39010001	33	1	100	1#999	60#1	2	16|0#0#0#0	0	1	0	0	null	null	null	每日礼包福利-幸运币*1
20091	39010002	34	1	100	1#999	81#1|19#5|4#200	1	16|0#0#0#980	0	1	0	0	null	30	null	探索特权
20092	39010003	34	2	100	1#999	82#1|20#1|19#10	1	16|0#0#0#1980	0	1	0	0	null	31	null	高阶探索特权
20101	39010004	10	1	100	1#999	4#20	1	16|0#0#0#20	0	1	1	0	null	null	null	7日目标-1-福利礼包
20102	39010005	10	2	100	1#999	4#500	1	16|0#0#0#500	0	1	1	5	null	null	null	7日目标-1-半价礼包
20103	39010006	10	3	100	1#999	60427#1	1	16|0#0#0#300	0	1	1	5	null	null	1#6	7日目标-1-V1半价礼包
20104	39010004	50	1	100	1#999	23#5	1	16|0#0#0#100	0	1	1	0	null	null	null	7日目标-2-福利礼包
20105	39010005	50	2	100	1#999	19#4	1	16|0#0#0#1000	0	1	1	5	null	null	null	7日目标-2-半价礼包
20106	39010007	50	3	100	1#999	6001020#50	1	16|0#0#0#2500	0	1	1	5	null	null	1#30	7日目标-2-V2半价礼包
20107	39010004	51	1	100	1#999	23#1	1	16|0#0#0#20	0	1	1	0	null	null	null	7日目标-3-福利礼包
20108	39010005	51	2	100	1#999	19#4	1	16|0#0#0#1000	0	1	1	5	null	null	null	7日目标-3-半价礼包
20109	39010008	51	3	100	1#999	20#4	1	16|0#0#0#6000	0	1	1	4	null	null	1#100	7日目标-3-V3半价礼包
20110	39010004	52	1	100	1#999	80#3	1	16|0#0#0#60	0	1	1	0	null	null	null	7日目标-4-福利礼包
20111	39010005	52	2	100	1#999	80#20	1	16|0#0#0#400	0	1	1	5	null	null	null	7日目标-4-半价礼包
20112	39010009	52	3	100	1#999	19#10	1	16|0#0#0#2200	0	1	1	5	null	null	1#200	7日目标-4-V4半价礼包
