Id	GeneralId	Lev	TotalExp	AddExp	AddAtt	UpgradeExpend	FirstAtt
115	1	115	120	10	2#9|1#95	17002#196|14#2930200	2#30724|1#405773
116	1	116	120	10	2#9|1#95	17002#196|14#2930200	2#31168|1#411640
117	1	117	120	10	2#9|1#95	17002#196|14#2930200	2#31612|1#417507
118	1	118	120	10	2#9|1#95	17002#196|14#2930200	2#32056|1#423374
119	1	119	120	10	2#9|1#95	17002#196|14#2930200	2#32500|1#429241
120	1	120	120	10	2#9|1#95	17002#196|14#2930200	2#32944|1#435108
121	1	121	120	10	2#9|1#95	17002#196|14#2930200	2#33388|1#440975
122	1	122	120	10	2#9|1#95	17002#196|14#2930200	2#33832|1#446842
123	1	123	120	10	2#9|1#95	17002#196|14#2930200	2#34276|1#452709
124	1	124	120	10	2#9|1#95	17002#196|14#2930200	2#34720|1#458576
125	1	125	120	10	2#9|1#95	17002#196|14#2930200	2#35164|1#464443
126	1	126	120	10	2#9|1#95	17002#196|14#2930200	2#35608|1#470310
127	1	127	120	10	2#9|1#95	17002#196|14#2930200	2#36052|1#476177
128	1	128	120	10	2#9|1#95	17002#196|14#2930200	2#36496|1#482044
129	1	129	120	10	2#9|1#95	17002#196|14#2930200	2#36940|1#487911
130	1	130	120	10	2#9|1#95	17002#196|14#2930200	2#37384|1#493778
131	1	131	120	10	2#9|1#95	17002#196|14#2930200	2#37828|1#499645
132	1	132	120	10	2#9|1#95	17002#196|14#2930200	2#38272|1#505512
133	1	133	120	10	2#9|1#95	17002#196|14#2930200	2#38716|1#511379
134	1	134	120	10	2#9|1#95	17002#196|14#2930200	2#39160|1#517246
135	1	135	0	0	null	17002#196|14#2930201	2#39604|1#523113
136	2	1	20	10	2#5|1#50	17003#5|14#49000	2#78|1#930
137	2	2	20	10	2#5|1#50	17003#6|14#78400	2#156|1#1861
138	2	3	20	10	2#5|1#50	17003#7|14#107800	2#233|1#2793
139	2	4	20	10	2#5|1#50	17003#8|14#137200	2#311|1#3724
140	2	5	20	10	2#5|1#50	17003#9|14#166600	2#389|1#4655
141	2	6	20	10	2#5|1#50	17003#10|14#196000	2#468|1#5586
142	2	7	20	10	2#5|1#50	17003#12|14#225400	2#545|1#6518
143	2	8	20	10	2#5|1#50	17003#14|14#254800	2#623|1#7449
144	2	9	20	10	2#5|1#50	17003#16|14#284200	2#701|1#8380
145	2	10	20	10	2#5|1#50	17003#18|14#313600	2#779|1#9311
146	2	11	30	10	2#5|1#55	17003#20|14#343000	2#856|1#10242
147	2	12	30	10	2#5|1#55	17003#22|14#372400	2#974|1#11639
148	2	13	30	10	2#5|1#55	17003#24|14#401800	2#1091|1#13036
149	2	14	30	10	2#5|1#55	17003#26|14#431200	2#1208|1#14433
150	2	15	30	10	2#5|1#55	17003#28|14#460600	2#1324|1#15830
151	2	16	30	10	2#5|1#55	17003#30|14#490000	2#1441|1#17227
152	2	17	30	10	2#5|1#55	17003#32|14#519400	2#1558|1#18623
153	2	18	30	10	2#5|1#55	17003#34|14#548800	2#1676|1#20020
154	2	19	30	10	2#5|1#55	17003#36|14#578200	2#1792|1#21417
155	2	20	30	10	2#5|1#55	17003#38|14#607600	2#1909|1#22814
156	2	21	40	10	2#6|1#60	17003#40|14#637000	2#2026|1#24211
157	2	22	40	10	2#6|1#60	17003#42|14#666400	2#2182|1#26073
158	2	23	40	10	2#6|1#60	17003#44|14#695800	2#2338|1#27936
159	2	24	40	10	2#6|1#60	17003#46|14#725200	2#2494|1#29798
160	2	25	40	10	2#6|1#60	17003#48|14#754600	2#2649|1#31659
161	2	26	40	10	2#6|1#60	17003#50|14#784000	2#2806|1#33522
162	2	27	40	10	2#6|1#60	17003#52|14#813400	2#2961|1#35384
163	2	28	40	10	2#6|1#60	17003#54|14#842800	2#3117|1#37247
164	2	29	40	10	2#6|1#60	17003#56|14#872200	2#3273|1#39109
165	2	30	40	10	2#6|1#60	17003#58|14#901600	2#3429|1#40972
166	2	31	50	10	2#6|1#65	17003#60|14#931000	2#3584|1#42834
167	2	32	50	10	2#6|1#65	17003#62|14#960400	2#3779|1#45162
168	2	33	50	10	2#6|1#65	17003#64|14#989800	2#3974|1#47490
169	2	34	50	10	2#6|1#65	17003#66|14#1019200	2#4169|1#49818
170	2	35	50	10	2#6|1#65	17003#68|14#1048600	2#4364|1#52146
171	2	36	50	10	2#6|1#65	17003#70|14#1078000	2#4559|1#54474
172	2	37	50	10	2#6|1#65	17003#72|14#1107400	2#4754|1#56802
173	2	38	50	10	2#6|1#65	17003#74|14#1136800	2#4949|1#59130
174	2	39	50	10	2#6|1#65	17003#76|14#1166200	2#5144|1#61457
175	2	40	50	10	2#6|1#65	17003#78|14#1195600	2#5339|1#63786
176	2	41	60	10	2#7|1#70	17003#80|14#1225000	2#5534|1#66114
177	2	42	60	10	2#7|1#70	17003#82|14#1254400	2#5767|1#68907
178	2	43	60	10	2#7|1#70	17003#84|14#1283800	2#6001|1#71701
179	2	44	60	10	2#7|1#70	17003#86|14#1313200	2#6235|1#74495
180	2	45	60	10	2#7|1#70	17003#88|14#1342600	2#6469|1#77288
181	2	46	60	10	2#7|1#70	17003#90|14#1372000	2#6702|1#80082
182	2	47	60	10	2#7|1#70	17003#92|14#1401400	2#6937|1#82876
183	2	48	60	10	2#7|1#70	17003#94|14#1430800	2#7170|1#85669
184	2	49	60	10	2#7|1#70	17003#96|14#1460200	2#7404|1#88463
185	2	50	60	10	2#7|1#70	17003#98|14#1489600	2#7638|1#91256
186	2	51	70	10	2#7|1#75	17003#100|14#1519000	2#7872|1#94049
187	2	52	70	10	2#7|1#75	17003#102|14#1548400	2#8145|1#97308
188	2	53	70	10	2#7|1#75	17003#104|14#1577800	2#8417|1#100568
189	2	54	70	10	2#7|1#75	17003#106|14#1607200	2#8690|1#103827
190	2	55	70	10	2#7|1#75	17003#108|14#1636600	2#8963|1#107086
191	2	56	70	10	2#7|1#75	17003#110|14#1666000	2#9235|1#110346
192	2	57	70	10	2#7|1#75	17003#112|14#1695400	2#9508|1#113605
193	2	58	70	10	2#7|1#75	17003#114|14#1724800	2#9781|1#116864
194	2	59	70	10	2#7|1#75	17003#116|14#1754200	2#10054|1#120123
195	2	60	70	10	2#7|1#75	17003#118|14#1783600	2#10326|1#123382
196	2	61	80	10	2#8|1#80	17003#120|14#1813000	2#10600|1#126641
197	2	62	80	10	2#8|1#80	17003#122|14#1842400	2#10911|1#130366
198	2	63	80	10	2#8|1#80	17003#124|14#1871800	2#11223|1#134091
199	2	64	80	10	2#8|1#80	17003#126|14#1901200	2#11535|1#137816
200	2	65	80	10	2#8|1#80	17003#128|14#1930600	2#11846|1#141540
201	2	66	80	10	2#8|1#80	17003#130|14#1960000	2#12158|1#145265
202	2	67	80	10	2#8|1#80	17003#132|14#1989400	2#12470|1#148990
203	2	68	80	10	2#8|1#80	17003#134|14#2018800	2#12782|1#152714
204	2	69	80	10	2#8|1#80	17003#136|14#2048200	2#13094|1#156439
205	2	70	80	10	2#8|1#80	17003#138|14#2077600	2#13406|1#160164
206	2	71	90	10	2#8|1#85	17003#140|14#2107000	2#13717|1#163889
207	2	72	90	10	2#8|1#85	17003#142|14#2136400	2#14068|1#168079
208	2	73	90	10	2#8|1#85	17003#144|14#2165800	2#14419|1#172270
209	2	74	90	10	2#8|1#85	17003#146|14#2195200	2#14769|1#176460
210	2	75	90	10	2#8|1#85	17003#148|14#2224600	2#15120|1#180651
211	2	76	90	10	2#8|1#85	17003#150|14#2254000	2#15471|1#184840
212	2	77	90	10	2#8|1#85	17003#152|14#2283400	2#15822|1#189031
213	2	78	90	10	2#8|1#85	17003#154|14#2312800	2#16172|1#193221
214	2	79	90	10	2#8|1#85	17003#156|14#2342200	2#16523|1#197412
215	2	80	90	10	2#8|1#85	17003#158|14#2371600	2#16874|1#201602
216	2	81	100	10	2#9|1#90	17003#160|14#2401000	2#17225|1#205793
217	2	82	100	10	2#9|1#90	17003#162|14#2430400	2#17614|1#210449
218	2	83	100	10	2#9|1#90	17003#164|14#2459800	2#18004|1#215104
219	2	84	100	10	2#9|1#90	17003#166|14#2489200	2#18393|1#219760
220	2	85	100	10	2#9|1#90	17003#168|14#2518600	2#18783|1#224416
221	2	86	100	10	2#9|1#90	17003#170|14#2548000	2#19173|1#229072
222	2	87	100	10	2#9|1#90	17003#172|14#2577400	2#19563|1#233728
223	2	88	100	10	2#9|1#90	17003#174|14#2606800	2#19953|1#238384
224	2	89	100	10	2#9|1#90	17003#176|14#2636200	2#20342|1#243039
225	2	90	100	10	2#9|1#90	17003#178|14#2665600	2#20732|1#247695
226	2	91	120	10	2#9|1#95	17003#180|14#2695000	2#21121|1#252352
227	2	92	120	10	2#9|1#95	17003#182|14#2724400	2#21589|1#257939
228	2	93	120	10	2#9|1#95	17003#184|14#2753800	2#22056|1#263526
229	2	94	120	10	2#9|1#95	17003#186|14#2783200	2#22524|1#269113
230	2	95	120	10	2#9|1#95	17003#188|14#2812600	2#22992|1#274700
231	2	96	120	10	2#9|1#95	17003#190|14#2842000	2#23459|1#280287
232	2	97	120	10	2#9|1#95	17003#192|14#2871400	2#23927|1#285874
233	2	98	120	10	2#9|1#95	17003#194|14#2900800	2#24395|1#291462
234	2	99	120	10	2#9|1#95	17003#196|14#2930200	2#24862|1#297049
235	2	100	120	10	2#9|1#95	17003#196|14#2930200	2#25330|1#302637
236	2	101	120	10	2#9|1#95	17003#196|14#2930200	2#25798|1#308225
237	2	102	120	10	2#9|1#95	17003#196|14#2930200	2#26266|1#313813
238	2	103	120	10	2#9|1#95	17003#196|14#2930200	2#26734|1#319401
239	2	104	120	10	2#9|1#95	17003#196|14#2930200	2#27202|1#324989
240	2	105	120	10	2#9|1#95	17003#196|14#2930200	2#27670|1#330577
241	2	106	120	10	2#9|1#95	17003#196|14#2930200	2#28138|1#336165
242	2	107	120	10	2#9|1#95	17003#196|14#2930200	2#28606|1#341753
243	2	108	120	10	2#9|1#95	17003#196|14#2930200	2#29074|1#347341
244	2	109	120	10	2#9|1#95	17003#196|14#2930200	2#29542|1#352929
245	2	110	120	10	2#9|1#95	17003#196|14#2930200	2#30010|1#358517
246	2	111	120	10	2#9|1#95	17003#196|14#2930200	2#30478|1#364105
247	2	112	120	10	2#9|1#95	17003#196|14#2930200	2#30946|1#369693
248	2	113	120	10	2#9|1#95	17003#196|14#2930200	2#31414|1#375281
249	2	114	120	10	2#9|1#95	17003#196|14#2930200	2#31882|1#380869
250	2	115	120	10	2#9|1#95	17003#196|14#2930200	2#32350|1#386457
251	2	116	120	10	2#9|1#95	17003#196|14#2930200	2#32818|1#392045
252	2	117	120	10	2#9|1#95	17003#196|14#2930200	2#33286|1#397633
253	2	118	120	10	2#9|1#95	17003#196|14#2930200	2#33754|1#403221
254	2	119	120	10	2#9|1#95	17003#196|14#2930200	2#34222|1#408809
255	2	120	120	10	2#9|1#95	17003#196|14#2930200	2#34690|1#414397
256	2	121	120	10	2#9|1#95	17003#196|14#2930200	2#35158|1#419985
257	2	122	120	10	2#9|1#95	17003#196|14#2930200	2#35626|1#425573
258	2	123	120	10	2#9|1#95	17003#196|14#2930200	2#36094|1#431161
259	2	124	120	10	2#9|1#95	17003#196|14#2930200	2#36562|1#436749
260	2	125	120	10	2#9|1#95	17003#196|14#2930200	2#37030|1#442337
261	2	126	120	10	2#9|1#95	17003#196|14#2930200	2#37498|1#447925
262	2	127	120	10	2#9|1#95	17003#196|14#2930200	2#37966|1#453513
263	2	128	120	10	2#9|1#95	17003#196|14#2930200	2#38434|1#459101
264	2	129	120	10	2#9|1#95	17003#196|14#2930200	2#38902|1#464689
265	2	130	120	10	2#9|1#95	17003#196|14#2930200	2#39370|1#470277
266	2	131	120	10	2#9|1#95	17003#196|14#2930200	2#39838|1#475865
267	2	132	120	10	2#9|1#95	17003#196|14#2930200	2#40306|1#481453
268	2	133	120	10	2#9|1#95	17003#196|14#2930200	2#40774|1#487041
269	2	134	120	10	2#9|1#95	17003#196|14#2930200	2#41242|1#492629
270	2	135	0	0	null	17003#196|14#2930201	2#41710|1#498217
271	3	1	20	10	2#5|1#50	17001#5|14#49000	2#82|1#884
272	3	2	20	10	2#5|1#50	17001#6|14#78400	2#164|1#1769
273	3	3	20	10	2#5|1#50	17001#7|14#107800	2#245|1#2653
274	3	4	20	10	2#5|1#50	17001#8|14#137200	2#327|1#3538
275	3	5	20	10	2#5|1#50	17001#9|14#166600	2#409|1#4423
276	3	6	20	10	2#5|1#50	17001#10|14#196000	2#491|1#5308
277	3	7	20	10	2#5|1#50	17001#12|14#225400	2#573|1#6192
278	3	8	20	10	2#5|1#50	17001#14|14#254800	2#654|1#7076
279	3	9	20	10	2#5|1#50	17001#16|14#284200	2#736|1#7961
280	3	10	20	10	2#5|1#50	17001#18|14#313600	2#818|1#8846
281	3	11	30	10	2#5|1#55	17001#20|14#343000	2#900|1#9730
282	3	12	30	10	2#5|1#55	17001#22|14#372400	2#1022|1#11057
283	3	13	30	10	2#5|1#55	17001#24|14#401800	2#1145|1#12385
284	3	14	30	10	2#5|1#55	17001#26|14#431200	2#1268|1#13711
285	3	15	30	10	2#5|1#55	17001#28|14#460600	2#1391|1#15038
286	3	16	30	10	2#5|1#55	17001#30|14#490000	2#1514|1#16365
287	3	17	30	10	2#5|1#55	17001#32|14#519400	2#1636|1#17692
288	3	18	30	10	2#5|1#55	17001#34|14#548800	2#1759|1#19019
289	3	19	30	10	2#5|1#55	17001#36|14#578200	2#1882|1#20346
290	3	20	30	10	2#5|1#55	17001#38|14#607600	2#2005|1#21673
291	3	21	40	10	2#6|1#60	17001#40|14#637000	2#2127|1#23000
292	3	22	40	10	2#6|1#60	17001#42|14#666400	2#2291|1#24769
293	3	23	40	10	2#6|1#60	17001#44|14#695800	2#2454|1#26539
294	3	24	40	10	2#6|1#60	17001#46|14#725200	2#2618|1#28307
295	3	25	40	10	2#6|1#60	17001#48|14#754600	2#2782|1#30077
296	3	26	40	10	2#6|1#60	17001#50|14#784000	2#2945|1#31846
297	3	27	40	10	2#6|1#60	17001#52|14#813400	2#3110|1#33616
298	3	28	40	10	2#6|1#60	17001#54|14#842800	2#3273|1#35384
299	3	29	40	10	2#6|1#60	17001#56|14#872200	2#3437|1#37154
300	3	30	40	10	2#6|1#60	17001#58|14#901600	2#3601|1#38923
301	3	31	50	10	2#6|1#65	17001#60|14#931000	2#3764|1#40693
302	3	32	50	10	2#6|1#65	17001#62|14#960400	2#3968|1#42904
303	3	33	50	10	2#6|1#65	17001#64|14#989800	2#4173|1#45116
304	3	34	50	10	2#6|1#65	17001#66|14#1019200	2#4377|1#47328
305	3	35	50	10	2#6|1#65	17001#68|14#1048600	2#4582|1#49538
306	3	36	50	10	2#6|1#65	17001#70|14#1078000	2#4787|1#51750
307	3	37	50	10	2#6|1#65	17001#72|14#1107400	2#4991|1#53962
308	3	38	50	10	2#6|1#65	17001#74|14#1136800	2#5196|1#56173
309	3	39	50	10	2#6|1#65	17001#76|14#1166200	2#5400|1#58385
310	3	40	50	10	2#6|1#65	17001#78|14#1195600	2#5606|1#60597
311	3	41	60	10	2#7|1#70	17001#80|14#1225000	2#5810|1#62808
312	3	42	60	10	2#7|1#70	17001#82|14#1254400	2#6056|1#65462
313	3	43	60	10	2#7|1#70	17001#84|14#1283800	2#6301|1#68116
314	3	44	60	10	2#7|1#70	17001#86|14#1313200	2#6547|1#70770
315	3	45	60	10	2#7|1#70	17001#88|14#1342600	2#6792|1#73424
316	3	46	60	10	2#7|1#70	17001#90|14#1372000	2#7038|1#76077
317	3	47	60	10	2#7|1#70	17001#92|14#1401400	2#7283|1#78732
318	3	48	60	10	2#7|1#70	17001#94|14#1430800	2#7529|1#81386
319	3	49	60	10	2#7|1#70	17001#96|14#1460200	2#7774|1#84039
320	3	50	60	10	2#7|1#70	17001#98|14#1489600	2#8019|1#86693
321	3	51	70	10	2#7|1#75	17001#100|14#1519000	2#8265|1#89347
322	3	52	70	10	2#7|1#75	17001#102|14#1548400	2#8552|1#92443
323	3	53	70	10	2#7|1#75	17001#104|14#1577800	2#8838|1#95540
324	3	54	70	10	2#7|1#75	17001#106|14#1607200	2#9124|1#98636
325	3	55	70	10	2#7|1#75	17001#108|14#1636600	2#9411|1#101732
326	3	56	70	10	2#7|1#75	17001#110|14#1666000	2#9697|1#104828
327	3	57	70	10	2#7|1#75	17001#112|14#1695400	2#9984|1#107925
328	3	58	70	10	2#7|1#75	17001#114|14#1724800	2#10270|1#111020
329	3	59	70	10	2#7|1#75	17001#116|14#1754200	2#10557|1#114117
330	3	60	70	10	2#7|1#75	17001#118|14#1783600	2#10843|1#117213
331	3	61	80	10	2#8|1#80	17001#120|14#1813000	2#11129|1#120309
332	3	62	80	10	2#8|1#80	17001#122|14#1842400	2#11456|1#123847
333	3	63	80	10	2#8|1#80	17001#124|14#1871800	2#11784|1#127386
334	3	64	80	10	2#8|1#80	17001#126|14#1901200	2#12112|1#130924
335	3	65	80	10	2#8|1#80	17001#128|14#1930600	2#12439|1#134463
336	3	66	80	10	2#8|1#80	17001#130|14#1960000	2#12766|1#138001
337	3	67	80	10	2#8|1#80	17001#132|14#1989400	2#13094|1#141540
338	3	68	80	10	2#8|1#80	17001#134|14#2018800	2#13421|1#145078
339	3	69	80	10	2#8|1#80	17001#136|14#2048200	2#13748|1#148617
340	3	70	80	10	2#8|1#80	17001#138|14#2077600	2#14075|1#152155
341	3	71	90	10	2#8|1#85	17001#140|14#2107000	2#14403|1#155695
342	3	72	90	10	2#8|1#85	17001#142|14#2136400	2#14771|1#159675
343	3	73	90	10	2#8|1#85	17001#144|14#2165800	2#15140|1#163656
344	3	74	90	10	2#8|1#85	17001#146|14#2195200	2#15508|1#167637
345	3	75	90	10	2#8|1#85	17001#148|14#2224600	2#15876|1#171617
346	3	76	90	10	2#8|1#85	17001#150|14#2254000	2#16244|1#175599
347	3	77	90	10	2#8|1#85	17001#152|14#2283400	2#16612|1#179579
348	3	78	90	10	2#8|1#85	17001#154|14#2312800	2#16981|1#183560
349	3	79	90	10	2#8|1#85	17001#156|14#2342200	2#17349|1#187541
350	3	80	90	10	2#8|1#85	17001#158|14#2371600	2#17717|1#191522
351	3	81	100	10	2#9|1#90	17001#160|14#2401000	2#18086|1#195503
352	3	82	100	10	2#9|1#90	17001#162|14#2430400	2#18495|1#199925
353	3	83	100	10	2#9|1#90	17001#164|14#2459800	2#18904|1#204349
354	3	84	100	10	2#9|1#90	17001#166|14#2489200	2#19313|1#208772
355	3	85	100	10	2#9|1#90	17001#168|14#2518600	2#19722|1#213195
356	3	86	100	10	2#9|1#90	17001#170|14#2548000	2#20131|1#217619
357	3	87	100	10	2#9|1#90	17001#172|14#2577400	2#20540|1#222041
358	3	88	100	10	2#9|1#90	17001#174|14#2606800	2#20950|1#226464
359	3	89	100	10	2#9|1#90	17001#176|14#2636200	2#21359|1#230888
