Id	TechId	Level	Values	Profession	Consume
70	1	69	61#3450	3	14#14478000|65#24130
71	1	70	61#3500	3	14#15246000|65#25410
72	1	71	61#3550	3	14#16782000|65#27970
73	1	72	61#3600	3	14#18318000|65#30530
74	1	73	61#3650	3	14#19854000|65#33090
75	1	74	61#3700	3	14#21390000|65#35650
76	1	75	61#3750	3	14#22926000|65#38210
77	1	76	61#3800	3	14#24462000|65#40770
78	1	77	61#3850	3	14#25998000|65#43330
79	1	78	61#3900	3	14#27534000|65#45890
80	1	79	61#3950	3	14#29070000|65#48450
81	1	80	61#4000	3	14#30606000|65#51010
82	1	81	61#4050	3	14#33678000|65#56130
83	1	82	61#4100	3	14#36750000|65#61250
84	1	83	61#4150	3	14#39822000|65#66370
85	1	84	61#4200	3	14#42894000|65#71490
86	1	85	61#4250	3	14#45966000|65#76610
87	1	86	61#4300	3	14#49038000|65#81730
88	1	87	61#4350	3	14#52110000|65#86850
89	1	88	61#4400	3	14#55182000|65#91970
90	1	89	61#4450	3	14#58254000|65#97090
91	1	90	61#4500	3	14#61326000|65#102210
92	1	91	61#4550	3	14#67470000|65#112450
93	1	92	61#4600	3	14#73614000|65#122690
94	1	93	61#4650	3	14#79758000|65#132930
95	1	94	61#4700	3	14#85902000|65#143170
96	1	95	61#4750	3	14#92046000|65#153410
97	1	96	61#4800	3	14#98190000|65#163650
98	1	97	61#4850	3	14#104334000|65#173890
99	1	98	61#4900	3	14#110478000|65#184130
100	1	99	61#4950	3	14#116622000|65#194370
101	1	100	61#5000	3	null
102	2	0	62#0	3	14#7200|65#12
103	2	1	62#50	3	14#21600|65#36
104	2	2	62#100	3	14#36000|65#60
105	2	3	62#150	3	14#50400|65#84
106	2	4	62#200	3	14#64800|65#108
107	2	5	62#250	3	14#79200|65#132
108	2	6	62#300	3	14#93600|65#156
109	2	7	62#350	3	14#108000|65#180
110	2	8	62#400	3	14#122400|65#204
111	2	9	62#450	3	14#136800|65#228
112	2	10	62#500	3	14#151200|65#252
113	2	11	62#550	3	14#180000|65#300
114	2	12	62#600	3	14#208800|65#348
115	2	13	62#650	3	14#237600|65#396
116	2	14	62#700	3	14#266400|65#444
117	2	15	62#750	3	14#295200|65#492
118	2	16	62#800	3	14#324000|65#540
119	2	17	62#850	3	14#352800|65#588
120	2	18	62#900	3	14#381600|65#636
121	2	19	62#950	3	14#410400|65#684
122	2	20	62#1000	3	14#439200|65#732
123	2	21	62#1050	3	14#496800|65#828
124	2	22	62#1100	3	14#554400|65#924
125	2	23	62#1150	3	14#612000|65#1020
126	2	24	62#1200	3	14#669600|65#1116
127	2	25	62#1250	3	14#727200|65#1212
128	2	26	62#1300	3	14#784800|65#1308
129	2	27	62#1350	3	14#842400|65#1404
130	2	28	62#1400	3	14#900000|65#1500
131	2	29	62#1450	3	14#957600|65#1596
132	2	30	62#1500	3	14#1015200|65#1692
133	2	31	62#1550	3	14#1130400|65#1884
134	2	32	62#1600	3	14#1245600|65#2076
135	2	33	62#1650	3	14#1360800|65#2268
136	2	34	62#1700	3	14#1476000|65#2460
137	2	35	62#1750	3	14#1591200|65#2652
138	2	36	62#1800	3	14#1706400|65#2844
139	2	37	62#1850	3	14#1821600|65#3036
140	2	38	62#1900	3	14#1936800|65#3228
141	2	39	62#1950	3	14#2052000|65#3420
142	2	40	62#2000	3	14#2167200|65#3612
143	2	41	62#2050	3	14#2397600|65#3996
144	2	42	62#2100	3	14#2628000|65#4380
145	2	43	62#2150	3	14#2858400|65#4764
146	2	44	62#2200	3	14#3088800|65#5148
147	2	45	62#2250	3	14#3319200|65#5532
148	2	46	62#2300	3	14#3549600|65#5916
149	2	47	62#2350	3	14#3780000|65#6300
150	2	48	62#2400	3	14#4010400|65#6684
151	2	49	62#2450	3	14#4240800|65#7068
152	2	50	62#2500	3	14#4471200|65#7452
153	2	51	62#2550	3	14#4932000|65#8220
154	2	52	62#2600	3	14#5392800|65#8988
155	2	53	62#2650	3	14#5853600|65#9756
156	2	54	62#2700	3	14#6314400|65#10524
157	2	55	62#2750	3	14#6775200|65#11292
158	2	56	62#2800	3	14#7236000|65#12060
159	2	57	62#2850	3	14#7696800|65#12828
160	2	58	62#2900	3	14#8157600|65#13596
161	2	59	62#2950	3	14#8618400|65#14364
162	2	60	62#3000	3	14#9079200|65#15132
163	2	61	62#3050	3	14#10000800|65#16668
164	2	62	62#3100	3	14#10922400|65#18204
165	2	63	62#3150	3	14#11844000|65#19740
166	2	64	62#3200	3	14#12765600|65#21276
167	2	65	62#3250	3	14#13687200|65#22812
168	2	66	62#3300	3	14#14608800|65#24348
169	2	67	62#3350	3	14#15530400|65#25884
170	2	68	62#3400	3	14#16452000|65#27420
171	2	69	62#3450	3	14#17373600|65#28956
172	2	70	62#3500	3	14#18295200|65#30492
173	2	71	62#3550	3	14#20138400|65#33564
174	2	72	62#3600	3	14#21981600|65#36636
175	2	73	62#3650	3	14#23824800|65#39708
176	2	74	62#3700	3	14#25668000|65#42780
177	2	75	62#3750	3	14#27511200|65#45852
178	2	76	62#3800	3	14#29354400|65#48924
179	2	77	62#3850	3	14#31197600|65#51996
180	2	78	62#3900	3	14#33040800|65#55068
181	2	79	62#3950	3	14#34884000|65#58140
182	2	80	62#4000	3	14#36727200|65#61212
183	2	81	62#4050	3	14#40413600|65#67356
184	2	82	62#4100	3	14#44100000|65#73500
185	2	83	62#4150	3	14#47786400|65#79644
186	2	84	62#4200	3	14#51472800|65#85788
187	2	85	62#4250	3	14#55159200|65#91932
188	2	86	62#4300	3	14#58845600|65#98076
189	2	87	62#4350	3	14#62532000|65#104220
190	2	88	62#4400	3	14#66218400|65#110364
191	2	89	62#4450	3	14#69904800|65#116508
192	2	90	62#4500	3	14#73591200|65#122652
193	2	91	62#4550	3	14#80964000|65#134940
194	2	92	62#4600	3	14#88336800|65#147228
195	2	93	62#4650	3	14#95709600|65#159516
196	2	94	62#4700	3	14#103082400|65#171804
197	2	95	62#4750	3	14#110455200|65#184092
198	2	96	62#4800	3	14#117828000|65#196380
199	2	97	62#4850	3	14#125200800|65#208668
200	2	98	62#4900	3	14#132573600|65#220956
201	2	99	62#4950	3	14#139946400|65#233244
202	2	100	62#5000	3	null
203	3	0	55#0	3	14#8400|65#14
204	3	1	55#50	3	14#25200|65#42
205	3	2	55#100	3	14#42000|65#70
206	3	3	55#150	3	14#58800|65#98
207	3	4	55#200	3	14#75600|65#126
208	3	5	55#250	3	14#92400|65#154
209	3	6	55#300	3	14#109200|65#182
210	3	7	55#350	3	14#126000|65#210
211	3	8	55#400	3	14#142800|65#238
212	3	9	55#450	3	14#159600|65#266
213	3	10	55#500	3	14#176400|65#294
214	3	11	55#550	3	14#210000|65#350
215	3	12	55#600	3	14#243600|65#406
216	3	13	55#650	3	14#277200|65#462
217	3	14	55#700	3	14#310800|65#518
218	3	15	55#750	3	14#344400|65#574
219	3	16	55#800	3	14#378000|65#630
220	3	17	55#850	3	14#411600|65#686
221	3	18	55#900	3	14#445200|65#742
222	3	19	55#950	3	14#478800|65#798
223	3	20	55#1000	3	14#512400|65#854
224	3	21	55#1050	3	14#579600|65#966
225	3	22	55#1100	3	14#646800|65#1078
226	3	23	55#1150	3	14#714000|65#1190
227	3	24	55#1200	3	14#781200|65#1302
228	3	25	55#1250	3	14#848400|65#1414
229	3	26	55#1300	3	14#915600|65#1526
230	3	27	55#1350	3	14#982800|65#1638
231	3	28	55#1400	3	14#1050000|65#1750
232	3	29	55#1450	3	14#1117200|65#1862
233	3	30	55#1500	3	14#1184400|65#1974
234	3	31	55#1550	3	14#1318800|65#2198
235	3	32	55#1600	3	14#1453200|65#2422
236	3	33	55#1650	3	14#1587600|65#2646
237	3	34	55#1700	3	14#1722000|65#2870
238	3	35	55#1750	3	14#1856400|65#3094
239	3	36	55#1800	3	14#1990800|65#3318
240	3	37	55#1850	3	14#2125200|65#3542
241	3	38	55#1900	3	14#2259600|65#3766
242	3	39	55#1950	3	14#2394000|65#3990
243	3	40	55#2000	3	14#2528400|65#4214
244	3	41	55#2050	3	14#2797200|65#4662
245	3	42	55#2100	3	14#3066000|65#5110
246	3	43	55#2150	3	14#3334800|65#5558
247	3	44	55#2200	3	14#3603600|65#6006
248	3	45	55#2250	3	14#3872400|65#6454
249	3	46	55#2300	3	14#4141200|65#6902
250	3	47	55#2350	3	14#4410000|65#7350
251	3	48	55#2400	3	14#4678800|65#7798
252	3	49	55#2450	3	14#4947600|65#8246
253	3	50	55#2500	3	14#5216400|65#8694
254	3	51	55#2550	3	14#5754000|65#9590
255	3	52	55#2600	3	14#6291600|65#10486
256	3	53	55#2650	3	14#6829200|65#11382
257	3	54	55#2700	3	14#7366800|65#12278
258	3	55	55#2750	3	14#7904400|65#13174
259	3	56	55#2800	3	14#8442000|65#14070
260	3	57	55#2850	3	14#8979600|65#14966
261	3	58	55#2900	3	14#9517200|65#15862
262	3	59	55#2950	3	14#10054800|65#16758
263	3	60	55#3000	3	14#10592400|65#17654
264	3	61	55#3050	3	14#11667600|65#19446
265	3	62	55#3100	3	14#12742800|65#21238
266	3	63	55#3150	3	14#13818000|65#23030
267	3	64	55#3200	3	14#14893200|65#24822
268	3	65	55#3250	3	14#15968400|65#26614
269	3	66	55#3300	3	14#17043600|65#28406
270	3	67	55#3350	3	14#18118800|65#30198
271	3	68	55#3400	3	14#19194000|65#31990
272	3	69	55#3450	3	14#20269200|65#33782
273	3	70	55#3500	3	14#21344400|65#35574
274	3	71	55#3550	3	14#23494800|65#39158
275	3	72	55#3600	3	14#25645200|65#42742
276	3	73	55#3650	3	14#27795600|65#46326
277	3	74	55#3700	3	14#29946000|65#49910
278	3	75	55#3750	3	14#32096400|65#53494
279	3	76	55#3800	3	14#34246800|65#57078
280	3	77	55#3850	3	14#36397200|65#60662
281	3	78	55#3900	3	14#38547600|65#64246
282	3	79	55#3950	3	14#40698000|65#67830
283	3	80	55#4000	3	14#42848400|65#71414
284	3	81	55#4050	3	14#47149200|65#78582
285	3	82	55#4100	3	14#51450000|65#85750
286	3	83	55#4150	3	14#55750800|65#92918
287	3	84	55#4200	3	14#60051600|65#100086
288	3	85	55#4250	3	14#64352400|65#107254
289	3	86	55#4300	3	14#68653200|65#114422
290	3	87	55#4350	3	14#72954000|65#121590
291	3	88	55#4400	3	14#77254800|65#128758
292	3	89	55#4450	3	14#81555600|65#135926
293	3	90	55#4500	3	14#85856400|65#143094
294	3	91	55#4550	3	14#94458000|65#157430
295	3	92	55#4600	3	14#103059600|65#171766
296	3	93	55#4650	3	14#111661200|65#186102
297	3	94	55#4700	3	14#120262800|65#200438
298	3	95	55#4750	3	14#128864400|65#214774
299	3	96	55#4800	3	14#137466000|65#229110
300	3	97	55#4850	3	14#146067600|65#243446
301	3	98	55#4900	3	14#154669200|65#257782
302	3	99	55#4950	3	14#163270800|65#272118
303	3	100	55#5000	3	null
304	4	0	56#0	3	14#9600|65#16
305	4	1	56#100	3	14#28800|65#48
306	4	2	56#200	3	14#48000|65#80
307	4	3	56#300	3	14#67200|65#112
308	4	4	56#400	3	14#86400|65#144
309	4	5	56#500	3	14#105600|65#176
310	4	6	56#600	3	14#124800|65#208
311	4	7	56#700	3	14#144000|65#240
312	4	8	56#800	3	14#163200|65#272
313	4	9	56#900	3	14#182400|65#304
314	4	10	56#1000	3	14#201600|65#336
315	4	11	56#1100	3	14#240000|65#400
316	4	12	56#1200	3	14#278400|65#464
317	4	13	56#1300	3	14#316800|65#528
318	4	14	56#1400	3	14#355200|65#592
319	4	15	56#1500	3	14#393600|65#656
320	4	16	56#1600	3	14#432000|65#720
321	4	17	56#1700	3	14#470400|65#784
322	4	18	56#1800	3	14#508800|65#848
323	4	19	56#1900	3	14#547200|65#912
324	4	20	56#2000	3	14#585600|65#976
325	4	21	56#2100	3	14#662400|65#1104
326	4	22	56#2200	3	14#739200|65#1232
327	4	23	56#2300	3	14#816000|65#1360
328	4	24	56#2400	3	14#892800|65#1488
329	4	25	56#2500	3	14#969600|65#1616
330	4	26	56#2600	3	14#1046400|65#1744
331	4	27	56#2700	3	14#1123200|65#1872
332	4	28	56#2800	3	14#1200000|65#2000
333	4	29	56#2900	3	14#1276800|65#2128
334	4	30	56#3000	3	14#1353600|65#2256
335	4	31	56#3100	3	14#1507200|65#2512
336	4	32	56#3200	3	14#1660800|65#2768
337	4	33	56#3300	3	14#1814400|65#3024
338	4	34	56#3400	3	14#1968000|65#3280
339	4	35	56#3500	3	14#2121600|65#3536
340	4	36	56#3600	3	14#2275200|65#3792
341	4	37	56#3700	3	14#2428800|65#4048
342	4	38	56#3800	3	14#2582400|65#4304
343	4	39	56#3900	3	14#2736000|65#4560
344	4	40	56#4000	3	14#2889600|65#4816
345	4	41	56#4100	3	14#3196800|65#5328
346	4	42	56#4200	3	14#3504000|65#5840
347	4	43	56#4300	3	14#3811200|65#6352
348	4	44	56#4400	3	14#4118400|65#6864
349	4	45	56#4500	3	14#4425600|65#7376
350	4	46	56#4600	3	14#4732800|65#7888
351	4	47	56#4700	3	14#5040000|65#8400
352	4	48	56#4800	3	14#5347200|65#8912
353	4	49	56#4900	3	14#5654400|65#9424
354	4	50	56#5000	3	14#5961600|65#9936
355	4	51	56#5100	3	14#6576000|65#10960
356	4	52	56#5200	3	14#7190400|65#11984
357	4	53	56#5300	3	14#7804800|65#13008
358	4	54	56#5400	3	14#8419200|65#14032
359	4	55	56#5500	3	14#9033600|65#15056
360	4	56	56#5600	3	14#9648000|65#16080
361	4	57	56#5700	3	14#10262400|65#17104
362	4	58	56#5800	3	14#10876800|65#18128
363	4	59	56#5900	3	14#11491200|65#19152
364	4	60	56#6000	3	14#12105600|65#20176
365	4	61	56#6100	3	14#13334400|65#22224
366	4	62	56#6200	3	14#14563200|65#24272
367	4	63	56#6300	3	14#15792000|65#26320
368	4	64	56#6400	3	14#17020800|65#28368
369	4	65	56#6500	3	14#18249600|65#30416
370	4	66	56#6600	3	14#19478400|65#32464
371	4	67	56#6700	3	14#20707200|65#34512
372	4	68	56#6800	3	14#21936000|65#36560
373	4	69	56#6900	3	14#23164800|65#38608
374	4	70	56#7000	3	14#24393600|65#40656
375	4	71	56#7100	3	14#26851200|65#44752
376	4	72	56#7200	3	14#29308800|65#48848
377	4	73	56#7300	3	14#31766400|65#52944
378	4	74	56#7400	3	14#34224000|65#57040
379	4	75	56#7500	3	14#36681600|65#61136
380	4	76	56#7600	3	14#39139200|65#65232
381	4	77	56#7700	3	14#41596800|65#69328
382	4	78	56#7800	3	14#44054400|65#73424
383	4	79	56#7900	3	14#46512000|65#77520
384	4	80	56#8000	3	14#48969600|65#81616
385	4	81	56#8100	3	14#53884800|65#89808
386	4	82	56#8200	3	14#58800000|65#98000
387	4	83	56#8300	3	14#63715200|65#106192
388	4	84	56#8400	3	14#68630400|65#114384
389	4	85	56#8500	3	14#73545600|65#122576
390	4	86	56#8600	3	14#78460800|65#130768
391	4	87	56#8700	3	14#83376000|65#138960
392	4	88	56#8800	3	14#88291200|65#147152
393	4	89	56#8900	3	14#93206400|65#155344
394	4	90	56#9000	3	14#98121600|65#163536
395	4	91	56#9100	3	14#107952000|65#179920
396	4	92	56#9200	3	14#117782400|65#196304
397	4	93	56#9300	3	14#127612800|65#212688
398	4	94	56#9400	3	14#137443200|65#229072
399	4	95	56#9500	3	14#147273600|65#245456
400	4	96	56#9600	3	14#157104000|65#261840
401	4	97	56#9700	3	14#166934400|65#278224
402	4	98	56#9800	3	14#176764800|65#294608
403	4	99	56#9900	3	14#186595200|65#310992
404	4	100	56#10000	3	null
405	5	0	5#0	3	14#10800|65#18
406	5	1	5#5	3	14#32400|65#54
407	5	2	5#10	3	14#54000|65#90
408	5	3	5#15	3	14#75600|65#126
409	5	4	5#20	3	14#97200|65#162
410	5	5	5#25	3	14#118800|65#198
411	5	6	5#30	3	14#140400|65#234
412	5	7	5#35	3	14#162000|65#270
413	5	8	5#40	3	14#183600|65#306
414	5	9	5#45	3	14#205200|65#342
415	5	10	5#50	3	14#226800|65#378
416	5	11	5#55	3	14#270000|65#450
417	5	12	5#60	3	14#313200|65#522
418	5	13	5#65	3	14#356400|65#594
419	5	14	5#70	3	14#399600|65#666
420	5	15	5#75	3	14#442800|65#738
421	5	16	5#80	3	14#486000|65#810
422	5	17	5#85	3	14#529200|65#882
423	5	18	5#90	3	14#572400|65#954
424	5	19	5#95	3	14#615600|65#1026
425	5	20	5#100	3	14#658800|65#1098
426	5	21	5#105	3	14#745200|65#1242
427	5	22	5#110	3	14#831600|65#1386
428	5	23	5#115	3	14#918000|65#1530
429	5	24	5#120	3	14#1004400|65#1674
430	5	25	5#125	3	14#1090800|65#1818
431	5	26	5#130	3	14#1177200|65#1962
432	5	27	5#135	3	14#1263600|65#2106
433	5	28	5#140	3	14#1350000|65#2250
434	5	29	5#145	3	14#1436400|65#2394
435	5	30	5#150	3	14#1522800|65#2538
436	5	31	5#155	3	14#1695600|65#2826
437	5	32	5#160	3	14#1868400|65#3114
438	5	33	5#165	3	14#2041200|65#3402
439	5	34	5#170	3	14#2214000|65#3690
440	5	35	5#175	3	14#2386800|65#3978
441	5	36	5#180	3	14#2559600|65#4266
442	5	37	5#185	3	14#2732400|65#4554
443	5	38	5#190	3	14#2905200|65#4842
444	5	39	5#195	3	14#3078000|65#5130
445	5	40	5#200	3	14#3250800|65#5418
446	5	41	5#205	3	14#3596400|65#5994
447	5	42	5#210	3	14#3942000|65#6570
448	5	43	5#215	3	14#4287600|65#7146
449	5	44	5#220	3	14#4633200|65#7722
450	5	45	5#225	3	14#4978800|65#8298
451	5	46	5#230	3	14#5324400|65#8874
452	5	47	5#235	3	14#5670000|65#9450
453	5	48	5#240	3	14#6015600|65#10026
454	5	49	5#245	3	14#6361200|65#10602
455	5	50	5#250	3	14#6706800|65#11178
456	5	51	5#255	3	14#7398000|65#12330
457	5	52	5#260	3	14#8089200|65#13482
458	5	53	5#265	3	14#8780400|65#14634
459	5	54	5#270	3	14#9471600|65#15786
460	5	55	5#275	3	14#10162800|65#16938
461	5	56	5#280	3	14#10854000|65#18090
462	5	57	5#285	3	14#11545200|65#19242
463	5	58	5#290	3	14#12236400|65#20394
464	5	59	5#295	3	14#12927600|65#21546
465	5	60	5#300	3	14#13618800|65#22698
466	5	61	5#305	3	14#15001200|65#25002
467	5	62	5#310	3	14#16383600|65#27306
468	5	63	5#315	3	14#17766000|65#29610
469	5	64	5#320	3	14#19148400|65#31914
470	5	65	5#325	3	14#20530800|65#34218
471	5	66	5#330	3	14#21913200|65#36522
472	5	67	5#335	3	14#23295600|65#38826
473	5	68	5#340	3	14#24678000|65#41130
474	5	69	5#345	3	14#26060400|65#43434
475	5	70	5#350	3	14#27442800|65#45738
476	5	71	5#355	3	14#30207600|65#50346
477	5	72	5#360	3	14#32972400|65#54954
478	5	73	5#365	3	14#35737200|65#59562
479	5	74	5#370	3	14#38502000|65#64170
480	5	75	5#375	3	14#41266800|65#68778
481	5	76	5#380	3	14#44031600|65#73386
482	5	77	5#385	3	14#46796400|65#77994
483	5	78	5#390	3	14#49561200|65#82602
484	5	79	5#395	3	14#52326000|65#87210
485	5	80	5#400	3	14#55090800|65#91818
486	5	81	5#405	3	14#60620400|65#101034
487	5	82	5#410	3	14#66150000|65#110250
488	5	83	5#415	3	14#71679600|65#119466
489	5	84	5#420	3	14#77209200|65#128682
490	5	85	5#425	3	14#82738800|65#137898
491	5	86	5#430	3	14#88268400|65#147114
492	5	87	5#435	3	14#93798000|65#156330
493	5	88	5#440	3	14#99327600|65#165546
494	5	89	5#445	3	14#104857200|65#174762
495	5	90	5#450	3	14#110386800|65#183978
496	5	91	5#455	3	14#121446000|65#202410
497	5	92	5#460	3	14#132505200|65#220842
498	5	93	5#465	3	14#143564400|65#239274
499	5	94	5#470	3	14#154623600|65#257706
500	5	95	5#475	3	14#165682800|65#276138
501	5	96	5#480	3	14#176742000|65#294570
502	5	97	5#485	3	14#187801200|65#313002
503	5	98	5#490	3	14#198860400|65#331434
504	5	99	5#495	3	14#209919600|65#349866
505	5	100	5#500	3	null
506	6	0	51#0	3	14#12000|65#20
507	6	1	51#50	3	14#36000|65#60
508	6	2	51#100	3	14#60000|65#100
509	6	3	51#150	3	14#84000|65#140
510	6	4	51#200	3	14#108000|65#180
511	6	5	51#250	3	14#132000|65#220
512	6	6	51#300	3	14#156000|65#260
513	6	7	51#350	3	14#180000|65#300
514	6	8	51#400	3	14#204000|65#340
515	6	9	51#450	3	14#228000|65#380
516	6	10	51#500	3	14#252000|65#420
517	6	11	51#550	3	14#300000|65#500
518	6	12	51#600	3	14#348000|65#580
519	6	13	51#650	3	14#396000|65#660
520	6	14	51#700	3	14#444000|65#740
521	6	15	51#750	3	14#492000|65#820
522	6	16	51#800	3	14#540000|65#900
523	6	17	51#850	3	14#588000|65#980
524	6	18	51#900	3	14#636000|65#1060
525	6	19	51#950	3	14#684000|65#1140
526	6	20	51#1000	3	14#732000|65#1220
527	6	21	51#1050	3	14#828000|65#1380
528	6	22	51#1100	3	14#924000|65#1540
529	6	23	51#1150	3	14#1020000|65#1700
530	6	24	51#1200	3	14#1116000|65#1860
531	6	25	51#1250	3	14#1212000|65#2020
532	6	26	51#1300	3	14#1308000|65#2180
533	6	27	51#1350	3	14#1404000|65#2340
534	6	28	51#1400	3	14#1500000|65#2500
535	6	29	51#1450	3	14#1596000|65#2660
536	6	30	51#1500	3	14#1692000|65#2820
537	6	31	51#1550	3	14#1884000|65#3140
538	6	32	51#1600	3	14#2076000|65#3460
539	6	33	51#1650	3	14#2268000|65#3780
540	6	34	51#1700	3	14#2460000|65#4100
541	6	35	51#1750	3	14#2652000|65#4420
542	6	36	51#1800	3	14#2844000|65#4740
543	6	37	51#1850	3	14#3036000|65#5060
544	6	38	51#1900	3	14#3228000|65#5380
545	6	39	51#1950	3	14#3420000|65#5700
546	6	40	51#2000	3	14#3612000|65#6020
547	6	41	51#2050	3	14#3996000|65#6660
548	6	42	51#2100	3	14#4380000|65#7300
549	6	43	51#2150	3	14#4764000|65#7940
550	6	44	51#2200	3	14#5148000|65#8580
551	6	45	51#2250	3	14#5532000|65#9220
552	6	46	51#2300	3	14#5916000|65#9860
553	6	47	51#2350	3	14#6300000|65#10500
554	6	48	51#2400	3	14#6684000|65#11140
555	6	49	51#2450	3	14#7068000|65#11780
556	6	50	51#2500	3	14#7452000|65#12420
557	6	51	51#2550	3	14#8220000|65#13700
558	6	52	51#2600	3	14#8988000|65#14980
559	6	53	51#2650	3	14#9756000|65#16260
560	6	54	51#2700	3	14#10524000|65#17540
561	6	55	51#2750	3	14#11292000|65#18820
562	6	56	51#2800	3	14#12060000|65#20100
563	6	57	51#2850	3	14#12828000|65#21380
564	6	58	51#2900	3	14#13596000|65#22660
565	6	59	51#2950	3	14#14364000|65#23940
566	6	60	51#3000	3	14#15132000|65#25220
567	6	61	51#3050	3	14#16668000|65#27780
568	6	62	51#3100	3	14#18204000|65#30340
569	6	63	51#3150	3	14#19740000|65#32900
570	6	64	51#3200	3	14#21276000|65#35460
571	6	65	51#3250	3	14#22812000|65#38020
572	6	66	51#3300	3	14#24348000|65#40580
573	6	67	51#3350	3	14#25884000|65#43140
574	6	68	51#3400	3	14#27420000|65#45700
575	6	69	51#3450	3	14#28956000|65#48260
576	6	70	51#3500	3	14#30492000|65#50820
577	6	71	51#3550	3	14#33564000|65#55940
578	6	72	51#3600	3	14#36636000|65#61060
579	6	73	51#3650	3	14#39708000|65#66180
580	6	74	51#3700	3	14#42780000|65#71300
581	6	75	51#3750	3	14#45852000|65#76420
582	6	76	51#3800	3	14#48924000|65#81540
583	6	77	51#3850	3	14#51996000|65#86660
584	6	78	51#3900	3	14#55068000|65#91780
585	6	79	51#3950	3	14#58140000|65#96900
586	6	80	51#4000	3	14#61212000|65#102020
587	6	81	51#4050	3	14#67356000|65#112260
588	6	82	51#4100	3	14#73500000|65#122500
589	6	83	51#4150	3	14#79644000|65#132740
590	6	84	51#4200	3	14#85788000|65#142980
591	6	85	51#4250	3	14#91932000|65#153220
592	6	86	51#4300	3	14#98076000|65#163460
593	6	87	51#4350	3	14#104220000|65#173700
594	6	88	51#4400	3	14#110364000|65#183940
595	6	89	51#4450	3	14#116508000|65#194180
596	6	90	51#4500	3	14#122652000|65#204420
597	6	91	51#4550	3	14#134940000|65#224900
598	6	92	51#4600	3	14#147228000|65#245380
599	6	93	51#4650	3	14#159516000|65#265860
600	6	94	51#4700	3	14#171804000|65#286340
601	6	95	51#4750	3	14#184092000|65#306820
602	6	96	51#4800	3	14#196380000|65#327300
