Id	Type	Value	PoolNum	CoverID	EffectiveRange	Group	Level	NextLv
10426	90#90#90#90	22#0.4#1|10#0.3#1|4#15#1|26#0.12#1	0	0	2#2#2#2	1042	6	10427
10427	90#90#90#90	22#0.4#1|10#0.3#1|4#15#1|26#0.16#1	0	0	2#2#2#2	1042	7	10428
10428	90#90#90#90	22#0.4#1|10#0.3#1|4#15#1|26#0.2#1	0	0	2#2#2#2	1042	8	0
10441	29	0.5#0.1	0	0	1	1044	1	10442
10442	29	0.5#0.15	0	0	1	1044	2	10443
10443	29	0.5#0.2	0	0	1	1044	3	10444
10444	29	0.5#0.208	0	0	1	1044	4	10445
10445	29	0.5#0.216	0	0	1	1044	5	10446
10446	29	0.5#0.224	0	0	1	1044	6	10447
10447	29	0.5#0.232	0	0	1	1044	7	10448
10448	29	0.5#0.24	0	0	1	1044	8	0
10521	90#90	26#0.15#1|22#0.05#1	0	0	2#2	1052	1	10522
10522	90#90	26#0.25#1|22#0.1#1	0	0	2#2	1052	2	10523
10523	90#90	26#0.35#1|22#0.15#1	0	0	2#2	1052	3	10524
10524	90#90	26#0.39#1|22#0.15#1	0	0	2#2	1052	4	10525
10525	90#90	26#0.43#1|22#0.15#1	0	0	2#2	1052	5	10526
10526	90#90	26#0.47#1|22#0.15#1	0	0	2#2	1052	6	10527
10527	90#90	26#0.51#1|22#0.15#1	0	0	2#2	1052	7	10528
10528	90#90	26#0.55#1|22#0.15#1	0	0	2#2	1052	8	0
10541	90	11#0.05#1	0	0	2	1054	1	10542
10542	90	11#0.1#1	0	0	2	1054	2	10543
10543	90	11#0.15#1	0	0	2	1054	3	10544
10544	90	11#0.156#1	0	0	2	1054	4	10545
10545	90	11#0.162#1	0	0	2	1054	5	10546
10546	90	11#0.168#1	0	0	2	1054	6	10547
10547	90	11#0.174#1	0	0	2	1054	7	10548
10548	90	11#0.18#1	0	0	2	1054	8	0
10621	90#90#90	22#0.2#1|26#0.1#1|9#0.05#1	0	0	2#2#2	1062	1	10622
10622	90#90#90	22#0.3#1|26#0.15#1|9#0.1#1	0	0	2#2#2	1062	2	10623
10623	90#90#90	22#0.4#1|26#0.2#1|9#0.15#1	0	0	2#2#2	1062	3	10624
10624	90#90#90	22#0.4#1|26#0.24#1|9#0.15#1	0	0	2#2#2	1062	4	10625
10625	90#90#90	22#0.4#1|26#0.28#1|9#0.15#1	0	0	2#2#2	1062	5	10626
10626	90#90#90	22#0.4#1|26#0.32#1|9#0.15#1	0	0	2#2#2	1062	6	10627
10627	90#90#90	22#0.4#1|26#0.36#1|9#0.15#1	0	0	2#2#2	1062	7	10628
10628	90#90#90	22#0.4#1|26#0.4#1|9#0.15#1	0	0	2#2#2	1062	8	0
10641	301	22#1#0.05#2	0	0	1	1064	1	10642
10642	301	22#1#0.08#2	0	0	1	1064	2	10643
10643	301	22#1#0.12#2	0	0	1	1064	3	10644
10644	301	22#1#0.125#2	0	0	1	1064	4	10645
10645	301	22#1#0.13#2	0	0	1	1064	5	10646
10646	301	22#1#0.135#2	0	0	1	1064	6	10647
10647	301	22#1#0.14#2	0	0	1	1064	7	10648
10648	301	22#1#0.144#2	0	0	1	1064	8	0
10721	90#90#90	26#0.2#1|6#0.05#1|25#0.1#1	0	0	2#2#2	1072	1	10722
10722	90#90#90	26#0.3#1|6#0.1#1|25#0.15#1	0	0	2#2#2	1072	2	10723
10723	90#90#90	26#0.4#1|6#0.15#1|25#0.2#1	0	0	2#2#2	1072	3	10724
10724	90#90#90	26#0.44#1|6#0.15#1|25#0.2#1	0	0	2#2#2	1072	4	10725
10725	90#90#90	26#0.48#1|6#0.15#1|25#0.2#1	0	0	2#2#2	1072	5	10726
10726	90#90#90	26#0.52#1|6#0.15#1|25#0.2#1	0	0	2#2#2	1072	6	10727
10727	90#90#90	26#0.56#1|6#0.15#1|25#0.2#1	0	0	2#2#2	1072	7	10728
10728	90#90#90	26#0.6#1|6#0.15#1|25#0.2#1	0	0	2#2#2	1072	8	0
10741	302#303	0.65#1.1#1|3#6#1#0.05	0	0	1#1	1074	1	10742
10742	302#303	0.85#1.3#1|3#6#1#0.1	0	0	1#1	1074	2	10743
10743	302#303	1.0#1.5#1|3#6#1#0.15	0	0	1#1	1074	3	10744
10744	302#303	1.0#1.56#1|3#6#1#0.156	0	0	1#1	1074	4	10745
10745	302#303	1.0#1.62#1|3#6#1#0.162	0	0	1#1	1074	5	10746
10746	302#303	1.0#1.68#1|3#6#1#0.168	0	0	1#1	1074	6	10747
10747	302#303	1.0#1.74#1|3#6#1#0.174	0	0	1#1	1074	7	10748
10748	302#303	1.0#1.8#1#1|3#6#1#0.18	0	0	1#1	1074	8	0
10821	90#90#90	26#0.1#1|22#0.1#1|6#0.05#1	0	0	2#2#2	1082	1	10822
10822	90#90#90	26#0.2#1|22#0.15#1|6#0.1#1	0	0	2#2#2	1082	2	10823
10823	90#90#90	26#0.3#1|22#0.15#1|6#0.15#1	0	0	2#2#2	1082	3	10824
10824	90#90#90	26#0.34#1|22#0.15#1|6#0.15#1	0	0	2#2#2	1082	4	10825
10825	90#90#90	26#0.38#1|22#0.15#1|6#0.15#1	0	0	2#2#2	1082	5	10826
10826	90#90#90	26#0.42#1|22#0.15#1|6#0.15#1	0	0	2#2#2	1082	6	10827
10827	90#90#90	26#0.46#1|22#0.15#1|6#0.15#1	0	0	2#2#2	1082	7	10828
10828	90#90#90	26#0.5#1|22#0.15#1|6#0.15#1	0	0	2#2#2	1082	8	0
10841	406	14#3#0.2#2	0	0	1	1084	1	10842
10842	406	14#3#0.3#2	0	0	1	1084	2	10843
10843	406	14#3#0.4#2	0	0	1	1084	3	10844
10844	406	14#3#0.416#2	0	0	1	1084	4	10845
10845	406	14#3#0.432#2	0	0	1	1084	5	10846
10846	406	14#3#0.448#2	0	0	1	1084	6	10847
10847	406	14#3#0.464#2	0	0	1	1084	7	10848
10848	406	14#3#0.48#2	0	0	1	1084	8	0
10921	90#90	22#0.2#1|26#0.1#1	0	0	2#2	1092	1	10922
10922	90#90#90	22#0.3#1|26#0.15#1|24#0.05#1	0	0	2#2#2	1092	2	10923
10923	90#90#90	22#0.4#1|26#0.2#1|24#0.1#1	0	0	2#2#2	1092	3	10924
10924	90#90#90	22#0.4#1|26#0.24#1|24#0.1#1	0	0	2#2#2	1092	4	10925
10925	90#90#90	22#0.4#1|26#0.28#1|24#0.1#1	0	0	2#2#2	1092	5	10926
10926	90#90#90	22#0.4#1|26#0.32#1|24#0.1#1	0	0	2#2#2	1092	6	10927
10927	90#90#90	22#0.4#1|26#0.36#1|24#0.1#1	0	0	2#2#2	1092	7	10928
10928	90#90#90	22#0.4#1|26#0.4#1|24#0.1#1	0	0	2#2#2	1092	8	0
10941	304#307	4#4#0.08#2|1#1#6#3#0.2	0	0	1#1	1094	1	10942
10942	304#307	4#4#0.08#2|1#1#6#3#0.3	0	0	1#1	1094	2	10943
10943	304#307	4#4#0.08#2|1#1#6#3#0.4	0	0	1#1	1094	3	10944
10944	304#307	4#4#0.08#2|1#1#6#3#0.416	0	0	1#1	1094	4	10945
10945	304#307	4#4#0.08#2|1#1#6#3#0.432	0	0	1#1	1094	5	10946
10946	304#307	4#4#0.08#2|1#1#6#3#0.448	0	0	1#1	1094	6	10947
10947	304#307	4#4#0.08#2|1#1#6#3#0.464	0	0	1#1	1094	7	10948
10948	304#307	4#4#0.08#2|1#1#6#3#0.48	0	0	1#1	1094	8	0
11021	90#90	26#0.15#1|22#0.05#1	0	0	2#2	1102	1	11022
11022	90#90#90	26#0.25#1|22#0.1#1|11#0.05#1	0	0	2#2#2	1102	2	11023
11023	90#90#90	26#0.35#1|22#0.15#1|11#0.1#1	0	0	2#2#2	1102	3	11024
11024	90#90#90	26#0.39#1|22#0.15#1|11#0.1#1	0	0	2#2#2	1102	4	11025
11025	90#90#90	26#0.43#1|22#0.15#1|11#0.1#1	0	0	2#2#2	1102	5	11026
11026	90#90#90	26#0.47#1|22#0.15#1|11#0.1#1	0	0	2#2#2	1102	6	11027
11027	90#90#90	26#0.51#1|22#0.15#1|11#0.1#1	0	0	2#2#2	1102	7	11028
11028	90#90#90	26#0.55#1|22#0.15#1|11#0.1#1	0	0	2#2#2	1102	8	0
11041	306#306	1#1.0#22#1#0.1#2|1#1.0#9#1#0.1#2	0	0	1#1	1104	1	11042
11042	306#306	1#1.0#22#1#0.1#2|1#1.0#9#1#0.15#2	0	0	1#1	1104	2	11043
11043	306#306	1#1.0#22#1#0.1#2|1#1.0#9#1#0.2#2	0	0	1#1	1104	3	11044
11044	306#306	1#1.0#22#1#0.1#2|1#1.0#9#1#0.208#2	0	0	1#1	1104	4	11045
11045	306#306	1#1.0#22#1#0.1#2|1#1.0#9#1#0.216#2	0	0	1#1	1104	5	11046
11046	306#306	1#1.0#22#1#0.1#2|1#1.0#9#1#0.224#2	0	0	1#1	1104	6	11047
11047	306#306	1#1.0#22#1#0.1#2|1#1.0#9#1#0.232#2	0	0	1#1	1104	7	11048
11048	306#306	1#1.0#22#1#0.1#2|1#1.0#9#1#0.24#2	0	0	1#1	1104	8	0
11121	90#90	22#0.1#1|23#0.05#1	0	0	2#2	1112	1	0
11221	90#90	22#0.1#1|23#0.05#1	0	0	2#2	1122	1	0
11231	307	1#2#9#1#0.25	0	0	1	1123	1	0
11321	90#90	22#0.1#1|26#0.05#1	0	0	2#2	1132	1	0
11421	90#90	22#0.1#1|26#0.05#1	0	0	2#2	1142	1	0
11521	90#90	26#0.1#1|6#0.05#1	0	0	2#2	1152	1	0
11821	90#90	26#0.1#1|22#0.05#1	0	0	2#2	1182	1	0
12121	90#90	22#0.1#1|9#0.05#1	0	0	2#2	1212	1	0
12421	90#90#90	22#0.2#1|26#0.1#1|9#0.05#1	0	0	2#2#2	1242	1	12422
12422	90#90#90	22#0.3#1|26#0.15#1|9#0.1#1	0	0	2#2#2	1242	2	12423
12423	90#90#90	22#0.4#1|26#0.20#1|9#0.15#1	0	0	2#2#2	1242	3	12424
12424	90#90#90	22#0.4#1|26#0.24#1|9#0.15#1	0	0	2#2#2	1242	4	12425
12425	90#90#90	22#0.4#1|26#0.28#1|9#0.15#1	0	0	2#2#2	1242	5	12426
12426	90#90#90	22#0.4#1|26#0.32#1|9#0.15#1	0	0	2#2#2	1242	6	12427
12427	90#90#90	22#0.4#1|26#0.36#1|9#0.15#1	0	0	2#2#2	1242	7	12428
12428	90#90#90	22#0.4#1|26#0.40#1|9#0.15#1	0	0	2#2#2	1242	8	0
12441	308	0.1#8#1#22#9#0.03#2#8#0.2#2	0	0	1	1244	1	12442
12442	308	0.1#8#1#22#9#0.06#2#8#0.2#2	0	0	1	1244	2	12443
12443	308	0.1#8#1#22#9#0.09#2#8#0.2#2	0	0	1	1244	3	12444
12444	308	0.1#8#1#22#9#0.093#2#8#0.2#2	0	0	1	1244	4	12445
12445	308	0.1#8#1#22#9#0.099#2#8#0.2#2	0	0	1	1244	5	12446
12446	308	0.1#8#1#22#9#0.102#2#8#0.2#2	0	0	1	1244	6	12447
12447	308	0.1#8#1#22#9#0.105#2#8#0.2#2	0	0	1	1244	7	12448
12448	308	0.1#8#1#22#9#0.108#2#8#0.2#2	0	0	1	1244	8	0
20121	90#90#90	22#0.2#1|9#0.05#1|4#5#1	0	0	2#2#2	2012	1	20122
20122	90#90#90	22#0.3#1|9#0.1#1|4#10#1	0	0	2#2#2	2012	2	20123
20123	90#90#90	22#0.4#1|9#0.15#1|4#15#1	0	0	2#2#2	2012	3	20124
20124	90#90#90#90	22#0.4#1|9#0.15#1|4#15#1|26#0.04#1	0	0	2#2#2#2	2012	4	20125
20125	90#90#90#90	22#0.4#1|9#0.15#1|4#15#1|26#0.08#1	0	0	2#2#2#2	2012	5	20126
20126	90#90#90#90	22#0.4#1|9#0.15#1|4#15#1|26#0.12#1	0	0	2#2#2#2	2012	6	20127
20127	90#90#90#90	22#0.4#1|9#0.15#1|4#15#1|26#0.16#1	0	0	2#2#2#2	2012	7	20128
20128	90#90#90#90	22#0.4#1|9#0.15#1|4#15#1|26#0.2#1	0	0	2#2#2#2	2012	8	0
20141	309#397#398	4#5#2#9#1#0.1|3#4#2#5#1#0.1|3#4#0.3#2#2	0	0	1#1#1	2014	1	20142
20142	309#397#398	4#5#2#9#1#0.15|3#4#2#5#1#0.15|3#4#0.4#2#2	0	0	1#1#1	2014	2	20143
20143	309#397#398	4#5#2#9#1#0.2|3#4#2#5#1#0.2|3#4#0.5#2#2	0	0	1#1#1	2014	3	20144
20144	309#397#398	4#5#2#9#1#0.208|3#4#2#5#1#0.208|3#4#0.51#2#2	0	0	1#1#1	2014	4	20145
20145	309#397#398	4#5#2#9#1#0.216|3#4#2#5#1#0.216|3#4#0.52#2#2	0	0	1#1#1	2014	5	20146
20146	309#397#398	4#5#2#9#1#0.224|3#4#2#5#1#0.224|3#4#0.53#2#2	0	0	1#1#1	2014	6	20147
20147	309#397#398	4#5#2#9#1#0.232|3#4#2#5#1#0.232|3#4#0.54#2#2	0	0	1#1#1	2014	7	20148
20148	309#397#398	4#5#2#9#1#0.24|3#4#2#5#1#0.24|3#4#0.55#2#2	0	0	1#1#1	2014	8	0
20221	90#90#90	26#0.2#1|22#0.1#1|4#5#1	0	0	2#2#2	2022	1	20222
20222	90#90#90	26#0.3#1|22#0.15#1|4#10#1	0	0	2#2#2	2022	2	20223
20223	90#90#90	26#0.4#1|22#0.20#1|4#15#1	0	0	2#2#2	2022	3	20224
20224	90#90#90	26#0.44#1|22#0.20#1|4#15#1	0	0	2#2#2	2022	4	20225
20225	90#90#90	26#0.48#1|22#0.20#1|4#15#1	0	0	2#2#2	2022	5	20226
20226	90#90#90	26#0.52#1|22#0.20#1|4#15#1	0	0	2#2#2	2022	6	20227
20227	90#90#90	26#0.56#1|22#0.20#1|4#15#1	0	0	2#2#2	2022	7	20228
20228	90#90#90	26#0.60#1|22#0.20#1|4#15#1	0	0	2#2#2	2022	8	0
20241	309	4#5#2#5#1#0.1	0	0	1	2024	1	20242
20242	309	4#5#2#5#1#0.15	0	0	1	2024	2	20243
20243	309#312	4#5#2#5#1#0.2|4#5	0	0	1#1	2024	3	20244
20244	309#312	4#5#2#5#1#0.208|4#5	0	0	1#1	2024	4	20245
20245	309#312	4#5#2#5#1#0.216|4#5	0	0	1#1	2024	5	20246
20246	309#312	4#5#2#5#1#0.224|4#5	0	0	1#1	2024	6	20247
20247	309#312	4#5#2#5#1#0.232|4#5	0	0	1#1	2024	7	20248
20248	309#312	4#5#2#5#1#0.24|4#5	0	0	1#1	2024	8	0
20321	90#90#90	26#0.2#1|22#0.1#1|4#5#1	0	0	2#2#2	2032	1	20322
20322	90#90#90	26#0.3#1|22#0.15#1|4#10#1	0	0	2#2#2	2032	2	20323
20323	90#90#90	26#0.4#1|22#0.20#1|4#15#1	0	0	2#2#2	2032	3	20324
20324	90#90#90	26#0.44#1|22#0.20#1|4#15#1	0	0	2#2#2	2032	4	20325
20325	90#90#90	26#0.48#1|22#0.20#1|4#15#1	0	0	2#2#2	2032	5	20326
20326	90#90#90	26#0.52#1|22#0.20#1|4#15#1	0	0	2#2#2	2032	6	20327
20327	90#90#90	26#0.56#1|22#0.20#1|4#15#1	0	0	2#2#2	2032	7	20328
20328	90#90#90	26#0.60#1|22#0.20#1|4#15#1	0	0	2#2#2	2032	8	0
20341	313	0.08	0	0	1	2034	1	20342
20342	313	0.11	0	0	1	2034	2	20343
20343	313	0.16	0	0	1	2034	3	20344
20344	313	0.167	0	0	1	2034	4	20345
20345	313	0.173	0	0	1	2034	5	20346
20346	313	0.18	0	0	1	2034	6	20347
20347	313	0.186	0	0	1	2034	7	20348
20348	313	0.192	0	0	1	2034	8	0
20421	90#90#90	22#0.1#1|26#0.05#1|10#0.1#1	0	0	2#2#2	2042	1	20422
20422	90#90#90	22#0.2#1|26#0.1#1|10#0.2#1	0	0	2#2#2	2042	2	20423
20423	90#90#90	22#0.3#1|26#0.15#1|10#0.3#1	0	0	2#2#2	2042	3	0
20521	90#90#90	22#0.15#1|26#0.05#1|9#0.05#1	0	0	2#2#2	2052	1	20522
20522	90#90#90	22#0.25#1|26#0.1#1|9#0.05#1	0	0	2#2#2	2052	2	20523
20523	90#90#90	22#0.35#1|26#0.15#1|9#0.05#1	0	0	2#2#2	2052	3	20524
20524	90#90#90	22#0.35#1|26#0.19#1|9#0.05#1	0	0	2#2#2	2052	4	20525
20525	90#90#90	22#0.35#1|26#0.23#1|9#0.05#1	0	0	2#2#2	2052	5	20526
20526	90#90#90	22#0.35#1|26#0.27#1|9#0.05#1	0	0	2#2#2	2052	6	20527
20527	90#90#90	22#0.35#1|26#0.31#1|9#0.05#1	0	0	2#2#2	2052	7	20528
20528	90#90#90	22#0.35#1|26#0.35#1|9#0.05#1	0	0	2#2#2	2052	8	0
20541	309#309	4#5#2#5#1#0.04|4#5#2#9#1#0.1	0	0	1#1	2054	1	20542
20542	309#309	4#5#2#5#1#0.08|4#5#2#9#1#0.1	0	0	1#1	2054	2	20543
20543	309#309	4#5#2#5#1#0.12|4#5#2#9#1#0.1	0	0	1#1	2054	3	20544
20544	309#309	4#5#2#5#1#0.132|4#5#2#9#1#0.1	0	0	1#1	2054	4	20545
20545	309#309	4#5#2#5#1#0.144|4#5#2#9#1#0.1	0	0	1#1	2054	5	20546
20546	309#309	4#5#2#5#1#0.156|4#5#2#9#1#0.1	0	0	1#1	2054	6	20547
20547	309#309	4#5#2#5#1#0.168|4#5#2#9#1#0.1	0	0	1#1	2054	7	20548
20548	309#309	4#5#2#5#1#0.18|4#5#2#9#1#0.1	0	0	1#1	2054	8	0
20621	90#90	26#0.15#1|22#0.05#1	0	0	2#2	2062	1	20622
20622	90#90#90	26#0.25#1|22#0.1#1|25#0.05#1	0	0	2#2#2	2062	2	20623
20623	90#90#90	26#0.35#1|22#0.15#1|25#0.1#1	0	0	2#2#2	2062	3	20624
20624	90#90#90	26#0.39#1|22#0.15#1|25#0.1#1	0	0	2#2#2	2062	4	20625
20625	90#90#90	26#0.43#1|22#0.15#1|25#0.1#1	0	0	2#2#2	2062	5	20626
20626	90#90#90	26#0.47#1|22#0.15#1|25#0.1#1	0	0	2#2#2	2062	6	20627
20627	90#90#90	26#0.51#1|22#0.15#1|25#0.1#1	0	0	2#2#2	2062	7	20628
20628	90#90#90	26#0.55#1|22#0.15#1|25#0.1#1	0	0	2#2#2	2062	8	0
20631	314	12#0.25#6#1#0.2#2	0	0	1	2063	1	20632
20632	314	12#0.35#6#1#0.25#2	0	0	1	2063	2	20633
20633	314	12#0.55#6#1#0.3#2	0	0	1	2063	3	20634
20634	314	12#0.572#6#1#0.30#2	0	0	1	2063	4	20635
20635	314	12#0.594#6#1#0.3#2	0	0	1	2063	5	20636
20636	314	12#0.616#6#1#0.3#2	0	0	1	2063	6	20637
20637	314	12#0.638#6#1#0.3#2	0	0	1	2063	7	20638
20638	314	12#0.66#6#1#0.3#2	0	0	1	2063	8	0
20641	315	0.5#5#12#0.07#1	0	0	1	2064	1	20642
20642	315	0.7#5#12#0.07#1	0	0	1	2064	2	20643
20643	315	1.0#5#12#0.07#1	0	0	1	2064	3	20644
20644	315#90	1.0#5#12#0.07#1|6#0.01#1	0	0	1#2	2064	4	20645
20645	315#90	1.0#5#12#0.07#1|6#0.02#1	0	0	1#2	2064	5	20646
20646	315#90	1.0#5#12#0.07#1|6#0.03#1	0	0	1#2	2064	6	20647
20647	315#90	1.0#5#12#0.07#1|6#0.04#1	0	0	1#2	2064	7	20648
20648	315#90	1.0#5#12#0.07#1|6#0.05#1	0	0	1#2	2064	8	0
20721	90#90	22#0.1#1|9#0.05#1	0	0	2#2	2072	1	20722
20722	90#90	22#0.2#1|9#0.1#1	0	0	2#2	2072	2	20723
20723	90#90	22#0.3#1|9#0.15#1	0	0	2#2	2072	3	0
20821	90#90	22#0.15#1|9#0.05#1	0	0	2#2	2082	1	20822
20822	90#90	22#0.25#1|9#0.1#1	0	0	2#2	2082	2	20823
20823	90#90	22#0.35#1|9#0.15#1	0	0	2#2	2082	3	20824
20824	90#90#90	22#0.35#1|26#0.04#1|9#0.15#1	0	0	2#2#2	2082	4	20825
20825	90#90#90	22#0.35#1|26#0.08#1|9#0.15#1	0	0	2#2#2	2082	5	20826
20826	90#90#90	22#0.35#1|26#0.12#1|9#0.15#1	0	0	2#2#2	2082	6	20827
20827	90#90#90	22#0.35#1|26#0.16#1|9#0.15#1	0	0	2#2#2	2082	7	20828
20828	90#90#90	22#0.35#1|26#0.20#1|9#0.15#1	0	0	2#2#2	2082	8	0
20841	309#309	4#5#2#9#1#0.1|4#5#2#10#1#0.2	0	0	1#1	2084	1	20842
20842	309#309	4#5#2#9#1#0.15|4#5#2#10#1#0.3	0	0	1#1	2084	2	20843
20843	309#309	4#5#2#9#1#0.2|4#5#2#10#1#0.4	0	0	1#1	2084	3	20844
20844	309#309	4#5#2#9#1#0.208|4#5#2#10#1#0.416	0	0	1#1	2084	4	20845
20845	309#309	4#5#2#9#1#0.216|4#5#2#10#1#0.432	0	0	1#1	2084	5	20846
20846	309#309	4#5#2#9#1#0.224|4#5#2#10#1#0.448	0	0	1#1	2084	6	20847
20847	309#309	4#5#2#9#1#0.232|4#5#2#10#1#0.464	0	0	1#1	2084	7	20848
20848	309#309	4#5#2#9#1#0.24|4#5#2#10#1#0.48	0	0	1#1	2084	8	0
20921	90#90	22#0.15#1|9#0.05#1	0	0	2#2	2092	1	20922
20922	90#90	22#0.25#1|9#0.1#1	0	0	2#2	2092	2	20923
20923	90#90	22#0.35#1|9#0.15#1	0	0	2#2	2092	3	20924
20924	90#90#90	22#0.35#1|9#0.15#1|26#0.04#1	0	0	2#2#2	2092	4	20925
20925	90#90#90	22#0.35#1|9#0.15#1|26#0.08#1	0	0	2#2#2	2092	5	20926
20926	90#90#90	22#0.35#1|9#0.15#1|26#0.12#1	0	0	2#2#2	2092	6	20927
20927	90#90#90	22#0.35#1|9#0.15#1|26#0.16#1	0	0	2#2#2	2092	7	20928
20928	90#90#90	22#0.35#1|9#0.15#1|26#0.20#1	0	0	2#2#2	2092	8	0
20941	407	4#0.3	0	0	1	2094	1	20942
20942	407	4#0.4	0	0	1	2094	2	20943
20943	407	4#0.5	0	0	1	2094	3	20944
20944	407	4#0.52	0	0	1	2094	4	20945
20945	407	4#0.54	0	0	1	2094	5	20946
20946	407	4#0.56	0	0	1	2094	6	20947
20947	407	4#0.58	0	0	1	2094	7	20948
20948	407	4#0.6	0	0	1	2094	8	0
21021	90#90	22#0.05#1|26#0.1#1	0	0	2#2	2102	1	0
21121	90#90	22#0.1#1|9#0.05#1	0	0	2#2	2112	1	0
21221	90#90	26#0.1#1|6#0.05#1	0	0	2#2	2122	1	0
21321	90#90	22#0.05#1|26#0.1#1	0	0	2#2	2132	1	0
21421	90#90	22#0.1#1|26#0.05#1	0	0	2#2	2142	1	0
21921	90#90	22#0.1#1|6#0.05#1	0	0	2#2	2192	1	0
22121	90#90	22#0.05#1|26#0.05#1	0	0	2#2	2212	1	0
22321	90#90	26#0.2#1|22#0.1#1	0	0	2#2	2232	1	22322
22322	90#90	26#0.3#1|22#0.15#1	0	0	2#2	2232	2	22323
22323	90#90#90	26#0.4#1|22#0.2#1|11#0.1#1	0	0	2#2#2	2232	3	22324
22324	90#90#90	26#0.44#1|22#0.2#1|11#0.1#1	0	0	2#2#2	2232	4	22325
22325	90#90#90	26#0.48#1|22#0.2#1|11#0.1#1	0	0	2#2#2	2232	5	22326
22326	90#90#90	26#0.52#1|22#0.2#1|11#0.1#1	0	0	2#2#2	2232	6	22327
22327	90#90#90	26#0.56#1|22#0.2#1|11#0.1#1	0	0	2#2#2	2232	7	22328
22328	90#90#90	26#0.60#1|22#0.2#1|11#0.1#1	0	0	2#2#2	2232	8	0
22341	317	4#5#0.1#1#0.1	0	0	1	2234	1	22342
22342	317	4#5#0.1#1#0.15	0	0	1	2234	2	22343
22343	317	4#5#0.1#1#0.2	0	0	1	2234	3	22344
22344	317	4#5#0.1#1#0.21	0	0	1	2234	4	22345
22345	317	4#5#0.1#1#0.22	0	0	1	2234	5	22346
22346	317	4#5#0.1#1#0.23	0	0	1	2234	6	22347
22347	317	4#5#0.1#1#0.24	0	0	1	2234	7	22348
22348	317	4#5#0.1#1#0.25	0	0	1	2234	8	0
30121	90#90#90	22#0.2#1|26#0.1#1|9#0.05#1	0	0	2#2#2	3012	1	30122
30122	90#90#90	22#0.3#1|26#0.15#1|9#0.1#1	0	0	2#2#2	3012	2	30123
30123	90#90#90	22#0.4#1|26#0.20#1|9#0.15#1	0	0	2#2#2	3012	3	30124
30124	90#90#90	22#0.4#1|26#0.24#1|9#0.15#1	0	0	2#2#2	3012	4	30125
30125	90#90#90	22#0.4#1|26#0.28#1|9#0.15#1	0	0	2#2#2	3012	5	30126
30126	90#90#90	22#0.4#1|26#0.32#1|9#0.15#1	0	0	2#2#2	3012	6	30127
30127	90#90#90	22#0.4#1|26#0.36#1|9#0.15#1	0	0	2#2#2	3012	7	30128
30128	90#90#90	22#0.4#1|26#0.40#1|9#0.15#1	0	0	2#2#2	3012	8	0
30141	396	1#10#22#1#0.01	0	0	1	3014	1	30142
