Id	Sesc	Type	StartTime	Endtime	Time	GapTime	OpenRanking	IsSaving	IsMail	IfOpen	ShopId	ResetGrade	OpenRules	CanBuyRechargeId	IsOpen	SleepTime	ActivityItem
602	51010016	6	20200101 000000	20291231 000000	1	0	0	0	0	null	0	0	3#601	103	1	0	null
603	51010016	6	20200101 000000	20291231 000000	1	0	0	0	0	null	0	0	3#602	104	1	0	null
604	51010016	6	20200101 000000	20291231 000000	1	0	0	0	0	null	0	0	3#603	105	1	0	null
10006	51010027	10006	0	0	1	0	0	0	0	null	0	0	2#25#999	0	1	0	null
10005	51010026	10005	0	0	1	0	0	0	0	null	0	0	2#45#999	0	1	0	null
10021	51010033	10021	0	0	1	0	0	0	0	null	0	0	2#50#999	60001#60002#60003#60004#60005#60006#60007#60008#60009#60010#60011#60012#60013	1	0	null
14	51010019	14	20200101 000000	20291231 000000	1	0	0	1	1	null	0	0	null	0	1	0	null
10007	51010028	10007	0	0	1	0	0	0	0	null	0	0	2#55#999	0	1	0	null
78	51010020	78	0	0	1	0	0	1	0	null	0	0	2#15#999	78	1	0	null
79	51010021	79	0	0	1	0	0	1	0	null	0	0	2#15#999	79	1	0	null
10002	51010020	10002	0	0	1	0	0	0	0	null	0	0	2#15#999	0	1	0	null
10003	51010021	10003	0	0	1	0	0	0	0	null	0	0	2#15#999	0	1	0	null
3000	51010022	3000	0	315360000	2	0	0	1	0	null	0	0	4#3#45	30000	1	0	null
3001	51010023	3001	0	315360000	2	0	0	1	0	null	0	0	4#5#45	30001	1	0	null
10008	51010029	10008	0	0	1	0	0	0	0	null	0	0	2#10#999	0	1	0	null
10009	51010030	10009	0	0	1	0	0	0	0	null	0	0	2#10#999	0	1	0	null
10010	51010031	10010	0	0	1	0	0	0	0	null	0	0	2#10#999	0	1	0	null
8	51010034	8	0	2419199	3	0	0	1	1	null	0	0	2#45#999	5001	1	0	null
801	51010034	8	2505600	4924799	3	0	0	1	1	null	0	0	2#45#999	5002	1	0	null
802	51010034	8	5011200	7430399	3	0	0	1	1	null	0	0	2#45#999	5003	1	0	null
803	51010034	8	7516800	9935999	3	0	0	1	1	null	0	0	2#45#999	5004	1	0	null
804	51010034	8	10022400	12441599	3	0	0	1	1	null	0	0	2#45#999	5005	1	0	null
805	51010034	8	12528000	14947199	3	0	0	1	1	null	0	0	2#45#999	5006	1	0	null
806	51010034	8	15033600	17452799	3	0	0	1	1	null	0	0	2#45#999	5007	1	0	null
807	51010034	8	17539200	19958399	3	0	0	1	1	null	0	0	2#45#999	5008	1	0	null
808	51010034	8	20044800	22463999	3	0	0	1	1	null	0	0	2#45#999	5009	1	0	null
42	51010037	42	0	431999	2	0	0	1	1	null	0	0	2#6#999	0	1	0	null
10	51010038	10	0	863999	2	0	0	1	1	null	10#50#51#52#53#54#55	0	2#1#999	0	1	0	null
56	51010010	56	0	31535999	2	0	0	0	1	null	0	0	2#8#999	0	1	0	null
6000	51010039	6000	20291002 000000	20291004 210000	1	0	0	1	0	null	0	0	2#30#999	6001#6002#6003	1	0	null
6001	51010039	6000	20291002 000000	20291004 210000	1	0	0	1	0	null	0	0	2#30#999	6004#6005#6006	1	0	null
6002	51010373	6001	86400	172799	3	0	0	1	0	null	0	0	2#30#999	6007#6008#6009	1	0	null
6003	51010373	6001	172800	259199	3	0	0	1	0	null	0	0	2#30#999	6010#6011#6012	1	0	null
6004	51010373	6001	259200	345599	3	0	0	1	0	null	0	0	2#30#999	6013#6014#6015	1	0	null
6005	51010373	6001	345600	431999	3	0	0	1	0	null	0	0	2#30#999	6016#6017#6018	1	0	null
6006	51010373	6001	432000	518399	3	0	0	1	0	null	0	0	2#30#999	6019#6020#6021	1	0	null
6007	51010373	6001	518400	604799	3	0	0	1	0	null	0	0	2#30#999	6022#6023#6024	1	0	null
60001	51010042	30000	0	1814399	3	0	0	1	0	null	0	0	2#22#999	0	1	0	null
43	51010040	52	0	604799	3	0	0	0	0	null	0	0	2#9#999	0	1	0	null
1500	51010044	15	0	604799	3	0	0	1	0	null	11	0	2#10#999	0	1	0	67
9000	51010046	9000	0	604799	2	0	0	0	0	null	0	0	2#10#999	0	1	0	50004
10020	51010032	10020	0	604799	3	0	0	0	0	null	0	0	2#10#999	61000#61001#61002#61003#61004#61005#61006#61007	1	0	null
7000	51010043	7000	0	604799	3	0	0	1	1	null	0	0	2#30#999	70000	1	0	null
24	51010045	24	20291002 000000	20291004 210000	1	0	0	1	1	null	0	0	null	0	1	0	null
10100	51010047	20	0	604799	3	0	1	1	1	null	0	0	2#15#999	0	1	0	null
10600	51010048	48	0	345599	3	0	1	1	1	null	0	0	2#15#999	0	1	0	null
20100	51010362	20000	0	604799	3	0	0	1	1	null	0	0	2#1#999	0	1	0	1010
20106	51010058	58	0	604799	3	0	0	1	1	null	0	0	2#1#999	0	1	0	null
20101	51010055	43	345600	604799	3	0	0	1	1	null	0	0	2#1#999	0	1	0	null
20105	51010056	20002	345600	604799	3	0	0	1	1	null	0	0	2#1#999	349#350#351#352#353	1	0	null
6200	51010041	62	0	1295999	3	0	0	1	1	null	0	0	2#1#999	0	1	0	null
1000	51010370	1000	604800	1295999	3	0	0	0	1	null	0	0	2#8#999	0	1	0	null
10200	51010049	16	604800	1209599	3	0	1	1	1	null	0	0	2#15#999	0	1	0	null
10300	51010050	46	604800	1209599	3	0	1	1	1	null	0	0	2#15#999	0	1	0	null
2402	51010045	24	604800	1209599	3	0	0	1	1	null	0	0	null	0	1	0	null
9001	51010051	9000	604800	1209599	3	0	0	0	0	1#7	0	0	2#10#999	0	1	0	50006
20000	51010371	20000	604800	1209599	3	0	0	1	1	null	0	0	2#1#999	0	1	0	1013
20004	51010053	8000	604800	1209599	3	0	0	1	1	null	0	0	2#1#999	0	1	0	null
20003	51010054	20001	604800	1209599	3	0	0	1	1	null	0	0	2#1#999	300#301#302#303	1	0	null
20001	51010055	43	604800	1209599	3	0	0	1	1	null	0	0	2#1#999	0	1	0	null
20005	51010056	20002	604800	1209599	3	0	0	1	1	null	0	0	2#1#999	507#508#509#510#511	1	0	null
20002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	null	58	0	2#1#999	0	1	0	null
20006	51010058	58	604800	1209599	3	0	0	1	1	null	0	0	2#1#999	0	1	0	null
6010	51010039	6000	604800	1209599	3	0	0	1	0	null	0	0	2#30#999	6101#6102#6103	1	0	null
70501	51010064	50000	604800	1209599	3	0	0	1	0	null	0	0	2#30#999	0	1	0	null
70502	51010065	50001	604800	1209599	3	0	0	1	0	null	0	0	2#30#999	0	1	0	1011
70503	51010066	50003	604800	1209599	3	0	0	1	0	null	0	0	2#30#999	705031#705032#705033#705034#705035	1	0	null
70504	51010067	50004	604800	1209599	3	0	0	1	0	null	0	0	2#30#999	0	1	0	null
70505	51010068	50005	604800	1209599	3	0	0	1	0	null	0	0	2#30#999	0	1	0	null
60002	51010059	40000	604800	1209599	3	0	0	1	0	1#7	0	0	2#22#999	0	1	0	null
10400	51010060	47	1209600	1814399	3	0	1	1	1	null	0	0	2#15#999	0	1	0	null
10500	51010061	70	1209600	1814399	3	0	1	1	1	null	0	0	2#40#999	0	1	0	null
22004	51010044	15	1209600	1814399	3	0	0	1	0	null	22	0	2#10#999	0	1	0	67
2403	51010045	24	1209600	1814399	3	0	0	1	1	null	0	0	null	0	1	0	null
21004	51010062	60	1209600	1814399	3	0	0	1	1	null	101	0	2#1#999	0	1	0	50000#50001#50002#50003
21000	51010063	20000	1209600	1814399	3	0	0	1	1	null	0	0	2#1#999	0	1	0	null
21003	51010054	20001	1209600	1814399	3	0	0	1	1	null	0	0	2#1#999	314#315#316#317	1	0	null
21002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	null	58	0	2#1#999	0	1	0	null
21006	51010058	58	1209600	1814399	3	0	0	1	1	null	0	0	2#1#999	0	1	0	null
21001	51010055	43	1209600	1814399	3	0	0	1	1	null	0	0	2#1#999	0	1	0	null
21005	51010056	20002	1209600	1814399	3	0	0	1	1	null	0	0	2#1#999	562#563#564#565#566	1	0	null
6011	51010039	6000	1209600	1814399	3	0	0	1	0	null	0	0	2#30#999	6201#6202#6203	1	0	null
70001	51010064	50000	1209600	1814399	3	0	0	1	0	null	0	0	2#30#999	0	1	0	null
70002	51010065	50001	1209600	1814399	3	0	0	1	0	null	0	0	2#30#999	0	1	0	1011
70003	51010066	50003	1209600	1814399	3	0	0	1	0	null	0	0	2#30#999	700031#700032#700033#700034#700035	1	0	null
70004	51010067	50004	1209600	1814399	3	0	0	1	0	null	0	0	2#30#999	0	1	0	null
70005	51010068	50005	1209600	1814399	3	0	0	1	0	null	0	0	2#30#999	0	1	0	null
60003	51010069	30000	1209600	1814399	3	0	0	1	0	null	0	0	2#30#999	0	1	0	null
22000	51010070	20000	20291002 000000	20291004 210000	1	0	0	1	1	null	0	0	2#1#999	0	1	0	null
22001	51010055	43	20291002 000000	20291004 210000	1	0	0	1	1	null	0	0	2#1#999	0	1	0	null
22002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	null	58	0	2#1#999	0	1	0	null
22003	51010054	20001	20291002 000000	20291004 210000	1	0	0	1	1	null	0	0	2#1#999	610#611#612#613	1	0	null
22005	51010056	20002	20291002 000000	20291004 210000	1	0	0	1	1	null	0	0	2#1#999	354#355	1	0	null
22006	51010058	58	20291002 000000	20291004 210000	1	0	0	1	1	null	0	0	2#1#999	0	1	0	null
6012	51010039	6000	20291002 000000	20291004 210000	1	0	0	1	0	null	0	0	2#30#999	6301#6302#6303	1	0	null
2000	51010071	2000	20211106 000000	20211108 235900	5	0	0	1	0	null	0	0	2#15#999	0	1	5761	null
7001	51010043	7000	20211104 000000	20211110 235900	5	0	0	1	1	2#7	0	0	2#30#999	70001	1	30241	null
7002	51010043	7000	20211111 000000	20211117 235900	5	0	0	1	1	2#7	0	0	2#30#999	70002	1	30241	null
7003	51010043	7000	20211118 000000	20211124 235900	5	0	0	1	1	2#7	0	0	2#30#999	70003	1	30241	null
7004	51010043	7000	20211125 000000	20211201 235900	5	0	0	1	1	2#7	0	0	2#30#999	70004	1	30241	null
9002	51010051	9000	20211104 000000	20211110 235900	5	0	0	0	0	1#7|2#21	0	0	2#10#999	0	1	10081	50006
10101	51010047	20	20211104 000000	20211110 235900	5	0	1	1	1	2#21	0	0	2#15#999	0	1	50401	null
10601	51010048	48	20211104 000000	20211110 235900	5	0	1	1	1	2#21	0	0	2#15#999	0	1	50401	null
10201	51010049	16	20211111 000000	20211117 235900	5	0	1	1	1	2#21	0	0	2#15#999	0	1	50401	null
10301	51010050	46	20211111 000000	20211117 235900	5	0	1	1	1	2#21	0	0	2#15#999	0	1	50401	null
10401	51010060	47	20211118 000000	20211124 235900	5	0	1	1	1	2#21	0	0	2#15#999	0	1	50401	null
10501	51010061	70	20211118 000000	20211124 235900	5	0	1	1	1	2#21	0	0	2#40#999	0	1	50401	null
10102	51010047	20	20211125 000000	20211201 235900	5	0	1	1	1	2#21	0	0	2#15#999	0	1	50401	null
10602	51010048	48	20211125 000000	20211201 235900	5	0	1	1	1	2#21	0	0	2#15#999	0	1	50401	null
10202	51010049	16	20211202 000000	20211208 235900	5	0	1	1	1	2#21	0	0	2#15#999	0	1	50401	null
10302	51010050	46	20211202 000000	20211208 235900	5	0	1	1	1	2#21	0	0	2#15#999	0	1	50401	null
10402	51010060	47	20211209 000000	20211215 235900	5	0	1	1	1	2#21	0	0	2#15#999	0	1	50401	null
10502	51010061	70	20211209 000000	20211215 235900	5	0	1	1	1	2#21	0	0	2#40#999	0	1	50401	null
33004	51010044	15	20211104 000000	20211110 235900	1	0	0	1	0	2#21	44	0	2#10#999	0	1	50401	67
37004	51010044	15	20211118 000000	20211124 235900	1	0	0	1	0	2#21	45	0	2#10#999	0	1	50401	67
1501	51010044	15	20211202 000000	20211208 235900	1	0	0	1	0	2#21	22	0	2#10#999	0	1	50401	67
1502	51010044	15	20221229 000000	20230104 235900	1	0	0	1	0	2#21	111	0	2#10#999	0	1	0	67
1503	51010044	15	20230112 000000	20230118 235900	1	0	0	1	0	2#21	112	0	2#10#999	0	1	0	67
1504	51010044	15	20230126 000000	20230201 235900	1	0	0	1	0	2#21	113	0	2#10#999	0	1	0	67
1505	51010044	15	20230209 000000	20230215 235900	1	0	0	1	0	2#21	114	0	2#10#999	0	1	0	67
1506	51010044	15	20230223 000000	20230301 235900	1	0	0	1	0	2#21	115	0	2#10#999	0	1	0	67
1507	51010044	15	20230309 000000	20230315 235900	1	0	0	1	0	2#21	116	0	2#10#999	0	1	0	67
1508	51010044	15	20230323 000000	20230329 235900	1	0	0	1	0	2#21	111	0	2#10#999	0	1	0	67
1509	51010044	15	20230406 000000	20230412 235900	1	0	0	1	0	2#21	112	0	2#10#999	0	1	0	67
1510	51010044	15	20230420 000000	20230426 235900	1	0	0	1	0	2#21	113	0	2#10#999	0	1	0	67
1511	51010044	15	20230504 000000	20230510 235900	1	0	0	1	0	2#21	114	0	2#10#999	0	1	0	67
1512	51010044	15	20230518 000000	20230524 235900	1	0	0	1	0	2#21	115	0	2#10#999	0	1	0	67
1513	51010044	15	20230601 000000	20230607 235900	1	0	0	1	0	2#21	116	0	2#10#999	0	1	0	67
1514	51010044	15	20230615 000000	20230621 235900	1	0	0	1	0	2#21	111	0	2#10#999	0	1	0	67
1515	51010044	15	20230629 000000	20230705 235900	1	0	0	1	0	2#21	112	0	2#10#999	0	1	0	67
1516	51010044	15	20230713 000000	20230719 235900	1	0	0	1	0	2#21	113	0	2#10#999	0	1	0	67
1517	51010044	15	20230727 000000	20230802 235900	1	0	0	1	0	2#21	114	0	2#10#999	0	1	0	67
1518	51010044	15	20230810 000000	20230816 235900	1	0	0	1	0	2#21	115	0	2#10#999	0	1	0	67
1519	51010044	15	20230824 000000	20230830 235900	1	0	0	1	0	2#21	116	0	2#10#999	0	1	0	67
1520	51010044	15	20230907 000000	20230913 235900	1	0	0	1	0	2#21	111	0	2#10#999	0	1	0	67
1521	51010044	15	20230921 000000	20230927 235900	1	0	0	1	0	2#21	112	0	2#10#999	0	1	0	67
1522	51010044	15	20231005 000000	20231011 235900	1	0	0	1	0	2#21	113	0	2#10#999	0	1	0	67
1523	51010044	15	20231019 000000	20231025 235900	1	0	0	1	0	2#21	114	0	2#10#999	0	1	0	67
1524	51010044	15	20231102 000000	20231108 235900	1	0	0	1	0	2#21	115	0	2#10#999	0	1	0	67
1525	51010044	15	20231116 000000	20231122 235900	1	0	0	1	0	2#21	116	0	2#10#999	0	1	0	67
1526	51010044	15	20231130 000000	20231206 235900	1	0	0	1	0	2#21	111	0	2#10#999	0	1	0	67
1527	51010044	15	20231214 000000	20231220 235900	1	0	0	1	0	2#21	112	0	2#10#999	0	1	0	67
1528	51010044	15	20231228 000000	20240103 235900	1	0	0	1	0	2#21	113	0	2#10#999	0	1	0	67
30004	51010041	62	20211104 000000	20211110 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
2410	51010045	24	20211104 000000	20211110 235900	5	0	0	1	1	2#21	0	0	null	0	1	70561	null
30000	51010072	20000	20211104 000000	20211110 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	1014
30001	51010055	43	20211104 000000	20211110 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
30002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	2#21	58	0	2#1#999	0	1	70561	null
30003	51010054	20001	20291002 000000	20291004 210000	1	0	0	1	1	2#21	0	0	2#1#999	328#329#330#331	1	0	null
30005	51010056	20002	20211104 000000	20211110 235900	5	0	0	1	1	2#21	0	0	2#1#999	363#364#365#366#367	1	70561	null
30006	51010058	58	20211104 000000	20211110 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
6013	51010039	6000	20211104 000000	20211110 235900	5	0	0	1	0	2#21	0	0	2#30#999	6401#6402#6403	1	70561	null
31000	51010070	20000	20211111 000000	20211117 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	1015
31001	51010055	43	20211111 000000	20211117 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
31005	51010056	20002	20211111 000000	20211117 235900	5	0	0	1	1	2#21	0	0	2#1#999	549#550#551#552#553	1	70561	null
31002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	2#21	58	0	2#1#999	0	1	70561	null
31006	51010058	58	20211111 000000	20211117 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
70101	51010064	50000	20211111 000000	20211117 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
70102	51010065	50001	20211111 000000	20211117 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	1011
70103	51010066	50003	20211111 000000	20211117 235900	5	0	0	1	0	2#21	0	0	2#30#999	701031#701032#701033#701034#701035	1	70561	null
70104	51010067	50004	20211111 000000	20211117 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
70105	51010068	50005	20211111 000000	20211117 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
60004	51010073	30000	20291002 000000	20291004 210000	1	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
6014	51010039	6000	20211111 000000	20211117 235900	5	0	0	1	0	2#21	0	0	2#30#999	6501#6502#6503	1	70561	null
31003	51010054	20001	20291002 000000	20291004 210000	1	0	0	1	1	2#28	0	0	2#1#999	342#343#344#345	1	0	null
2420	51010045	24	20211118 000000	20211124 235900	5	0	0	1	1	2#21	0	0	null	0	1	70561	null
32000	51010077	20000	20211118 000000	20211124 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	1016
31004	51010053	8000	20211118 000000	20211124 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
32003	51010054	20001	20211118 000000	20211124 235900	5	0	0	1	1	2#21	0	0	2#1#999	356#357#358#359	1	70561	null
32001	51010055	43	20211118 000000	20211124 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
32005	51010056	20002	20211118 000000	20211124 235900	5	0	0	1	1	2#21	0	0	2#1#999	377#378#379#380#381	1	70561	null
32002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	2#21	58	0	2#1#999	0	1	70561	null
32006	51010058	58	20211118 000000	20211124 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
6015	51010039	6000	20211118 000000	20211124 235900	5	0	0	1	0	2#21	0	0	2#30#999	6601#6602#6603	1	70561	null
32004	51010062	60	20211125 000000	20211201 235900	1	0	0	1	1	2#21	103	0	2#1#999	0	1	70561	50000#50001#50002#50003
33000	51010063	20000	20211125 000000	20211201 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
33003	51010054	20001	20211125 000000	20211201 235900	5	0	0	1	1	2#21	0	0	2#1#999	370#371#372#373	1	70561	null
33001	51010055	43	20211125 000000	20211201 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
33005	51010056	20002	20211125 000000	20211201 235900	5	0	0	1	1	2#21	0	0	2#1#999	391#392#393#394#395	1	70561	null
33002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	2#21	58	0	2#1#999	0	1	70561	null
33006	51010058	58	20211125 000000	20211201 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
70201	51010064	50000	20211125 000000	20211201 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
70202	51010065	50001	20211125 000000	20211201 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	1011
70203	51010066	50003	20211125 000000	20211201 235900	5	0	0	1	0	2#21	0	0	2#30#999	702031#702032#702033#702034#702035	1	70561	null
70204	51010067	50004	20211125 000000	20211201 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
70205	51010068	50005	20211125 000000	20211201 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
6016	51010039	6000	20211125 000000	20211201 235900	5	0	0	1	0	2#21	0	0	2#30#999	6701#6702#6703	1	70561	null
34004	51010041	62	20211202 000000	20211208 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
2430	51010045	24	20211202 000000	20211208 235900	5	0	0	1	1	2#21	0	0	null	0	1	70561	null
34000	51010075	20000	20211202 000000	20211208 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	1017
34001	51010055	43	20211202 000000	20211208 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
34005	51010056	20002	20211202 000000	20211208 235900	5	0	0	1	1	2#21	0	0	2#1#999	307#308#309#310#311	1	70561	null
34002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	2#21	58	0	2#1#999	0	1	70561	null
34003	51010054	20001	20291002 000000	20291004 210000	1	0	0	1	1	2#28	0	0	2#1#999	384#385#386#387	1	0	null
34006	51010058	58	20211202 000000	20211208 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
6017	51010039	6000	20211202 000000	20211208 235900	5	0	0	1	0	2#21	0	0	2#30#999	6801#6802#6803	1	70561	null
35000	51010372	20000	20211209 000000	20211215 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	1018
35001	51010055	43	20211209 000000	20211215 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
35002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	2#21	58	0	2#1#999	0	1	70561	null
35003	51010054	20001	20291002 000000	20291004 210000	1	0	0	1	1	2#28	0	0	2#1#999	500#501#502#503	1	0	null
35005	51010056	20002	20211209 000000	20211215 235900	5	0	0	1	1	2#21	0	0	2#1#999	590#591#592#593#594	1	70561	null
35006	51010058	58	20211209 000000	20211215 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
70301	51010064	50000	20211209 000000	20211215 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
70302	51010065	50001	20211209 000000	20211215 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	1011
70303	51010066	50003	20211209 000000	20211215 235900	5	0	0	1	0	2#21	0	0	2#30#999	703031#703032#703033#703034#703035	1	70561	null
70304	51010067	50004	20211209 000000	20211215 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
70305	51010068	50005	20211209 000000	20211215 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
6018	51010039	6000	20211209 000000	20211215 235900	5	0	0	1	0	2#21	0	0	2#30#999	6901#6902#6903	1	70561	null
2440	51010045	24	20211216 000000	20211222 235900	5	0	0	1	1	2#21	0	0	null	0	1	70561	null
36000	51010074	20000	20211216 000000	20211222 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	1019
35004	51010053	8000	20211216 000000	20211222 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
36003	51010054	20001	20211216 000000	20211222 235900	5	0	0	1	1	2#21	0	0	2#1#999	528#529#530#531	1	70561	null
36001	51010055	43	20211216 000000	20211222 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
