Id	ItemId	Chance	GrowChance	RandomMin	RandomMax	Addition	ChanceAddition
612	14	100	1.0	59500	60500	null	null
613	14	100	1.0	64500	65500	null	null
614	14	100	1.0	69500	70500	null	null
615	14	100	1.0	74500	75500	null	null
616	14	100	1.0	79500	80500	null	null
617	14	100	1.0	84500	85500	null	null
618	14	100	1.0	89500	90500	null	null
619	14	100	1.0	94500	95500	null	null
620	14	100	1.0	99500	100500	null	null
651	65	100	1.0	5	5	null	null
652	65	100	1.0	5	5	null	null
653	65	100	1.0	5	5	null	null
654	65	100	1.0	5	5	null	null
655	65	100	1.0	5	5	null	null
656	65	100	1.0	5	5	null	null
657	65	100	1.0	5	5	null	null
658	65	100	1.0	5	5	null	null
659	65	100	1.0	5	5	null	null
660	65	100	1.0	5	5	null	null
661	65	100	1.0	5	5	null	null
662	65	100	1.0	5	5	null	null
663	65	100	1.0	5	5	null	null
664	65	100	1.0	5	5	null	null
665	65	100	1.0	5	5	null	null
666	65	100	1.0	5	5	null	null
667	65	100	1.0	5	5	null	null
668	65	100	1.0	5	5	null	null
669	65	100	1.0	5	5	null	null
670	65	100	1.0	5	5	null	null
701	14	700	1.0	0	0	null	null
702	16	100	1.0	25	25	null	null
703	60	50	1.0	1	1	null	null
704	4	150	1.0	25	25	null	null
1001	60001	100	1.0	1	1	null	null
1002	60002	100	1.0	1	1	null	null
1003	60003	0	1.0	0	0	null	null
1004	60004	0	1.0	0	0	null	null
1005	60005	0	1.0	0	0	null	null
1006	60006	0	1.0	0	0	null	null
1007	60007	0	1.0	0	0	null	null
1008	60008	0	1.0	0	0	null	null
1009	60009	0	1.0	0	0	null	null
1010	60010	0	1.0	0	0	null	null
1011	60011	0	1.0	0	0	null	null
1012	60012	0	1.0	0	0	null	null
1013	60013	0	1.0	0	0	null	null
1014	60014	0	1.0	0	0	null	null
1015	60015	0	1.0	0	0	null	null
1016	60016	100	1.0	1	1	null	null
1017	60017	100	1.0	1	1	null	null
1018	60018	0	1.0	0	0	null	null
1019	60019	0	1.0	0	0	null	null
1020	60020	0	1.0	0	0	null	null
1021	60021	0	1.0	0	0	null	null
1022	60022	100	1.0	1	1	null	null
1023	60023	100	1.0	1	1	null	null
1024	60024	0	1.0	0	0	null	null
1025	60025	100	1.0	1	1	null	null
1026	60026	100	1.0	1	1	null	null
1027	60027	0	1.0	0	0	null	null
1028	60028	0	1.0	0	0	null	null
1029	60029	0	1.0	0	0	null	null
1030	60030	0	1.0	0	0	null	null
1031	60031	0	1.0	0	0	null	null
1032	60032	0	1.0	0	0	null	null
1033	60033	0	1.0	0	0	null	null
1034	60034	100	1.0	1	1	null	null
1035	60035	100	1.0	1	1	null	null
1036	60036	0	1.0	0	0	null	null
1037	60037	0	1.0	0	0	null	null
1038	60038	0	1.0	0	0	null	null
1039	60039	0	1.0	0	0	null	null
1040	60040	0	1.0	0	0	null	null
1041	60041	0	1.0	0	0	null	null
1042	60042	0	1.0	0	0	null	null
1043	60043	0	1.0	0	0	null	null
1044	60044	0	1.0	0	0	null	null
1045	60045	0	1.0	0	0	null	null
1046	60046	0	1.0	0	0	null	null
1047	60047	0	1.0	0	0	null	null
1048	60048	0	1.0	0	0	null	null
1049	60049	100	1.0	1	1	null	null
1050	60050	100	1.0	1	1	null	null
1051	60051	0	1.0	0	0	null	null
1052	60052	0	1.0	0	0	null	null
1053	60053	0	1.0	0	0	null	null
1054	60054	0	1.0	0	0	null	null
1055	60055	100	1.0	1	1	null	null
1056	60056	100	1.0	1	1	null	null
1057	60057	0	1.0	0	0	null	null
1058	60058	100	1.0	1	1	null	null
1059	60059	100	1.0	1	1	null	null
1060	60060	0	1.0	0	0	null	null
1061	60061	0	1.0	0	0	null	null
1062	60062	0	1.0	0	0	null	null
1063	60063	0	1.0	0	0	null	null
1064	60064	0	1.0	0	0	null	null
1065	60065	0	1.0	0	0	null	null
1066	60066	0	1.0	0	0	null	null
1067	60067	100	1.0	1	1	null	null
1068	60068	100	1.0	1	1	null	null
1069	60069	100	1.0	1	1	null	null
1070	60070	0	1.0	0	0	null	null
1071	60071	0	1.0	0	0	null	null
1072	60072	0	1.0	0	0	null	null
1073	60073	0	1.0	0	0	null	null
1074	60074	0	1.0	0	0	null	null
1075	60075	0	1.0	0	0	null	null
1076	60076	0	1.0	0	0	null	null
1077	60077	0	1.0	0	0	null	null
1078	60078	0	1.0	0	0	null	null
1079	60079	0	1.0	0	0	null	null
1080	60080	0	1.0	0	0	null	null
1081	60081	0	1.0	0	0	null	null
1082	60082	100	1.0	1	1	null	null
1083	60083	100	1.0	1	1	null	null
1084	60084	100	1.0	1	1	null	null
1085	60085	0	1.0	0	0	null	null
1086	60086	0	1.0	0	0	null	null
1087	60087	0	1.0	0	0	null	null
1088	60088	100	1.0	1	1	null	null
1089	60089	100	1.0	1	1	null	null
1090	60090	100	1.0	1	1	null	null
1091	60091	100	1.0	1	1	null	null
1092	60092	100	1.0	1	1	null	null
1093	60093	100	1.0	1	1	null	null
1094	60094	0	1.0	0	0	null	null
1095	60095	0	1.0	0	0	null	null
1096	60096	0	1.0	0	0	null	null
1097	60097	0	1.0	0	0	null	null
1098	60098	0	1.0	0	0	null	null
1099	60099	0	1.0	0	0	null	null
1100	60100	100	1.0	1	1	null	null
1101	60101	100	1.0	1	1	null	null
1102	60102	100	1.0	1	1	null	null
1103	60103	100	1.0	1	1	null	null
1104	60104	0	1.0	0	0	null	null
1105	60105	0	1.0	0	0	null	null
1106	60106	0	1.0	0	0	null	null
1107	60107	0	1.0	0	0	null	null
1108	60108	0	1.0	0	0	null	null
1109	60109	0	1.0	0	0	null	null
1110	60110	0	1.0	0	0	null	null
1111	60111	0	1.0	0	0	null	null
1112	60112	0	1.0	0	0	null	null
1113	60113	0	1.0	0	0	null	null
1114	60114	0	1.0	0	0	null	null
1115	60115	0	1.0	0	0	null	null
1116	60116	0	1.0	0	0	null	null
1117	60117	0	1.0	0	0	null	null
1118	60118	0	1.0	0	0	null	null
1119	60119	0	1.0	0	0	null	null
1120	60120	0	1.0	0	0	null	null
1121	60121	0	1.0	0	0	null	null
1122	60122	0	1.0	0	0	null	null
1123	60123	0	1.0	0	0	null	null
1124	60124	0	1.0	0	0	null	null
1125	60125	100	1.0	1	1	null	null
1126	60126	100	1.0	1	1	null	null
1127	60127	100	1.0	1	1	null	null
1128	60128	100	1.0	1	1	null	null
1129	60129	0	1.0	0	0	null	null
1130	60130	0	1.0	0	0	null	null
1131	60131	0	1.0	0	0	null	null
1132	60132	0	1.0	0	0	null	null
1133	60133	0	1.0	0	0	null	null
1134	60134	0	1.0	0	0	null	null
1135	60135	100	1.0	1	1	null	null
1136	60136	100	1.0	1	1	null	null
1137	60137	100	1.0	1	1	null	null
1138	60138	100	1.0	1	1	null	null
1139	60139	0	1.0	0	0	null	null
1140	60140	100	1.0	1	1	null	null
1141	60141	100	1.0	1	1	null	null
1142	60142	100	1.0	1	1	null	null
1143	60143	0	1.0	0	0	null	null
1144	60144	100	1.0	1	1	null	null
1145	60145	0	1.0	0	0	null	null
1146	60146	0	1.0	0	0	null	null
1147	60147	0	1.0	0	0	null	null
1148	60148	0	1.0	0	0	null	null
1149	60149	0	1.0	0	0	null	null
1150	60150	0	1.0	0	0	null	null
1151	60151	0	1.0	0	0	null	null
1152	60152	0	1.0	0	0	null	null
1153	60153	0	1.0	0	0	null	null
1154	60154	0	1.0	0	0	null	null
1155	60155	100	1.0	1	1	null	null
1156	60156	100	1.0	1	1	null	null
1157	60157	100	1.0	1	1	null	null
1158	60158	100	1.0	1	1	null	null
1159	60159	100	1.0	1	1	null	null
1160	60160	100	1.0	1	1	null	null
1161	60161	0	1.0	0	0	null	null
1162	60162	0	1.0	0	0	null	null
1163	60163	0	1.0	0	0	null	null
1164	60164	0	1.0	0	0	null	null
1165	60165	0	1.0	0	0	null	null
1166	60166	0	1.0	0	0	null	null
1167	60167	0	1.0	0	0	null	null
1168	60168	0	1.0	0	0	null	null
1169	60169	0	1.0	0	0	null	null
1170	60170	0	1.0	0	0	null	null
1171	60171	0	1.0	0	0	null	null
1172	60172	0	1.0	0	0	null	null
1173	60173	0	1.0	0	0	null	null
1174	60174	0	1.0	0	0	null	null
1175	60175	0	1.0	0	0	null	null
1176	60176	0	1.0	0	0	null	null
1177	60177	0	1.0	0	0	null	null
1178	60178	0	1.0	0	0	null	null
1179	60179	0	1.0	0	0	null	null
1180	60180	100	1.0	1	1	null	null
1181	60181	100	1.0	1	1	null	null
1182	60182	100	1.0	1	1	null	null
1183	60183	100	1.0	1	1	null	null
1184	60184	100	1.0	1	1	null	null
1185	60185	0	1.0	0	0	null	null
1186	60186	0	1.0	0	0	null	null
1187	60187	0	1.0	0	0	null	null
1188	60188	0	1.0	0	0	null	null
1189	60189	0	1.0	0	0	null	null
1190	60190	100	1.0	1	1	null	null
1191	60191	100	1.0	1	1	null	null
1192	60192	100	1.0	1	1	null	null
1193	60193	100	1.0	1	1	null	null
1194	60194	100	1.0	1	1	null	null
1195	60195	100	1.0	1	1	null	null
1196	60196	100	1.0	1	1	null	null
1197	60197	100	1.0	1	1	null	null
1198	60198	100	1.0	1	1	null	null
1199	60199	100	1.0	1	1	null	null
1200	60200	0	1.0	0	0	null	null
1201	60201	0	1.0	0	0	null	null
1202	60202	0	1.0	0	0	null	null
1203	60203	0	1.0	0	0	null	null
1204	60204	0	1.0	0	0	null	null
1205	60205	0	1.0	0	0	null	null
1206	60206	0	1.0	0	0	null	null
1207	60207	0	1.0	0	0	null	null
1208	60208	0	1.0	0	0	null	null
1209	60209	0	1.0	0	1	null	null
1210	14	30329	1.0	0	0	null	null
1211	14	108900	1.0	0	0	null	null
1212	14	218900	1.0	0	0	null	null
1213	14	1098900	1.0	0	0	null	null
1214	14	42900	1.0	0	0	null	null
1221	60067	50	1.0	1	1	null	null
1222	60068	50	1.0	1	1	null	null
1223	60069	50	1.0	1	1	null	null
1224	60070	0	1.0	0	0	null	null
1225	60071	0	1.0	0	0	null	null
1226	60072	0	1.0	0	0	null	null
1227	60073	0	1.0	0	0	null	null
1228	60074	0	1.0	0	0	null	null
1229	60075	0	1.0	0	0	null	null
1230	60076	0	1.0	0	0	null	null
1231	60077	0	1.0	0	0	null	null
1232	60078	0	1.0	0	0	null	null
1233	60079	0	1.0	0	0	null	null
1234	60080	0	1.0	0	0	null	null
1235	60081	0	1.0	0	0	null	null
1236	60100	50	1.0	1	1	null	null
1237	60101	50	1.0	1	1	null	null
1238	60102	50	1.0	1	1	null	null
1239	60103	50	1.0	1	1	null	null
1240	60104	0	1.0	0	0	null	null
1241	60105	0	1.0	0	0	null	null
1242	60106	0	1.0	0	0	null	null
1243	60107	0	1.0	0	0	null	null
1244	60108	0	1.0	0	0	null	null
1245	60109	0	1.0	0	0	null	null
1246	60110	0	1.0	0	0	null	null
1247	60111	0	1.0	0	0	null	null
1248	60112	0	1.0	0	0	null	null
1249	60113	0	1.0	0	0	null	null
1250	60114	0	1.0	0	0	null	null
1251	60115	0	1.0	0	0	null	null
1252	60116	0	1.0	0	0	null	null
1253	60117	0	1.0	0	0	null	null
1254	60118	0	1.0	0	0	null	null
1255	60119	0	1.0	0	0	null	null
1256	60120	0	1.0	0	0	null	null
1257	60121	0	1.0	0	0	null	null
1258	60122	0	1.0	0	0	null	null
1259	60123	0	1.0	0	0	null	null
1260	60124	0	1.0	0	0	null	null
1280	60155	50	1.0	1	1	null	null
1281	60156	50	1.0	1	1	null	null
1282	60157	50	1.0	1	1	null	null
1283	60158	50	1.0	1	1	null	null
1284	60159	50	1.0	1	1	null	null
1285	60160	50	1.0	1	1	null	null
1286	60161	0	1.0	0	0	null	null
1287	60162	0	1.0	0	0	null	null
1288	60163	0	1.0	0	0	null	null
1289	60164	0	1.0	0	0	null	null
1290	60165	0	1.0	0	0	null	null
1291	60166	0	1.0	0	0	null	null
1292	60167	0	1.0	0	0	null	null
1293	60168	0	1.0	0	0	null	null
1294	60169	0	1.0	0	0	null	null
1295	60170	0	1.0	0	0	null	null
1296	60171	0	1.0	0	0	null	null
1297	60172	0	1.0	0	0	null	null
1298	60173	0	1.0	0	0	null	null
1299	60174	0	1.0	0	0	null	null
1300	60175	0	1.0	0	0	null	null
1301	60176	0	1.0	0	0	null	null
1302	60177	0	1.0	0	0	null	null
1303	60178	0	1.0	0	0	null	null
1304	60179	0	1.0	0	0	null	null
1305	12008	0	1.0	0	0	null	null
1306	12009	0	1.0	0	0	null	null
1307	12010	0	1.0	0	0	null	null
1308	12011	0	1.0	0	0	null	null
1321	14	40000	1.0	0	0	null	null
1322	14	1000000	1.0	0	0	null	null
1323	14	1000000	1.0	0	0	null	null
1324	14	40000	1.0	0	0	null	null
1325	14	40000	1.0	0	0	null	null
1326	14	40000	1.0	0	0	null	null
1327	14	1000000	1.0	0	0	null	null
1328	14	1000000	1.0	0	0	null	null
1329	14	1000000	1.0	0	0	null	null
1330	14	200000	1.0	0	0	null	null
1331	14	200000	1.0	0	0	null	null
1332	14	200000	1.0	0	0	null	null
1333	14	200000	1.0	0	0	null	null
1334	14	200000	1.0	0	0	null	null
1350	14	28571	1.0	0	0	null	null
1351	14	40000	1.0	0	0	null	null
1352	14	66667	1.0	0	0	null	null
1355	14	100000	1.0	0	0	null	null
1356	14	40000	1.0	0	0	null	null
1360	14	100000	1.0	0	0	null	null
1361	14	28571	1.0	0	0	null	null
1365	14	40000	1.0	0	0	null	null
1366	14	66667	1.0	0	0	null	null
1367	14	100000	1.0	0	0	null	null
1370	14	100000	1.0	0	0	null	null
1371	14	125000	1.0	0	0	null	null
1372	14	100000	1.0	0	0	null	null
1375	14	142857	1.0	0	0	null	null
1376	14	100000	1.0	0	0	null	null
1377	14	40000	1.0	0	0	null	null
1380	14	100000	1.0	0	0	null	null
1381	14	200000	1.0	0	0	null	null
1382	14	250000	1.0	0	0	null	null
1385	14	200000	1.0	0	0	null	null
1386	14	333333	1.0	0	0	null	null
1390	14	333333	1.0	0	0	null	null
1391	14	200000	1.0	0	0	null	null
1392	14	100000	1.0	0	0	null	null
1395	14	1666667	1.0	0	0	null	null
1396	14	3333333	1.0	0	0	null	null
1397	14	4000000	1.0	0	0	null	null
1398	14	6666667	1.0	0	0	null	null
1400	14	3333333	1.0	0	0	null	null
1401	14	4000000	1.0	0	0	null	null
1402	14	6666667	1.0	0	0	null	null
1405	14	3333333	1.0	0	0	null	null
1406	14	5000000	1.0	0	0	null	null
1410	14	5000000	1.0	0	0	null	null
1411	14	5000000	1.0	0	0	null	null
1501	60067	50	1.0	1	1	null	null
1502	60070	0	1.0	0	0	null	null
1503	60073	0	1.0	0	0	null	null
1504	60076	0	1.0	0	0	null	null
1505	60079	0	1.0	0	0	null	null
1506	60082	50	1.0	1	1	null	null
1507	60088	50	1.0	1	1	null	null
1508	60091	50	1.0	1	1	null	null
1509	60094	0	1.0	0	0	null	null
1510	60097	0	1.0	0	0	null	null
1511	60068	50	1.0	1	1	null	null
1512	60071	0	1.0	0	0	null	null
1513	60074	0	1.0	0	0	null	null
1514	60077	0	1.0	0	0	null	null
1515	60080	0	1.0	0	0	null	null
1516	60083	50	1.0	1	1	null	null
1517	60089	50	1.0	1	1	null	null
1518	60092	50	1.0	1	1	null	null
1519	60095	0	1.0	0	0	null	null
1520	60098	0	1.0	0	0	null	null
1521	60069	50	1.0	1	1	null	null
1522	60072	0	1.0	0	0	null	null
1523	60075	0	1.0	0	0	null	null
1524	60078	0	1.0	0	0	null	null
1525	60081	0	1.0	0	0	null	null
1526	60084	50	1.0	1	1	null	null
1527	60090	50	1.0	1	1	null	null
1528	60093	50	1.0	1	1	null	null
1529	60096	0	1.0	0	0	null	null
1530	60099	0	1.0	0	0	null	null
1531	60103	25	1.0	1	1	null	null
1532	60128	25	1.0	1	1	null	null
1533	60138	25	1.0	1	1	null	null
1534	60144	25	1.0	1	1	null	null
1535	60155	25	1.0	1	1	null	null
1536	60180	25	1.0	1	1	null	null
1537	60190	25	1.0	1	1	null	null
1538	60195	25	1.0	1	1	null	null
3001	14	100	0.0	24000	24000	null	null
3002	14	100	0.0	30000	30000	null	null
3003	14	100	0.0	36000	36000	null	null
3004	14	100	0.0	42000	42000	null	null
3005	14	100	0.0	48000	48000	null	null
3006	14	100	0.0	54000	54000	null	null
3007	14	100	0.0	60000	60000	null	null
3008	14	100	0.0	66000	66000	null	null
3009	14	100	0.0	72000	72000	null	null
3010	14	100	0.0	120000	120000	null	null
3011	14	100	0.0	90000	90000	null	null
3012	14	100	0.0	96000	96000	null	null
3013	14	100	0.0	102000	102000	null	null
3014	14	100	0.0	108000	108000	null	null
3015	14	100	0.0	114000	114000	null	null
3016	14	100	0.0	120000	120000	null	null
3017	14	100	0.0	126000	126000	null	null
3018	14	100	0.0	132000	132000	null	null
3019	14	100	0.0	138000	138000	null	null
3020	14	100	0.0	180000	180000	null	null
3021	14	100	0.0	150000	150000	null	null
3022	14	100	0.0	156000	156000	null	null
3023	14	100	0.0	162000	162000	null	null
3024	14	100	0.0	168000	168000	null	null
3025	14	100	0.0	174000	174000	null	null
3026	14	100	0.0	180000	180000	null	null
3027	14	100	0.0	186000	186000	null	null
3028	14	100	0.0	192000	192000	null	null
3029	14	100	0.0	198000	198000	null	null
3030	14	100	0.0	240000	240000	null	null
3101	93	100	0.0	40	40	null	null
3102	93	100	0.0	50	50	null	null
3103	93	100	0.0	60	60	null	null
3104	93	100	0.0	70	70	null	null
3105	93	100	0.0	80	80	null	null
3106	93	100	0.0	90	90	null	null
3107	93	100	0.0	100	100	null	null
3108	93	100	0.0	110	110	null	null
3109	93	100	0.0	120	120	null	null
3110	93	100	0.0	200	200	null	null
3111	93	100	0.0	150	150	null	null
3112	93	100	0.0	160	160	null	null
3113	93	100	0.0	170	170	null	null
3114	93	100	0.0	180	180	null	null
3115	93	100	0.0	190	190	null	null
3116	93	100	0.0	200	200	null	null
3117	93	100	0.0	210	210	null	null
3118	93	100	0.0	220	220	null	null
3119	93	100	0.0	230	230	null	null
3120	93	100	0.0	300	300	null	null
3121	93	100	0.0	250	250	null	null
3122	93	100	0.0	260	260	null	null
3123	93	100	0.0	270	270	null	null
3124	93	100	0.0	280	280	null	null
3125	93	100	0.0	290	290	null	null
3126	93	100	0.0	300	300	null	null
3127	93	100	0.0	310	310	null	null
3128	93	100	0.0	320	320	null	null
3129	93	100	0.0	330	330	null	null
3130	93	100	0.0	400	400	null	null
3201	3	100	0.0	2400	2400	null	null
3202	3	100	0.0	3000	3000	null	null
3203	3	100	0.0	3600	3600	null	null
3204	3	100	0.0	4200	4200	null	null
3205	3	100	0.0	4800	4800	null	null
3206	3	100	0.0	5400	5400	null	null
3207	3	100	0.0	6000	6000	null	null
3208	3	100	0.0	6600	6600	null	null
3209	3	100	0.0	7200	7200	null	null
3210	3	100	0.0	12000	12000	null	null
3211	3	100	0.0	9000	9000	null	null
3212	3	100	0.0	9600	9600	null	null
3213	3	100	0.0	10200	10200	null	null
3214	3	100	0.0	10800	10800	null	null
3215	3	100	0.0	11400	11400	null	null
3216	3	100	0.0	12000	12000	null	null
3217	3	100	0.0	12600	12600	null	null
3218	3	100	0.0	13200	13200	null	null
3219	3	100	0.0	13800	13800	null	null
3220	3	100	0.0	18000	18000	null	null
3221	3	100	0.0	15000	15000	null	null
3222	3	100	0.0	15600	15600	null	null
3223	3	100	0.0	16200	16200	null	null
3224	3	100	0.0	16800	16800	null	null
3225	3	100	0.0	17400	17400	null	null
3226	3	100	0.0	18000	18000	null	null
3227	3	100	0.0	18600	18600	null	null
3228	3	100	0.0	19200	19200	null	null
3229	3	100	0.0	19800	19800	null	null
3230	3	100	0.0	24000	24000	null	null
5001	3	900	1.0	0	0	null	null
5002	25	100	1.0	0	0	null	null
5003	25	100	1.0	0	0	null	null
5004	25	100	1.0	0	0	null	null
5005	25	100	1.0	0	0	null	null
5006	25	100	1.0	0	0	null	null
5007	25	100	1.0	0	0	null	null
5008	25	100	1.0	0	0	null	null
5009	25	100	1.0	0	0	null	null
5010	25	100	1.0	0	0	null	null
5011	25	100	1.0	0	0	null	null
5012	25	100	1.0	0	0	null	null
5013	25	100	1.0	0	0	null	null
5014	25	100	1.0	0	0	null	null
5015	25	100	1.0	0	0	null	null
5016	25	100	1.0	0	0	null	null
5017	25	100	1.0	0	0	null	null
5018	25	100	1.0	0	0	null	null
5019	25	100	1.0	0	0	null	null
5020	25	100	1.0	0	0	null	null
5021	25	100	1.0	0	0	null	null
5101	25	100	1.0	10	10	null	null
5102	25	100	1.0	15	15	null	null
5103	25	100	1.0	20	20	null	null
5104	25	100	1.0	25	25	null	null
5105	25	100	1.0	40	40	null	null
5106	25	100	1.0	45	45	null	null
5107	25	100	1.0	50	50	null	null
5108	25	100	1.0	55	55	null	null
5109	25	100	1.0	75	75	null	null
5110	25	100	1.0	80	80	null	null
5111	25	100	1.0	85	85	null	null
5112	25	100	1.0	90	90	null	null
5113	25	100	1.0	105	105	null	null
5114	25	100	1.0	110	110	null	null
5115	25	100	1.0	115	115	null	null
5116	25	100	1.0	120	120	null	null
5117	25	100	1.0	140	140	null	null
5118	25	100	1.0	150	150	null	null
5119	25	100	1.0	160	160	null	null
5120	25	100	1.0	170	170	null	null
5201	25	100	1.0	0	0	null	null
5202	25	100	1.0	0	0	null	null
5203	25	100	1.0	0	0	null	null
5204	25	100	1.0	0	0	null	null
5205	25	100	1.0	17	17	null	null
5206	25	100	1.0	19	19	null	null
5207	25	100	1.0	21	22	null	null
5208	25	100	1.0	23	24	null	null
5209	25	100	1.0	75	75	null	null
5210	25	100	1.0	80	80	null	null
5211	25	100	1.0	85	85	null	null
5212	25	100	1.0	90	90	null	null
5213	25	100	1.0	29	30	null	null
5214	25	100	1.0	31	31	null	null
5215	25	100	1.0	32	33	null	null
5216	25	100	1.0	34	34	null	null
5217	25	100	1.0	119	119	null	null
5218	25	100	1.0	127	128	null	null
5219	25	100	1.0	136	136	null	null
5220	25	100	1.0	144	145	null	null
5221	25	25	1.0	0	0	null	null
5040	14	100	1.0	0	0	null	null
5041	1001	100	1.0	10000	10000	null	null
6000	14	100	1.0	8000	8000	null	null
6001	3	100	1.0	12	12	null	null
6060	16	100	1.0	50	50	null	null
6101	14	100	1.0	33800	33800	null	null
6102	14	100	1.0	40500	40500	null	null
6103	14	100	1.0	47300	47300	null	null
6104	14	100	1.0	54000	54000	null	null
6105	14	100	1.0	60800	60800	null	null
6106	14	100	1.0	67500	67500	null	null
6107	14	100	1.0	74300	74300	null	null
6108	14	100	1.0	81000	81000	null	null
6109	14	100	1.0	87800	87800	null	null
6110	14	100	1.0	94500	94500	null	null
6111	14	100	1.0	101300	101300	null	null
6112	14	100	1.0	108000	108000	null	null
6113	14	100	1.0	114800	114800	null	null
6114	14	100	1.0	121500	121500	null	null
6115	14	100	1.0	128300	128300	null	null
6116	14	100	1.0	135000	135000	null	null
6117	14	100	1.0	141800	141800	null	null
6118	14	100	1.0	148500	148500	null	null
6119	14	100	1.0	155300	155300	null	null
